Season,Age,PLAYER_ID,Name,MPG,Tier,Off,Def,RAPM,VORP_Off,VORP_Def,VORP,Poss_Off,Poss_Def,Poss,Ref_Age,cumOff_at_age,cumDef_at_age,cumRAPM_at_age,Off_at_ref,Def_at_ref,RAPM_at_ref
2015,29,201880,Greg Stiemsma,3.86,0-5,-1.31,0.275,-1.586,-0.392,0.501,-0.893,128,134,262,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,-1.1279654177173821,0.27003374673179203,-1.3990043012496614
2011,22,201933,Blake Griffin,37.94,35-40,4.95,-0.973,5.923,5.58,1.307,4.274,5980,5972,11952,27,1.8820081989734287,-0.5817253137197314,2.4636925317597482,6.0836188275469585,-1.3869651230872317,7.470555694672542
2012,23,201933,Blake Griffin,36.24,35-40,7.692,-2.597,10.289,8.141,-0.068,8.209,5131,5113,10244,27,2.3012007932947496,-0.7170225980310179,3.0181724058233925,8.406426233225638,-2.8756678387759456,11.282075820608897
2013,24,201933,Blake Griffin,32.48,30-35,4.005,-0.822,4.827,4.881,0.904,3.977,5202,5175,10377,27,2.62133164388661,-0.8250187171968961,3.4462914380448963,4.3992953826337775,-0.9926717196100672,5.391956788387393
2014,25,201933,Blake Griffin,35.79,35-40,3.843,-2.421,6.264,3.874,-0.251,4.125,6674,6666,13340,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,4.013356518189102,-2.5098869587156725,6.5232389147228655
2015,26,201933,Blake Griffin,35.16,35-40,3.713,-0.91,4.623,4.115,0.98,3.135,5786,5775,11561,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,3.752825584765362,-0.9423045847057071,4.69512907242806
2016,27,201933,Blake Griffin,33.44,30-35,-0.795,-2.972,2.178,0.045,-1.063,1.108,2608,2603,5211,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,-0.7949999999999999,-2.972,2.178
2017,28,201933,Blake Griffin,34.04,30-35,3.79,-1.902,5.691,4.625,0.027,4.598,4347,4322,8669,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,3.8382541304236337,-1.8931361418551378,5.730388939501923
2018,29,201933,Blake Griffin,33.96,30-35,2.259,-2.155,4.414,2.979,0.038,2.941,3968,3961,7929,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,2.441034582282618,-2.159966253268208,4.600995698750339
2019,30,201933,Blake Griffin,34.96,30-35,2.556,-1.516,4.072,3.44,0.311,3.129,5427,5412,10839,27,2.616771609404245,-0.9548541800465091,3.5715679855787577,2.9548554171161423,-1.5568362567604541,4.511680240853531
2020,31,201933,Blake Griffin,28.46,25-30,-1.031,-1.758,0.727,0.256,-0.085,0.341,1039,1032,2071,27,2.319333625278637,-0.8975037073754619,3.216788317802911,-0.3347065987582496,-1.8561867294315013,1.5214599086293794
2021,32,201933,Blake Griffin,25.8,25-30,-0.142,-2.284,2.142,2.459,-0.892,3.351,2993,2981,5974,27,1.9436436310748952,-0.8191359543648938,2.7627418330876834,0.9299833954454924,-2.460554482442069,3.390506393344606
2022,33,201933,Blake Griffin,17.11,15-20,-3.114,0.201,-3.315,-0.897,1.495,-2.392,2038,2021,4059,27,1.4920130399583709,-0.720116684700667,2.2121056697977615,-1.5903860134379832,-0.07457375210629613,-1.5158574433654715
2023,34,201933,Blake Griffin,13.88,10-15,-1.761,-2.249,0.488,0.401,-1.326,1.727,1180,1180,2360,27,0.9667035700239216,-0.600713423840517,1.5674090149073683,0.287923456496466,-2.643977012966446,2.931839211524921
2010,23,201934,Hasheem Thabeet,12.99,10-15,-2.426,-0.901,-1.524,-0.277,-0.079,-0.198,1718,1745,3463,27,2.3012007932947496,-0.7170225980310179,3.0181724058233925,-1.7115737667743622,-1.1796678387759454,-0.5309241793911026
2011,24,201934,Hasheem Thabeet,7.94,5-10,-2.932,1.642,-4.574,-0.665,2.543,-3.208,709,732,1441,27,2.62133164388661,-0.8250187171968961,3.4462914380448963,-2.5377046173662223,1.4713282803899328,-4.009043211612607
2012,25,201934,Hasheem Thabeet,6.93,5-10,-6.595,-0.453,-6.141,-4.105,0.227,-4.332,261,264,525,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,-6.4246434818108975,-0.5418869587156727,-5.881761085277134
2013,26,201934,Hasheem Thabeet,11.67,10-15,-1.686,-2.205,0.519,0.159,-1.399,1.558,1547,1557,3104,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,-1.6461744152346376,-2.237304584705707,0.5911290724280587
2014,27,201934,Hasheem Thabeet,8.37,5-10,-4.234,-1.436,-2.798,-2.062,-0.597,-1.465,406,411,817,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,-4.234,-1.436,-2.798
2010,20,201935,James Harden,22.87,20-25,0.493,-1.485,1.978,2.409,-0.249,2.659,3561,3579,7140,27,0.7345077560268544,-0.2244875578981258,0.9589799843010257,2.774119270493533,-2.2562028789088373,5.030268242131264
2011,21,201935,James Harden,26.69,25-30,4.029,-1.005,5.034,5.81,0.889,4.922,5148,5152,10300,27,1.3607945708669988,-0.417960118562406,1.7787256442788821,5.6838324556533895,-1.5827303182445571,7.2665225821534065
2012,22,201935,James Harden,31.39,30-35,9.173,-0.237,9.41,10.345,1.554,8.791,4963,4943,9906,27,1.8820081989734287,-0.5817253137197314,2.4636925317597482,10.30661882754696,-0.650965123087232,10.957555694672543
2013,23,201935,James Harden,38.26,35-40,3.474,0.581,2.892,4.712,1.902,2.81,6472,6466,12938,27,2.3012007932947496,-0.7170225980310179,3.0181724058233925,4.188426233225639,0.3023321612240546,3.885075820608897
2014,24,201935,James Harden,38.05,35-40,7.274,-1.939,9.214,7.305,0.231,7.075,6058,6021,12079,27,2.62133164388661,-0.8250187171968961,3.4462914380448963,7.668295382633778,-2.109671719610067,9.778956788387394
2015,25,201935,James Harden,36.8,35-40,10.345,-0.911,11.257,10.747,0.979,9.768,7337,7334,14671,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,10.515356518189103,-0.9998869587156727,11.516238914722866
2016,26,201935,James Harden,38.11,35-40,4.886,-0.172,5.058,4.901,1.656,3.245,6732,6683,13415,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,4.925825584765362,-0.2043045847057069,5.130129072428058
2017,27,201935,James Harden,36.38,35-40,5.226,-0.567,5.793,5.869,0.983,4.887,6946,6930,13876,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,5.225999999999999,-0.567,5.792999999999999
2018,28,201935,James Harden,35.43,35-40,6.336,-1.814,8.15,6.199,0.677,5.523,6380,6369,12749,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,6.384254130423635,-1.8051361418551382,8.189388939501924
2019,29,201935,James Harden,36.75,35-40,8.857,-1.657,10.514,7.012,0.678,6.333,6608,6589,13197,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,9.039034582282618,-1.661966253268208,10.700995698750338
2020,30,201935,James Harden,36.51,35-40,3.844,-2.339,6.183,4.569,-0.248,4.817,6147,6140,12287,27,2.616771609404245,-0.9548541800465091,3.5715679855787577,4.242855417116143,-2.379836256760454,6.622680240853532
2021,31,201935,James Harden,36.56,35-40,4.743,0.278,4.464,6.021,1.565,4.457,3872,3858,7730,27,2.319333625278637,-0.8975037073754619,3.216788317802911,5.439293401241751,0.17981327056849872,5.25845990862938
2022,32,201935,James Harden,37.23,35-40,4.583,0.103,4.48,5.734,2.076,3.659,5825,5834,11659,27,1.9436436310748952,-0.8191359543648938,2.7627418330876834,5.654983395445493,-0.07355448244206941,5.728506393344607
2023,33,201935,James Harden,36.81,35-40,3.95,0.139,3.812,4.307,1.271,3.036,4971,4970,9941,27,1.4920130399583709,-0.720116684700667,2.2121056697977615,5.473613986562016,-0.1365737521062962,5.611142556634528
2024,34,201935,James Harden,34.3,30-35,4.204,0.414,3.79,5.64,2.548,3.092,5017,5015,10032,27,0.9667035700239216,-0.600713423840517,1.5674090149073683,6.2529234564964655,0.01902298703355365,6.233839211524922
2010,20,201936,Tyreke Evans,37.17,35-40,0.047,0.156,-0.108,0.701,1.54,-0.839,5195,5184,10379,27,0.7345077560268544,-0.2244875578981258,0.9589799843010257,2.3281192704935334,-0.6152028789088374,2.944268242131264
2011,21,201936,Tyreke Evans,36.97,35-40,-0.198,-3.463,3.265,0.432,-1.183,1.615,4077,4068,8145,27,1.3607945708669988,-0.417960118562406,1.7787256442788821,1.4568324556533887,-4.040730318244557,5.497522582153408
2012,22,201936,Tyreke Evans,34.32,30-35,1.464,0.671,0.793,2.636,2.462,0.174,4264,4265,8529,27,1.8820081989734287,-0.5817253137197314,2.4636925317597482,2.5976188275469587,0.25703487691276816,2.340555694672542
2013,23,201936,Tyreke Evans,31.02,30-35,0.988,-0.145,1.133,1.864,1.582,0.282,3879,3890,7769,27,2.3012007932947496,-0.7170225980310179,3.0181724058233925,1.702426233225638,-0.4236678387759454,2.1260758206088974
2014,24,201936,Tyreke Evans,28.16,25-30,-0.142,1.681,-1.823,2.706,3.373,-0.667,3874,3879,7753,27,2.62133164388661,-0.8250187171968961,3.4462914380448963,0.2522953826337777,1.510328280389933,-1.2580432116126063
2015,25,201936,Tyreke Evans,34.05,30-35,4.891,-0.499,5.39,6.178,1.724,4.454,5367,5341,10708,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,5.061356518189102,-0.5878869587156728,5.649238914722867
2016,26,201936,Tyreke Evans,30.61,30-35,0.378,-2.148,2.526,1.218,-0.239,1.457,1468,1472,2940,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,0.41782558476536247,-2.180304584705707,2.5981290724280584
2017,27,201936,Tyreke Evans,19.7,15-20,-3.779,-1.266,-2.514,-1.647,0.047,-1.695,1575,1585,3160,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,-3.779,-1.266,-2.514
2018,28,201936,Tyreke Evans,30.91,30-35,3.12,-2.643,5.763,3.84,-0.45,4.29,3160,3128,6288,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,3.168254130423634,-2.634136141855138,5.802388939501924
2019,29,201936,Tyreke Evans,20.32,20-25,-0.91,-1.314,0.404,0.79,-0.244,1.034,3036,3044,6080,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,-0.7279654177173822,-1.318966253268208,0.5909956987503389
2012,21,201937,Ricky Rubio,34.24,30-35,0.374,-3.309,3.682,1.546,-1.517,3.063,2752,2749,5501,27,1.3607945708669988,-0.417960118562406,1.7787256442788821,2.0288324556533888,-3.886730318244557,5.914522582153408
2013,22,201937,Ricky Rubio,29.67,25-30,-0.377,-2.016,1.64,1.107,-0.462,1.568,3299,3317,6616,27,1.8820081989734287,-0.5817253137197314,2.4636925317597482,0.7566188275469585,-2.429965123087232,3.1875556946725414
2014,23,201937,Ricky Rubio,32.17,30-35,4.994,-2.109,7.103,6.465,-0.155,6.62,5374,5366,10740,27,2.3012007932947496,-0.7170225980310179,3.0181724058233925,5.708426233225638,-2.387667838775945,8.096075820608897
2015,24,201937,Ricky Rubio,31.46,30-35,0.099,-4.833,4.932,1.386,-2.61,3.996,1391,1378,2769,27,2.62133164388661,-0.8250187171968961,3.4462914380448963,0.4932953826337778,-5.003671719610068,5.4969567883873935
2016,25,201937,Ricky Rubio,30.56,30-35,1.226,-2.111,3.337,2.065,-0.202,2.267,4586,4603,9189,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,1.3963565181891018,-2.199886958715673,3.5962389147228664
2017,26,201937,Ricky Rubio,32.92,30-35,0.463,-1.533,1.997,1.299,0.395,0.904,4837,4823,9660,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,0.5028255847653624,-1.5653045847057068,2.0691290724280584
2018,27,201937,Ricky Rubio,29.28,25-30,0.347,-2.697,3.044,1.833,-1.011,2.844,4816,4802,9618,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,0.347,-2.697,3.0440000000000005
2019,28,201937,Ricky Rubio,27.93,25-30,0.671,-2.097,2.767,2.297,-0.738,3.034,4286,4297,8583,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,0.719254130423634,-2.088136141855138,2.806388939501924
2020,29,201937,Ricky Rubio,31.02,30-35,1.666,-1.467,3.133,2.744,0.508,2.237,4265,4272,8537,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,1.8480345822826179,-1.471966253268208,3.319995698750339
2021,30,201937,Ricky Rubio,26.05,25-30,-1.593,-0.513,-1.08,1.008,0.879,0.129,3718,3716,7434,27,2.616771609404245,-0.9548541800465091,3.5715679855787577,-1.1941445828838573,-0.553836256760454,-0.6403197591464678
2022,31,201937,Ricky Rubio,28.53,25-30,-0.829,-5.374,4.546,0.963,-3.176,4.139,2008,1999,4007,27,2.319333625278637,-0.8975037073754619,3.216788317802911,-0.13270659875824986,-5.472186729431501,5.340459908629379
2023,32,201937,Ricky Rubio,17.15,15-20,-3.496,-1.905,-1.592,-1.36,-0.901,-0.459,1170,1165,2335,27,1.9436436310748952,-0.8191359543648938,2.7627418330876834,-2.4240166045545077,-2.081554482442069,-0.3434936066553935
2010,21,201938,Jonny Flynn,28.88,25-30,-0.881,1.657,-2.538,0.827,3.076,-2.249,4693,4703,9396,27,1.3607945708669988,-0.417960118562406,1.7787256442788821,0.7738324556533889,1.0792696817554428,-0.305477417846592
2011,22,201938,Jonny Flynn,18.54,15-20,-1.866,-0.612,-1.255,1.114,0.865,0.25,1977,1980,3957,27,1.8820081989734287,-0.5817253137197314,2.4636925317597482,-0.7323811724530414,-1.025965123087232,0.29255569467254183
2012,23,201938,Jonny Flynn,14.35,10-15,-1.633,1.645,-3.278,1.389,2.865,-1.476,786,800,1586,27,2.3012007932947496,-0.7170225980310179,3.0181724058233925,-0.9185737667743621,1.3663321612240547,-2.2849241793911026
2010,22,201939,Stephen Curry,36.2,35-40,4.102,0.867,3.235,4.755,2.251,2.504,6125,6114,12239,27,1.8820081989734287,-0.5817253137197314,2.4636925317597482,5.2356188275469595,0.4530348769127681,4.782555694672541
2011,23,201939,Stephen Curry,33.64,30-35,3.687,-2.58,6.267,5.074,-0.382,5.456,4962,4956,9918,27,2.3012007932947496,-0.7170225980310179,3.0181724058233925,4.401426233225638,-2.858667838775945,7.260075820608897
2012,24,201939,Stephen Curry,28.15,25-30,1.12,-3.194,4.314,3.016,-1.698,4.715,1449,1440,2889,27,2.62133164388661,-0.8250187171968961,3.4462914380448963,1.5142953826337773,-3.3646717196100666,4.878956788387393
2013,25,201939,Stephen Curry,38.24,35-40,4.206,-0.39,4.595,5.444,0.931,4.513,6842,6840,13682,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,4.376356518189102,-0.4788869587156728,4.854238914722865
2014,26,201939,Stephen Curry,36.49,35-40,7.556,-1.346,8.903,7.587,0.823,6.764,6328,6295,12623,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,7.595825584765362,-1.378304584705707,8.975129072428059
2015,27,201939,Stephen Curry,32.66,30-35,7.669,-3.696,11.365,8.956,-1.473,10.429,7069,7038,14107,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,7.668999999999999,-3.696,11.365
2016,28,201939,Stephen Curry,34.18,30-35,5.844,-2.291,8.135,6.683,-0.382,7.065,6928,6905,13833,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,5.892254130423634,-2.282136141855138,8.174388939501924
2017,29,201939,Stephen Curry,33.4,30-35,8.243,-2.473,10.715,9.078,-0.544,9.622,6917,6877,13794,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,8.425034582282619,-2.4779662532682076,10.901995698750339
2018,30,201939,Stephen Curry,31.98,30-35,6.141,-2.645,8.786,6.861,-0.452,7.313,4638,4609,9247,27,2.616771609404245,-0.9548541800465091,3.5715679855787577,6.539855417116144,-2.685836256760454,9.225680240853531
2019,31,201939,Stephen Curry,33.79,30-35,6.331,-3.063,9.394,7.215,-1.235,8.45,6718,6687,13405,27,2.319333625278637,-0.8975037073754619,3.216788317802911,7.02729340124175,-3.1611867294315017,10.18845990862938
2020,32,201939,Stephen Curry,27.86,25-30,-1.853,-1.791,-0.062,-0.566,-0.118,-0.448,313,314,627,27,1.9436436310748952,-0.8191359543648938,2.7627418330876834,-0.7810166045545077,-1.9675544824420692,1.1865063933446067
2021,33,201939,Stephen Curry,34.15,30-35,4.884,-1.605,6.489,6.431,0.147,6.283,4836,4801,9637,27,1.4920130399583709,-0.720116684700667,2.2121056697977615,6.407613986562017,-1.8805737521062962,8.28814255663453
2022,34,201939,Stephen Curry,34.55,30-35,5.385,-2.993,8.379,6.712,-0.886,7.598,6133,6114,12247,27,0.9667035700239216,-0.600713423840517,1.5674090149073683,7.4339234564964665,-3.387977012966446,10.822839211524922
2023,35,201939,Stephen Curry,34.66,30-35,3.788,-1.124,4.912,5.159,0.563,4.595,5207,5191,10398,27,0.36993084968639556,-0.4610950112680541,0.8310362630403395,6.433696176833992,-1.6585954255389093,8.09221196339195
2024,36,201939,Stephen Curry,32.72,30-35,3.414,-0.936,4.35,4.851,1.198,3.652,5154,5076,10230,27,-0.29613248223711064,-0.30133150394454633,0.005230021715573185,6.725759508757498,-1.6303589328624168,8.356018204716717
2010,22,201941,Jordan Hill,13.28,10-15,-1.98,-0.055,-1.925,0.169,0.767,-0.599,1196,1195,2391,27,1.8820081989734287,-0.5817253137197314,2.4636925317597482,-0.8463811724530412,-0.4689651230872318,-0.3774443053274581
2011,23,201941,Jordan Hill,15.62,15-20,-2.953,0.589,-3.542,0.028,2.065,-2.037,2188,2182,4370,27,2.3012007932947496,-0.7170225980310179,3.0181724058233925,-2.238573766774362,0.3103321612240546,-2.5489241793911024
2012,24,201941,Jordan Hill,14.14,10-15,-2.047,-0.509,-1.537,0.975,0.71,0.265,1448,1460,2908,27,2.62133164388661,-0.8250187171968961,3.4462914380448963,-1.6527046173662225,-0.679671719610067,-0.9720432116126063
2013,25,201941,Jordan Hill,15.79,15-20,-2.694,-0.933,-1.761,-0.64,0.186,-0.827,951,955,1906,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,-2.5236434818108977,-1.0218869587156727,-1.5017610852771335
2014,26,201941,Jordan Hill,20.83,20-25,-2.204,-0.802,-1.402,0.074,1.331,-1.257,3028,3040,6068,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,-2.164174415234638,-0.834304584705707,-1.3298709275719416
2015,27,201941,Jordan Hill,26.78,25-30,-1.834,-0.41,-1.424,0.231,1.604,-1.374,3677,3660,7337,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,-1.834,-0.4099999999999999,-1.424
2016,28,201941,Jordan Hill,20.72,20-25,-0.572,-1.69,1.117,1.62,0.149,1.471,3007,3006,6013,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,-0.5237458695763659,-1.681136141855138,1.1563889395019245
2017,29,201941,Jordan Hill,6.65,5-10,-3.011,-1.283,-1.728,-1.391,-0.66,-0.731,88,86,174,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,-2.828965417717382,-1.287966253268208,-1.5410043012496608
2010,20,201942,DeMar DeRozan,21.61,20-25,-1.947,0.216,-2.163,-0.031,1.452,-1.482,3231,3243,6474,27,0.7345077560268544,-0.2244875578981258,0.9589799843010257,0.33411927049353307,-0.5552028789088375,0.8892682421312644
2011,21,201942,DeMar DeRozan,34.77,30-35,1.789,0.859,0.93,3.176,3.057,0.119,5501,5510,11011,27,1.3607945708669988,-0.417960118562406,1.7787256442788821,3.443832455653389,0.28126968175544276,3.1625225821534073
2012,22,201942,DeMar DeRozan,35.01,35-40,4.591,-1.387,5.977,5.04,1.142,3.898,4076,4079,8155,27,1.8820081989734287,-0.5817253137197314,2.4636925317597482,5.7246188275469585,-1.800965123087232,7.524555694672542
2013,23,201942,DeMar DeRozan,36.74,35-40,1.007,-0.209,1.216,2.245,1.111,1.134,5619,5644,11263,27,2.3012007932947496,-0.7170225980310179,3.0181724058233925,1.721426233225638,-0.48766783877594544,2.2090758206088976
2014,24,201942,DeMar DeRozan,38.19,35-40,5.083,-0.805,5.888,5.114,1.365,3.749,6152,6160,12312,27,2.62133164388661,-0.8250187171968961,3.4462914380448963,5.477295382633779,-0.9756717196100673,6.452956788387393
2015,25,201942,DeMar DeRozan,35.0,35-40,1.565,-1.433,2.997,1.966,0.457,1.509,4349,4332,8681,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,1.7353565181891022,-1.521886958715673,3.2562389147228665
2016,26,201942,DeMar DeRozan,35.95,35-40,3.205,0.396,2.81,3.221,2.224,0.997,6797,6788,13585,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,3.244825584765363,0.36369541529429306,2.882129072428059
2017,27,201942,DeMar DeRozan,35.41,35-40,2.282,-0.887,3.169,2.926,0.663,2.263,5909,5892,11801,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,2.2820000000000005,-0.887,3.1690000000000005
2018,28,201942,DeMar DeRozan,33.9,30-35,4.296,-0.696,4.992,5.016,1.497,3.519,6214,6210,12424,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,4.344254130423634,-0.687136141855138,5.031388939501925
2019,29,201942,DeMar DeRozan,34.91,30-35,1.562,-0.855,2.417,2.447,0.973,1.473,5897,5898,11795,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,1.7440345822826178,-0.859966253268208,2.6039956987503388
2020,30,201942,DeMar DeRozan,34.06,30-35,3.125,0.485,2.641,4.204,2.459,1.744,4744,4747,9491,27,2.616771609404245,-0.9548541800465091,3.5715679855787577,3.523855417116143,0.4441637432395459,3.0806802408535323
2021,31,201942,DeMar DeRozan,33.71,30-35,3.806,-0.098,3.904,5.353,1.654,3.698,4273,4273,8546,27,2.319333625278637,-0.8975037073754619,3.216788317802911,4.50229340124175,-0.1961867294315014,4.6984599086293795
2022,32,201942,DeMar DeRozan,36.09,35-40,4.438,1.202,3.236,5.589,3.174,2.415,6039,6030,12069,27,1.9436436310748952,-0.8191359543648938,2.7627418330876834,5.5099833954454915,1.0254455175579307,4.484506393344607
2023,33,201942,DeMar DeRozan,36.24,35-40,2.989,-1.601,4.59,3.346,-0.468,3.815,5554,5577,11131,27,1.4920130399583709,-0.720116684700667,2.2121056697977615,4.512613986562016,-1.8765737521062962,6.389142556634528
2024,34,201942,DeMar DeRozan,37.83,35-40,3.79,-0.094,3.884,3.316,1.986,1.33,6052,6041,12093,27,0.9667035700239216,-0.600713423840517,1.5674090149073683,5.838923456496466,-0.48897701296644636,6.327839211524922
2010,20,201943,Brandon Jennings,32.57,30-35,1.841,-1.263,3.104,3.049,0.387,2.662,5461,5471,10932,27,0.7345077560268544,-0.2244875578981258,0.9589799843010257,4.122119270493533,-2.0342028789088373,6.156268242131264
2011,21,201943,Brandon Jennings,34.42,30-35,0.676,-2.026,2.702,2.063,0.172,1.891,4076,4075,8151,27,1.3607945708669988,-0.417960118562406,1.7787256442788821,2.330832455653389,-2.603730318244557,4.9345225821534076
2012,22,201943,Brandon Jennings,35.32,35-40,4.247,-0.606,4.854,4.696,1.922,2.774,4612,4629,9241,27,1.8820081989734287,-0.5817253137197314,2.4636925317597482,5.380618827546959,-1.0199651230872318,6.401555694672541
2013,23,201943,Brandon Jennings,36.21,35-40,0.113,2.028,-1.915,1.351,3.349,-1.997,5941,5952,11893,27,2.3012007932947496,-0.7170225980310179,3.0181724058233925,0.8274262332256379,1.7493321612240547,-0.9219241793911026
2014,24,201943,Brandon Jennings,34.1,30-35,1.532,-0.269,1.801,3.002,1.685,1.318,5441,5426,10867,27,2.62133164388661,-0.8250187171968961,3.4462914380448963,1.926295382633778,-0.43967171961006724,2.3659567883873938
2015,25,201943,Brandon Jennings,28.61,25-30,-0.02,-2.663,2.643,2.045,-0.649,2.693,2305,2293,4598,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,0.15035651818910223,-2.7518869587156725,2.9022389147228664
2016,26,201943,Brandon Jennings,18.07,15-20,-0.606,-1.909,1.304,1.3,-0.33,1.629,1767,1762,3529,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,-0.5661744152346375,-1.941304584705707,1.3761290724280588
2017,27,201943,Brandon Jennings,22.24,20-25,-0.186,0.59,-0.777,2.049,1.637,0.412,3974,3974,7948,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,-0.18599999999999994,0.59,-0.7770000000000001
2018,28,201943,Brandon Jennings,14.65,10-15,-3.764,-1.192,-2.571,-1.81,0.229,-2.039,427,436,863,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,-3.7157458695763657,-1.1831361418551378,-2.5316110604980757
2010,23,201944,Terrence Williams,22.61,20-25,-1.444,-0.036,-1.408,0.473,1.2,-0.727,3373,3385,6758,27,2.3012007932947496,-0.7170225980310179,3.0181724058233925,-0.729573766774362,-0.3146678387759454,-0.4149241793911025
2011,24,201944,Terrence Williams,13.81,10-15,-5.395,-1.435,-3.96,-2.659,-0.232,-2.426,551,563,1114,27,2.62133164388661,-0.8250187171968961,3.4462914380448963,-5.000704617366222,-1.6056717196100672,-3.3950432116126064
2012,25,201944,Terrence Williams,18.33,15-20,-3.36,-0.611,-2.749,-0.519,0.935,-1.454,1067,1078,2145,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,-3.1896434818108976,-0.6998869587156726,-2.4897610852771335
2013,26,201944,Terrence Williams,13.25,10-15,-2.4,-1.147,-1.254,-0.555,-0.341,-0.214,700,706,1406,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,-2.3601744152346376,-1.1793045847057066,-1.1818709275719415
2010,22,201945,Gerald Henderson,8.26,5-10,-2.652,-0.959,-1.694,-1.051,-0.448,-0.603,667,674,1341,27,1.8820081989734287,-0.5817253137197314,2.4636925317597482,-1.5183811724530414,-1.372965123087232,-0.14644430532745822
2011,23,201945,Gerald Henderson,24.43,20-25,0.704,-1.683,2.387,3.213,-0.101,3.314,3066,3079,6145,27,2.3012007932947496,-0.7170225980310179,3.0181724058233925,1.418426233225638,-1.9616678387759456,3.380075820608898
2012,24,201945,Gerald Henderson,33.29,30-35,0.533,-0.304,0.837,1.706,1.487,0.218,3509,3494,7003,27,2.62133164388661,-0.8250187171968961,3.4462914380448963,0.9272953826337775,-0.47467171961006716,1.4019567883873933
2013,25,201945,Gerald Henderson,31.37,30-35,0.107,-0.046,0.153,0.982,1.68,-0.698,4091,4081,8172,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,0.27735651818910245,-0.1348869587156727,0.4122389147228662
2014,26,201945,Gerald Henderson,31.96,30-35,-2.291,-0.905,-1.386,-0.82,1.049,-1.869,4834,4834,9668,27,2.975801441755025,-0.9633858521012563,3.9391191540042314,-2.2511744152346376,-0.937304584705707,-1.3138709275719416
2015,27,201945,Gerald Henderson,28.94,25-30,1.375,-2.551,3.926,3.44,-0.537,3.976,4414,4427,8841,27,3.0156270265203875,-0.9956904368069632,4.01124822643229,1.3750000000000004,-2.551,3.926
2016,28,201945,Gerald Henderson,19.88,15-20,-0.88,-0.898,0.018,1.025,0.681,0.344,3296,3301,6597,27,2.9673728960967534,-1.0045542949518251,3.9718592869303655,-0.8317458695763658,-0.8891361418551382,0.05738893950192425
2017,29,201945,Gerald Henderson,23.15,20-25,-1.878,0.973,-2.851,0.357,2.02,-1.662,3389,3388,6777,27,2.8335924442377696,-0.9907241835387552,3.824252527681951,-1.695965417717382,0.968033746731792,-2.664004301249661
2010,24,201946,Tyler Hansbrough,17.61,15-20,-2.714,-1.415,-1.299,-0.734,-0.375,-0.359,1036,1037,2073,27,2.62133164388661,-0.8250187171968961,3.4462914380448963,-2.3197046173662224,-1.5856717196100671,-0.7340432116126063
2011,25,201946,Tyler Hansbrough,21.93,20-25,-1.253,-0.132,-1.122,1.256,1.451,-0.194,3336,3324,6660,27,2.8452705083312853,-0.9068034780912906,3.7520093117094233,-1.0826434818108976,-0.22088695871567277,-0.8627610852771332
