Name,PLAYER_ID,Poss_Off,Poss_Def,Off,Def,RAPM,Season,Season_Type,Prior_Mode,lambda_off,lambda_def,lambda_meta,lambda_season,Off_SE,Def_SE,RAPM_SE,Off_CI_lo,Off_CI_hi,Def_CI_lo,Def_CI_hi,RAPM_CI_lo,RAPM_CI_hi
Taylor Hendricks,1641707,128,128,0.009,0.012,-0.003,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.756,0.774,-1.796,1.82,-1.966,1.96
Lauri Markkanen,1628374,124,125,-0.004,-0.001,-0.004,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.769,0.761,-1.809,1.808,-1.967,1.96
Vit Krejci,1630249,34,36,0.01,0.014,-0.004,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.755,0.775,-1.799,1.827,-1.972,1.963
Drew Eubanks,1629234,70,70,-0.008,-0.004,-0.004,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.773,0.757,-1.816,1.807,-1.97,1.963
Nathan Knight,1630233,1,1,0.001,0.005,-0.004,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.764,0.766,-1.81,1.82,-1.974,1.966
Jabari Walker,1631133,28,27,-0.002,0.001,-0.004,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.768,0.763,-1.812,1.815,-1.972,1.965
Kenrich Williams,1629026,21,23,0.005,0.009,-0.004,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.76,0.77,-1.804,1.823,-1.973,1.964
Keon Johnson,1630553,0,1,0.0,0.005,-0.005,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.765,0.765,-1.81,1.82,-1.975,1.965
Thaddeus Young,201152,181,182,-0.002,0.003,-0.006,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.921,1.0,-0.767,0.762,-1.802,1.809,-1.966,1.955
Haywood Highsmith,1629312,384,399,-0.0,0.006,-0.006,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.916,0.995,-0.764,0.764,-1.789,1.8,-1.956,1.944
Furkan Korkmaz,1627788,75,80,-0.0,0.005,-0.006,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.765,0.765,-1.805,1.816,-1.971,1.96
Paul Millsap,200794,10,11,0.001,0.009,-0.007,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.764,0.766,-1.806,1.823,-1.977,1.962
Buddy Hield,1627741,121,115,-0.006,0.001,-0.008,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.771,0.759,-1.807,1.81,-1.972,1.956
Reggie Bullock Jr.,203493,1249,1243,0.024,0.032,-0.009,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.388,0.898,0.979,-0.737,0.785,-1.728,1.793,-1.927,1.91
Bol Bol,1629626,14,15,-0.001,0.008,-0.009,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.767,0.764,-1.806,1.822,-1.978,1.96
Kevin Love,201567,893,889,-0.009,0.001,-0.009,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.905,0.984,-0.77,0.753,-1.772,1.774,-1.939,1.92
Nick Smith Jr.,1641733,90,93,0.001,0.011,-0.01,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.003,-0.764,0.766,-1.799,1.821,-1.975,1.955
Serge Ibaka,201586,1,2,0.001,0.011,-0.01,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.764,0.766,-1.804,1.826,-1.98,1.959
Lindy Waters III,1630322,31,30,-0.003,0.008,-0.012,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.769,0.762,-1.805,1.822,-1.98,1.956
Scotty Pippen Jr.,1630590,94,94,0.004,0.016,-0.012,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.003,-0.761,0.769,-1.794,1.826,-1.977,1.953
Chris Boucher,1628449,199,205,0.002,0.015,-0.013,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.921,1.0,-0.763,0.766,-1.79,1.819,-1.973,1.947
Trey Burke,203504,15,18,0.001,0.016,-0.014,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.764,0.767,-1.798,1.83,-1.983,1.954
Grant Williams,1629684,1547,1541,0.017,0.032,-0.014,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.388,0.891,0.972,-0.742,0.777,-1.715,1.778,-1.919,1.89
Kelly Olynyk,203482,86,86,-0.009,0.007,-0.015,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.774,0.756,-1.804,1.817,-1.981,1.95
Daniel Gafford,1629655,37,38,-0.005,0.01,-0.015,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.771,0.76,-1.803,1.823,-1.983,1.953
Dyson Daniels,1630700,96,101,0.004,0.018,-0.015,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.761,0.769,-1.791,1.828,-1.979,1.95
Ish Wainright,1630688,25,27,-0.017,-0.001,-0.016,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.782,0.749,-1.814,1.813,-1.984,1.953
Danuel House Jr.,1627863,226,225,0.001,0.016,-0.016,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.92,0.999,-0.764,0.765,-1.787,1.82,-1.974,1.943
Drew Peterson,1641809,11,11,0.0,0.017,-0.017,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.765,0.766,-1.797,1.831,-1.986,1.953
Dante Exum,203957,34,35,-0.005,0.012,-0.017,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.77,0.76,-1.801,1.825,-1.985,1.951
Shake Milton,1629003,226,234,-0.01,0.007,-0.017,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.92,0.999,-0.775,0.754,-1.796,1.809,-1.975,1.941
Alex Caruso,1627936,500,504,-0.053,-0.036,-0.017,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.913,0.993,-0.816,0.711,-1.826,1.755,-1.963,1.929
Onuralp Bitim,1641931,54,53,-0.001,0.017,-0.017,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.766,0.764,-1.796,1.829,-1.984,1.95
Montrezl Harrell,1626149,34,33,-0.004,0.013,-0.017,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.769,0.761,-1.8,1.826,-1.985,1.951
Tyler Herro,1629639,1051,1026,-0.034,-0.016,-0.018,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.388,0.901,0.981,-0.795,0.728,-1.782,1.75,-1.941,1.905
Yuta Watanabe,1629139,4,3,-0.002,0.016,-0.018,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.767,0.764,-1.799,1.831,-1.987,1.952
Armoni Brooks,1629717,4,3,-0.002,0.016,-0.018,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.767,0.764,-1.799,1.831,-1.987,1.952
Luka Samanic,1629677,112,114,0.0,0.019,-0.018,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.765,0.765,-1.79,1.828,-1.982,1.946
Sterling Brown,1628425,3,4,0.001,0.02,-0.019,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.765,0.766,-1.794,1.835,-1.989,1.95
Tony Snell,203503,8,9,-0.005,0.015,-0.02,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.77,0.76,-1.799,1.83,-1.99,1.949
Harrison Barnes,203084,661,667,-0.028,-0.007,-0.021,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.91,0.99,-0.791,0.735,-1.79,1.777,-1.961,1.919
Dean Wade,1629731,17,18,-0.013,0.008,-0.022,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.779,0.752,-1.806,1.822,-1.991,1.947
Duncan Robinson,1629130,882,894,0.024,0.046,-0.022,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.904,0.984,-0.738,0.786,-1.727,1.818,-1.951,1.907
Zach Collins,1628380,94,98,-0.001,0.022,-0.023,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.766,0.764,-1.788,1.832,-1.988,1.942
Kessler Edwards,1630556,32,36,-0.01,0.013,-0.023,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.775,0.755,-1.8,1.826,-1.991,1.945
Zion Williamson,1629627,198,199,-0.005,0.018,-0.023,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.921,1.0,-0.77,0.759,-1.787,1.823,-1.983,1.936
Eric Paschall,1629672,33,33,0.006,0.029,-0.023,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.759,0.771,-1.784,1.842,-1.991,1.945
Ja Morant,1629630,962,980,-0.027,-0.004,-0.023,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.903,0.983,-0.789,0.735,-1.774,1.766,-1.95,1.904
Blake Griffin,201933,60,59,0.007,0.031,-0.024,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.758,0.772,-1.781,1.843,-1.991,1.943
DeMarcus Cousins,202326,96,95,0.002,0.025,-0.024,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.003,-0.763,0.767,-1.785,1.835,-1.989,1.941
Devin Vassell,1630170,66,69,-0.009,0.016,-0.025,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.774,0.756,-1.795,1.827,-1.991,1.941
Kenneth Lofton Jr.,1631254,102,102,0.012,0.037,-0.025,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.753,0.777,-1.773,1.847,-1.989,1.94
Peyton Watson,1631212,87,88,-0.006,0.018,-0.025,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.771,0.759,-1.792,1.828,-1.99,1.941
Aaron Nesmith,1630174,128,125,0.013,0.038,-0.025,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.751,0.778,-1.771,1.846,-1.988,1.939
Keegan Murray,1631099,636,632,-0.003,0.023,-0.026,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.911,0.99,-0.766,0.76,-1.762,1.807,-1.967,1.915
Isaiah Hartenstein,1628392,496,502,-0.001,0.026,-0.027,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.913,0.993,-0.764,0.763,-1.764,1.816,-1.973,1.919
Kyle Anderson,203937,727,735,-0.029,-0.002,-0.027,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.907,0.987,-0.791,0.734,-1.78,1.777,-1.962,1.908
Micah Potter,1630695,45,44,0.005,0.031,-0.027,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.761,0.77,-1.781,1.844,-1.994,1.941
Facundo Campazzo,1630267,13,15,-0.003,0.026,-0.028,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.768,0.763,-1.789,1.84,-1.997,1.941
Isaiah Mobley,1630600,32,32,-0.011,0.016,-0.028,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.777,0.754,-1.797,1.83,-1.996,1.94
Brandon Miller,1641706,23,24,-0.003,0.025,-0.028,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.769,0.762,-1.789,1.839,-1.997,1.94
Kevin Huerter,1628989,746,752,-0.055,-0.027,-0.028,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.907,0.987,-0.818,0.707,-1.805,1.751,-1.962,1.907
Andre Jackson Jr.,1641748,14,15,-0.007,0.023,-0.029,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.772,0.758,-1.792,1.837,-1.998,1.94
Bryn Forbes,1627854,104,108,-0.003,0.026,-0.029,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.768,0.762,-1.783,1.835,-1.994,1.935
Hassan Whiteside,202355,110,114,-0.003,0.027,-0.03,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.768,0.762,-1.782,1.836,-1.994,1.934
Trayce Jackson-Davis,1631218,109,114,-0.004,0.028,-0.031,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.769,0.761,-1.781,1.837,-1.995,1.933
Malachi Flynn,1630201,91,92,-0.01,0.022,-0.032,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.003,-0.775,0.755,-1.788,1.832,-1.997,1.933
Garrett Temple,202066,22,23,-0.0,0.032,-0.032,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.765,0.765,-1.781,1.846,-2.001,1.936
Jacob Gilyard,1631367,36,39,-0.005,0.029,-0.033,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.77,0.76,-1.784,1.841,-2.001,1.934
Juan Toscano-Anderson,1629308,10,13,-0.007,0.025,-0.033,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.773,0.758,-1.789,1.84,-2.002,1.936
Doug McDermott,203926,28,25,0.006,0.04,-0.034,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.759,0.771,-1.774,1.854,-2.003,1.934
DeMar DeRozan,201942,716,721,-0.051,-0.016,-0.035,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.908,0.988,-0.813,0.712,-1.797,1.764,-1.972,1.903
JaVale McGee,201580,231,226,-0.011,0.024,-0.036,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.92,0.999,-0.776,0.753,-1.779,1.828,-1.995,1.923
Troy Brown Jr.,1628972,260,273,-0.012,0.025,-0.036,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.919,0.998,-0.776,0.753,-1.776,1.825,-1.993,1.92
Justin Champagnie,1630551,56,59,0.003,0.039,-0.037,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.763,0.768,-1.772,1.851,-2.003,1.93
Goran Dragic,201609,180,176,0.014,0.05,-0.037,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.921,1.001,-0.751,0.778,-1.755,1.856,-1.998,1.924
Patty Mills,201988,190,186,0.01,0.049,-0.038,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.921,1.0,-0.754,0.775,-1.757,1.854,-1.999,1.922
Steven Adams,203500,208,208,0.006,0.045,-0.039,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.921,1.0,-0.758,0.771,-1.759,1.849,-1.998,1.921
Keita Bates-Diop,1628966,10,11,0.004,0.043,-0.039,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.761,0.77,-1.771,1.857,-2.008,1.93
Darius Bazley,1629647,61,63,0.003,0.043,-0.04,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.762,0.768,-1.769,1.855,-2.006,1.927
Jaxson Hayes,1629637,313,318,0.006,0.046,-0.04,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.918,0.997,-0.758,0.77,-1.753,1.844,-1.994,1.915
Javon Freeman-Liberty,1631241,70,70,-0.008,0.032,-0.04,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.773,0.757,-1.779,1.843,-2.006,1.926
Khem Birch,203920,87,90,-0.006,0.035,-0.041,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.771,0.759,-1.775,1.846,-2.006,1.924
Scoot Henderson,1630703,66,67,-0.005,0.039,-0.044,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.77,0.76,-1.772,1.851,-2.01,1.922
Dwight Powell,203939,480,484,-0.012,0.032,-0.044,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.914,0.993,-0.776,0.751,-1.759,1.823,-1.991,1.903
LaMelo Ball,1630163,54,53,-0.002,0.042,-0.044,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.767,0.763,-1.77,1.854,-2.011,1.923
Gradey Dick,1641711,102,107,-0.01,0.035,-0.045,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.775,0.755,-1.774,1.844,-2.01,1.919
Jules Bernard,1631262,15,22,-0.002,0.045,-0.046,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.767,0.764,-1.769,1.859,-2.015,1.922
Ayo Dosunmu,1630245,259,261,-0.026,0.019,-0.046,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.919,0.998,-0.791,0.738,-1.782,1.821,-2.003,1.911
Kawhi Leonard,202695,165,163,0.009,0.057,-0.047,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.922,1.001,-0.755,0.774,-1.75,1.863,-2.009,1.915
Damian Jones,1627745,24,24,-0.014,0.033,-0.047,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.78,0.751,-1.781,1.847,-2.016,1.921
Pete Nance,1631250,24,24,-0.014,0.033,-0.047,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.78,0.751,-1.781,1.847,-2.016,1.921
Moses Brown,1629650,43,44,0.002,0.049,-0.047,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.763,0.767,-1.764,1.861,-2.014,1.921
Brice Sensabaugh,1641729,104,104,-0.013,0.035,-0.048,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.778,0.752,-1.775,1.844,-2.012,1.917
Alex Fudge,1641788,14,16,0.001,0.049,-0.048,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.764,0.766,-1.765,1.863,-2.017,1.921
Bryce McGowens,1631121,69,72,-0.002,0.048,-0.049,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.767,0.763,-1.763,1.859,-2.016,1.917
Terance Mann,1629611,461,471,0.009,0.058,-0.049,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.914,0.993,-0.755,0.772,-1.733,1.849,-1.996,1.898
Day'Ron Sharpe,1630549,26,23,0.007,0.056,-0.05,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.759,0.772,-1.757,1.87,-2.018,1.919
Jordan Nwora,1629670,16,17,0.001,0.05,-0.05,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.926,1.005,-0.765,0.766,-1.764,1.864,-2.019,1.919
Danilo Gallinari,201568,353,355,-0.021,0.029,-0.05,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.917,0.996,-0.785,0.743,-1.768,1.826,-2.003,1.902
Jaden Hardy,1630702,78,79,-0.029,0.021,-0.05,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.794,0.736,-1.789,1.832,-2.016,1.915
Lamar Stevens,1630205,25,26,-0.003,0.048,-0.05,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.768,0.763,-1.766,1.861,-2.018,1.918
Onyeka Okongwu,1630168,515,529,0.018,0.069,-0.051,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.913,0.992,-0.745,0.781,-1.72,1.858,-1.996,1.894
Xavier Tillman,1630214,566,578,-0.043,0.009,-0.052,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.912,0.991,-0.806,0.72,-1.778,1.795,-1.995,1.891
Olivier-Maxence Prosper,1641765,79,82,-0.017,0.035,-0.052,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.782,0.748,-1.776,1.846,-2.018,1.914
Alec Burks,202692,22,23,0.007,0.058,-0.052,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.759,0.772,-1.755,1.872,-2.02,1.917
Jalen Smith,1630188,67,66,0.013,0.065,-0.052,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.752,0.778,-1.746,1.876,-2.019,1.914
Rajon Rondo,200765,80,86,-0.015,0.038,-0.052,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.78,0.75,-1.773,1.848,-2.018,1.913
John Konchar,1629723,115,125,-0.03,0.023,-0.053,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.795,0.735,-1.785,1.832,-2.017,1.91
Jack White,1631298,43,40,-0.006,0.048,-0.054,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.925,1.004,-0.771,0.759,-1.765,1.861,-2.022,1.914
Bojan Bogdanovic,202711,506,507,-0.004,0.051,-0.054,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.913,0.993,-0.767,0.76,-1.739,1.841,-2.0,1.891
Rui Hachimura,1629060,896,896,0.021,0.076,-0.055,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.905,0.985,-0.741,0.783,-1.697,1.85,-1.986,1.875
Josh Hart,1628404,865,860,-0.026,0.029,-0.055,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.389,0.905,0.985,-0.788,0.736,-1.745,1.804,-1.987,1.876
Moses Moody,1630541,423,441,0.019,0.075,-0.056,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.915,0.994,-0.745,0.782,-1.718,1.867,-2.004,1.892
Josh Giddey,1630581,157,156,0.004,0.064,-0.059,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.922,1.001,-0.761,0.769,-1.743,1.87,-2.021,1.903
Brandon Williams,1630314,54,58,-0.009,0.05,-0.06,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.774,0.756,-1.761,1.862,-2.026,1.907
Andrew Nembhard,1629614,116,116,0.032,0.094,-0.061,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.923,1.002,-0.733,0.797,-1.715,1.903,-2.025,1.903
Victor Wembanyama,1641705,77,79,0.0,0.061,-0.061,2022-23-24,playoff,zero,94868.3298050514,16870.239755710474,1687.0239755710475,17782.794100389234,0.39,0.924,1.003,-0.765,0.765,-1.75,1.871,-2.026,1.905
