Name,PLAYER_ID,MPG,Tier,Poss_Off,Poss_Def,Off,Def,RAPM,Replace_Off,Replace_Def,VORP_Off,VORP_Def,VORP,Off_SE,Def_SE,RAPM_SE,Off_CI_lo,Off_CI_hi,Def_CI_lo,Def_CI_hi,RAPM_CI_lo,RAPM_CI_hi,Season
Russell Westbrook,201566,25.32,25-30,65,65,-2.671,-2.869,0.198,-1.9,-1.756,-0.771,-1.113,0.342,5.285,5.285,7.474,-13.029,7.688,-13.227,7.49,-14.452,14.848,2024-25
Dyson Daniels,1630700,28.68,25-30,113,115,-3.231,-3.409,0.178,-1.9,-1.756,-1.331,-1.653,0.322,5.118,5.113,7.232,-13.261,6.8,-13.431,6.612,-13.996,14.352,2024-25
Henri Drell,1630929,7.48,5-10,52,52,-2.814,-2.985,0.171,-2.148,-1.409,-0.666,-1.576,0.91,5.335,5.335,7.546,-13.27,7.643,-13.442,7.472,-14.619,14.962,2024-25
Ochai Agbaji,1630534,23.8,20-25,119,120,-3.355,-3.525,0.169,-2.154,-2.476,-1.201,-1.049,-0.153,5.149,5.145,7.282,-13.447,6.736,-13.609,6.56,-14.103,14.442,2024-25
Doug McDermott,203926,11.76,10-15,54,53,-2.523,-2.678,0.156,-2.203,-1.182,-0.32,-1.496,1.176,5.325,5.328,7.534,-12.959,7.914,-13.122,7.765,-14.611,14.922,2024-25
Daniel Theis,1628464,16.69,15-20,120,120,-6.601,-6.74,0.139,-2.43,-2.099,-4.171,-4.64,0.469,5.175,5.177,7.319,-16.744,3.543,-16.886,3.406,-14.207,14.485,2024-25
Max Strus,1629622,29.27,25-30,191,186,-1.44,-1.555,0.116,-1.9,-1.756,0.46,0.201,0.259,5.061,5.069,7.163,-11.359,8.479,-11.49,8.38,-13.924,14.155,2024-25
Deandre Ayton,1629028,31.46,30-35,44,43,-4.1,-4.215,0.115,-1.731,-2.124,-2.368,-2.091,-0.277,5.365,5.367,7.589,-14.615,6.416,-14.734,6.305,-14.76,14.99,2024-25
Vit Krejci,1630249,21.44,20-25,65,66,-3.85,-3.914,0.064,-2.154,-2.476,-1.696,-1.438,-0.258,5.295,5.292,7.488,-14.227,6.528,-14.286,6.458,-14.613,14.741,2024-25
Evan Fournier,203095,18.11,15-20,94,94,-5.849,-5.906,0.057,-2.43,-2.099,-3.419,-3.806,0.387,5.191,5.192,7.343,-16.024,4.326,-16.082,4.271,-14.336,14.45,2024-25
Reggie Jackson,202704,19.48,15-20,111,109,-5.485,-5.532,0.047,-2.43,-2.099,-3.055,-3.432,0.377,5.178,5.188,7.335,-15.633,4.664,-15.701,4.638,-14.33,14.424,2024-25
Josh Giddey,1630581,27.52,25-30,43,40,-4.125,-4.165,0.04,-1.9,-1.756,-2.226,-2.409,0.183,5.354,5.363,7.579,-14.619,6.369,-14.676,6.347,-14.815,14.894,2024-25
Brook Lopez,201572,31.18,30-35,102,103,-2.068,-2.108,0.04,-1.731,-2.124,-0.337,0.016,-0.353,5.214,5.213,7.375,-12.288,8.151,-12.325,8.109,-14.415,14.494,2024-25
Jonathan Isaac,1628371,15.54,15-20,167,168,-6.0,-6.029,0.03,-2.43,-2.099,-3.57,-3.93,0.36,5.065,5.065,7.16,-15.927,3.928,-15.957,3.899,-14.003,14.062,2024-25
Drew Peterson,1641809,7.46,5-10,42,44,-2.62,-2.647,0.027,-2.148,-1.409,-0.473,-1.238,0.766,5.354,5.348,7.569,-13.115,7.874,-13.129,7.835,-14.808,14.862,2024-25
Max Christie,1631108,21.18,20-25,5,5,-5.199,-5.225,0.025,-2.154,-2.476,-3.045,-2.749,-0.297,5.505,5.505,7.785,-15.989,5.59,-16.014,5.565,-15.233,15.284,2024-25
Bam Adebayo,1628389,34.16,30-35,278,281,-2.685,-2.668,-0.017,-1.731,-2.124,-0.954,-0.545,-0.409,4.923,4.926,6.955,-12.335,6.965,-12.322,6.986,-13.649,13.615,2024-25
Talen Horton-Tucker,1629659,15.89,15-20,57,57,-3.777,-3.743,-0.033,-2.43,-2.099,-1.347,-1.644,0.297,5.318,5.318,7.52,-14.2,6.647,-14.166,6.679,-14.773,14.706,2024-25
Jeff Green,201145,15.49,15-20,66,64,-5.412,-5.375,-0.037,-2.43,-2.099,-2.983,-3.276,0.293,5.266,5.271,7.451,-15.734,4.909,-15.706,4.956,-14.642,14.568,2024-25
David Roddy,1631223,16.19,15-20,8,8,-4.076,-4.028,-0.048,-2.43,-2.099,-1.646,-1.928,0.282,5.492,5.492,7.767,-14.84,6.689,-14.792,6.736,-15.271,15.176,2024-25
Kenneth Lofton Jr.,1631254,9.44,5-10,102,102,-1.61,-1.559,-0.051,-2.148,-1.409,0.537,-0.151,0.688,5.193,5.193,7.342,-11.789,8.568,-11.737,8.618,-14.442,14.34,2024-25
Patrick Beverley,201976,20.03,20-25,100,102,-4.125,-4.065,-0.06,-2.154,-2.476,-1.971,-1.589,-0.382,5.205,5.201,7.359,-14.328,6.077,-14.259,6.129,-14.485,14.364,2024-25
Braxton Key,1630296,3.08,0-5,6,5,-2.092,-2.006,-0.086,-0.862,-1.075,-1.23,-0.931,-0.298,5.5,5.504,7.781,-12.871,8.687,-12.795,8.783,-15.337,15.165,2024-25
Keon Johnson,1630553,23.65,20-25,24,24,-5.358,-5.241,-0.118,-2.154,-2.476,-3.204,-2.765,-0.44,5.428,5.428,7.677,-15.998,5.281,-15.88,5.399,-15.165,14.93,2024-25
Andre Drummond,203083,17.66,15-20,43,41,-6.072,-5.873,-0.198,-2.43,-2.099,-3.642,-3.774,0.132,5.338,5.345,7.554,-16.534,4.39,-16.35,4.604,-15.004,14.607,2024-25
Garrett Temple,202066,9.37,5-10,68,69,-3.855,-3.644,-0.21,-2.148,-1.409,-1.707,-2.235,0.529,5.292,5.291,7.484,-14.226,6.517,-14.015,6.726,-14.879,14.459,2024-25
Moses Brown,1629650,9.1,5-10,62,59,-2.603,-2.375,-0.228,-2.148,-1.409,-0.456,-0.966,0.51,5.28,5.289,7.474,-12.951,7.745,-12.742,7.992,-14.877,14.42,2024-25
Harry Giles III,1628385,4.34,0-5,4,4,-2.432,-2.186,-0.246,-0.862,-1.075,-1.57,-1.111,-0.459,5.51,5.51,7.792,-13.231,8.367,-12.985,8.613,-15.518,15.026,2024-25
Sam Merrill,1630241,18.71,15-20,10,10,-5.197,-4.927,-0.27,-2.43,-2.099,-2.768,-2.828,0.06,5.481,5.481,7.751,-15.94,5.545,-15.67,5.815,-15.462,14.922,2024-25
Jabari Smith Jr.,1631095,31.12,30-35,135,137,-3.847,-3.569,-0.278,-1.731,-2.124,-2.115,-1.445,-0.67,5.132,5.13,7.258,-13.904,6.211,-13.623,6.486,-14.503,13.947,2024-25
Al Horford,201143,27.19,25-30,45,45,-2.484,-2.192,-0.292,-1.9,-1.756,-0.584,-0.436,-0.148,5.349,5.348,7.567,-12.968,8.0,-12.675,8.29,-15.123,14.539,2024-25
Amari Bailey,1641735,6.46,5-10,68,67,-3.752,-3.459,-0.293,-2.148,-1.409,-1.604,-2.05,0.446,5.283,5.284,7.471,-14.106,6.603,-13.815,6.898,-14.937,14.351,2024-25
Justin Holiday,203200,14.86,10-15,81,85,-2.933,-2.628,-0.305,-2.203,-1.182,-0.73,-1.446,0.716,5.263,5.255,7.439,-13.249,7.382,-12.928,7.671,-14.885,14.275,2024-25
P.J. Washington,1629023,31.2,30-35,103,104,-4.613,-4.291,-0.322,-1.731,-2.124,-2.881,-2.167,-0.714,5.2,5.198,7.35,-14.804,5.579,-14.478,5.896,-14.728,14.085,2024-25
Zeke Nnaji,1630192,10.3,10-15,58,59,-3.207,-2.871,-0.336,-2.203,-1.182,-1.004,-1.688,0.685,5.319,5.317,7.523,-13.632,7.218,-13.293,7.551,-15.08,14.408,2024-25
Moritz Wagner,1629021,17.99,15-20,86,88,-5.537,-5.201,-0.336,-2.43,-2.099,-3.107,-3.102,-0.006,5.195,5.188,7.34,-15.72,4.645,-15.369,4.967,-14.722,14.051,2024-25
Jared Butler,1630215,16.09,15-20,131,130,-3.933,-3.574,-0.359,-2.43,-2.099,-1.504,-1.474,-0.029,5.134,5.135,7.255,-13.995,6.129,-13.638,6.49,-14.579,13.861,2024-25
Micah Potter,1630695,16.5,15-20,45,44,-3.859,-3.493,-0.366,-2.43,-2.099,-1.429,-1.394,-0.035,5.353,5.357,7.573,-14.351,6.634,-13.993,7.007,-15.21,14.479,2024-25
Nic Claxton,1629651,28.35,25-30,106,106,-3.927,-3.55,-0.377,-1.9,-1.756,-2.027,-1.794,-0.233,5.22,5.218,7.386,-14.158,6.305,-13.778,6.678,-14.853,14.1,2024-25
Bogdan Bogdanovic,203992,28.19,25-30,198,200,-3.571,-3.192,-0.38,-1.9,-1.756,-1.672,-1.435,-0.236,5.05,5.051,7.148,-13.469,6.327,-13.092,6.709,-14.389,13.63,2024-25
Coby White,1629632,34.85,30-35,295,292,-3.794,-3.41,-0.384,-1.731,-2.124,-2.063,-1.286,-0.776,4.855,4.861,6.862,-13.311,5.722,-12.937,6.116,-13.833,13.065,2024-25
David Duke Jr.,1630561,8.51,5-10,64,62,-4.239,-3.851,-0.388,-2.148,-1.409,-2.092,-2.442,0.351,5.275,5.281,7.464,-14.578,6.1,-14.201,6.499,-15.018,14.241,2024-25
Jericho Sims,1630579,12.41,10-15,42,44,-3.307,-2.896,-0.411,-2.203,-1.182,-1.104,-1.714,0.61,5.367,5.361,7.585,-13.826,7.212,-13.404,7.612,-15.277,14.455,2024-25
OG Anunoby,1628384,35.55,35-40,193,192,-1.178,-0.724,-0.454,-1.326,-1.425,0.149,0.701,-0.552,5.062,5.066,7.172,-11.099,8.743,-10.654,9.206,-14.51,13.603,2024-25
Jamaree Bouyea,1631123,11.19,10-15,47,45,-3.458,-3.004,-0.454,-2.203,-1.182,-1.255,-1.822,0.567,5.347,5.352,7.566,-13.938,7.022,-13.493,7.485,-15.284,14.376,2024-25
Jason Preston,1630554,10.16,10-15,38,37,-2.358,-1.901,-0.457,-2.203,-1.182,-0.155,-0.719,0.564,5.377,5.381,7.607,-12.898,8.181,-12.447,8.645,-15.367,14.452,2024-25
Peyton Watson,1631212,21.24,20-25,111,111,-4.441,-3.978,-0.462,-2.154,-2.476,-2.287,-1.503,-0.784,5.178,5.18,7.327,-14.589,5.708,-14.131,6.174,-14.823,13.898,2024-25
Maxi Kleber,1628467,19.59,15-20,78,74,-5.088,-4.621,-0.467,-2.43,-2.099,-2.658,-2.521,-0.137,5.238,5.248,7.413,-15.355,5.179,-14.907,5.666,-14.998,14.063,2024-25
Gradey Dick,1641711,25.04,25-30,121,124,-3.582,-3.097,-0.485,-1.9,-1.756,-1.683,-1.341,-0.342,5.16,5.156,7.298,-13.696,6.531,-13.203,7.008,-14.789,13.819,2024-25
Ryan Rollins,1631157,13.01,10-15,22,23,-3.892,-3.394,-0.497,-2.203,-1.182,-1.689,-2.212,0.523,5.434,5.431,7.683,-14.543,6.759,-14.039,7.25,-15.557,14.562,2024-25
Lester Quinones,1631311,11.56,10-15,40,40,-4.235,-3.719,-0.516,-2.203,-1.182,-2.032,-2.537,0.504,5.377,5.376,7.603,-14.774,6.303,-14.256,6.818,-15.418,14.385,2024-25
Nick Smith Jr.,1641733,18.9,15-20,124,125,-4.018,-3.492,-0.526,-2.43,-2.099,-1.589,-1.393,-0.196,5.133,5.132,7.256,-14.079,6.043,-13.551,6.566,-14.747,13.695,2024-25
Luka Garza,1630568,5.33,5-10,17,16,-3.546,-2.995,-0.551,-2.148,-1.409,-1.398,-1.587,0.188,5.456,5.46,7.718,-14.24,7.148,-13.696,7.705,-15.679,14.577,2024-25
Paolo Banchero,1631094,34.76,30-35,243,242,-5.423,-4.854,-0.569,-1.731,-2.124,-3.692,-2.73,-0.962,5.038,5.04,7.118,-15.298,4.451,-14.731,5.024,-14.521,13.382,2024-25
Tristan Vukcevic,1641774,14.8,10-15,52,51,-4.477,-3.893,-0.584,-2.203,-1.182,-2.274,-2.711,0.437,5.335,5.337,7.547,-14.935,5.98,-14.354,6.567,-15.377,14.209,2024-25
Brandon Miller,1641706,32.74,30-35,29,29,-4.669,-4.072,-0.597,-1.731,-2.124,-2.938,-1.948,-0.989,5.411,5.411,7.652,-15.275,5.937,-14.677,6.533,-15.595,14.401,2024-25
Tyrese Maxey,1630178,37.59,35-40,310,309,-2.335,-1.724,-0.611,-1.326,-1.425,-1.009,-0.299,-0.709,4.934,4.933,6.979,-12.006,7.336,-11.394,7.945,-14.29,13.069,2024-25
Jabari Walker,1631133,18.56,15-20,28,27,-4.885,-4.268,-0.617,-2.43,-2.099,-2.456,-2.169,-0.287,5.403,5.407,7.644,-15.475,5.705,-14.865,6.329,-15.599,14.365,2024-25
Jake LaRavia,1631222,21.33,20-25,177,179,-4.502,-3.861,-0.641,-2.154,-2.476,-2.348,-1.385,-0.963,5.106,5.105,7.234,-14.51,5.506,-13.868,6.145,-14.819,13.538,2024-25
Jalen Suggs,1630591,27.52,25-30,198,195,-4.191,-3.544,-0.646,-1.9,-1.756,-2.291,-1.788,-0.503,5.115,5.115,7.229,-14.215,5.834,-13.569,6.48,-14.815,13.523,2024-25
Keegan Murray,1631099,33.98,30-35,288,288,-2.66,-1.988,-0.672,-1.731,-2.124,-0.928,0.136,-1.064,4.962,4.963,7.017,-12.384,7.065,-11.714,7.739,-14.425,13.081,2024-25
Dāvis Bertāns,202722,15.68,15-20,45,45,-4.555,-3.863,-0.692,-2.43,-2.099,-2.125,-1.764,-0.361,5.352,5.352,7.569,-15.045,5.935,-14.353,6.627,-15.527,14.143,2024-25
Wendell Moore Jr.,1631111,9.41,5-10,15,15,-3.474,-2.782,-0.692,-2.148,-1.409,-1.326,-1.373,0.047,5.463,5.463,7.726,-14.182,7.235,-13.49,7.926,-15.835,14.452,2024-25
Isaiah Thomas,202738,3.23,0-5,17,17,-2.114,-1.4,-0.713,-0.862,-1.075,-1.251,-0.326,-0.926,5.455,5.456,7.715,-12.806,8.578,-12.094,9.293,-15.835,14.409,2024-25
Gary Harris,203914,19.69,15-20,194,194,-6.461,-5.741,-0.72,-2.43,-2.099,-4.031,-3.642,-0.39,5.1,5.099,7.208,-16.456,3.534,-15.736,4.254,-14.847,13.407,2024-25
Quenton Jackson,1631245,12.63,10-15,14,14,-4.462,-3.692,-0.769,-2.203,-1.182,-2.258,-2.51,0.251,5.469,5.469,7.735,-15.18,6.257,-14.411,7.026,-15.93,14.391,2024-25
Jordan Nwora,1629670,13.68,10-15,51,51,-3.79,-3.02,-0.769,-2.203,-1.182,-1.587,-1.838,0.251,5.333,5.335,7.545,-14.243,6.664,-13.478,7.437,-15.557,14.018,2024-25
Isaiah Hartenstein,1628392,26.41,25-30,91,91,-3.009,-2.223,-0.786,-1.9,-1.756,-1.11,-0.467,-0.643,5.227,5.225,7.391,-13.254,7.235,-12.465,8.019,-15.272,13.699,2024-25
Precious Achiuwa,1630173,21.32,20-25,42,42,-5.188,-4.346,-0.842,-2.154,-2.476,-3.034,-1.87,-1.164,5.344,5.343,7.557,-15.662,5.285,-14.819,6.126,-15.654,13.97,2024-25
Matt Ryan,1630346,9.75,5-10,5,5,-4.568,-3.709,-0.859,-2.148,-1.409,-2.42,-2.3,-0.12,5.505,5.505,7.785,-15.357,6.221,-14.498,7.08,-16.117,14.4,2024-25
Jarace Walker,1641716,14.14,10-15,20,21,-4.478,-3.602,-0.876,-2.203,-1.182,-2.275,-2.419,0.145,5.443,5.44,7.697,-15.147,6.191,-14.263,7.06,-15.963,14.211,2024-25
Patrick Baldwin Jr.,1631116,9.68,5-10,163,163,-2.835,-1.955,-0.881,-2.148,-1.409,-0.688,-0.546,-0.142,5.114,5.115,7.226,-12.859,7.188,-11.98,8.071,-15.044,13.283,2024-25
Trey Lyles,1626168,19.75,15-20,130,130,-7.19,-6.263,-0.926,-2.43,-2.099,-4.76,-4.164,-0.596,5.071,5.071,7.173,-17.128,2.749,-16.203,3.676,-14.984,13.132,2024-25
Devonte' Graham,1628984,13.61,10-15,100,103,-3.865,-2.9,-0.964,-2.203,-1.182,-1.661,-1.718,0.057,5.168,5.159,7.302,-13.993,6.264,-13.012,7.211,-15.276,13.348,2024-25
Dante Exum,203957,19.47,15-20,54,53,-5.075,-4.099,-0.975,-2.43,-2.099,-2.645,-2.0,-0.645,5.302,5.305,7.5,-15.467,5.317,-14.497,6.299,-15.675,13.725,2024-25
Dejounte Murray,1627749,34.82,30-35,222,224,-1.005,-0.028,-0.977,-1.731,-2.124,0.726,2.095,-1.369,5.035,5.038,7.13,-10.875,8.864,-9.903,9.847,-14.952,12.999,2024-25
Mason Jones,1630222,4.87,0-5,12,12,-3.206,-2.19,-1.016,-0.862,-1.075,-2.343,-1.115,-1.228,5.473,5.473,7.741,-13.934,7.522,-12.917,8.538,-16.189,14.157,2024-25
De'Aaron Fox,1628368,36.03,35-40,295,296,-3.635,-2.614,-1.021,-1.326,-1.425,-2.309,-1.189,-1.12,4.946,4.946,6.991,-13.328,6.059,-12.307,7.08,-14.724,12.682,2024-25
Trey Jemison,1641998,15.33,15-20,156,157,-3.689,-2.668,-1.021,-2.43,-2.099,-1.26,-0.569,-0.691,5.138,5.139,7.278,-13.76,6.381,-12.74,7.403,-15.285,13.244,2024-25
Jalen McDaniels,1629667,10.1,10-15,48,49,-4.202,-3.166,-1.036,-2.203,-1.182,-1.999,-1.984,-0.015,5.349,5.347,7.564,-14.686,6.282,-13.647,7.314,-15.861,13.789,2024-25
Jordan McLaughlin,1629162,9.22,5-10,53,53,-4.429,-3.392,-1.037,-2.148,-1.409,-2.281,-1.983,-0.298,5.306,5.306,7.504,-14.828,5.971,-13.791,7.007,-15.744,13.67,2024-25
Monte Morris,1628420,13.42,10-15,43,42,-3.889,-2.796,-1.093,-2.203,-1.182,-1.685,-1.613,-0.072,5.334,5.337,7.545,-14.343,6.566,-13.255,7.664,-15.881,13.695,2024-25
De'Anthony Melton,1629001,26.01,25-30,9,10,-3.72,-2.627,-1.093,-1.9,-1.756,-1.821,-0.871,-0.95,5.485,5.48,7.753,-14.47,7.03,-13.368,8.114,-16.29,14.103,2024-25
Miles Bridges,1628970,34.66,30-35,32,31,-4.682,-3.571,-1.112,-1.731,-2.124,-2.951,-1.447,-1.504,5.4,5.403,7.639,-15.266,5.902,-14.161,7.019,-16.083,13.86,2024-25
Darius Bazley,1629647,16.87,15-20,61,63,-4.011,-2.889,-1.122,-2.43,-2.099,-1.582,-0.79,-0.792,5.298,5.292,7.487,-14.395,6.372,-13.261,7.483,-15.798,13.553,2024-25
T.J. Warren,203933,11.33,10-15,7,7,-4.258,-3.128,-1.13,-2.203,-1.182,-2.055,-1.946,-0.109,5.496,5.496,7.772,-15.03,6.514,-13.9,7.644,-16.364,14.104,2024-25
Alondes Williams,1631214,2.41,0-5,7,8,-2.819,-1.688,-1.131,-0.862,-1.075,-1.957,-0.614,-1.343,5.495,5.491,7.768,-13.59,7.951,-12.451,9.074,-16.357,14.095,2024-25
Jae Crowder,203109,21.33,20-25,98,94,-6.303,-5.151,-1.152,-2.154,-2.476,-4.149,-2.675,-1.474,5.186,5.194,7.339,-16.467,3.861,-15.33,5.028,-15.537,13.233,2024-25
Eugene Omoruyi,1630647,9.15,5-10,76,73,-2.147,-0.993,-1.155,-2.148,-1.409,0.0,0.416,-0.416,5.25,5.256,7.427,-12.438,8.143,-11.294,9.308,-15.712,13.402,2024-25
Jaden Springer,1630531,9.48,5-10,93,99,-2.059,-0.903,-1.156,-2.148,-1.409,0.088,0.505,-0.417,5.207,5.195,7.356,-12.264,8.146,-11.085,9.278,-15.574,13.262,2024-25
Julian Strawther,1631124,16.77,15-20,6,5,-5.226,-4.055,-1.171,-2.43,-2.099,-2.797,-1.956,-0.841,5.5,5.504,7.781,-16.006,5.553,-14.844,6.733,-16.422,14.08,2024-25
Immanuel Quickley,1630193,28.74,25-30,62,63,-3.87,-2.672,-1.198,-1.9,-1.756,-1.971,-0.916,-1.054,5.299,5.295,7.492,-14.256,6.515,-13.05,7.705,-15.882,13.487,2024-25
Daniel Gafford,1629655,23.21,20-25,52,52,-4.055,-2.856,-1.199,-2.154,-2.476,-1.901,-0.38,-1.521,5.314,5.314,7.514,-14.469,6.36,-13.271,7.559,-15.926,13.529,2024-25
James Wiseman,1630164,17.12,15-20,159,158,-5.056,-3.824,-1.233,-2.43,-2.099,-2.627,-1.724,-0.902,5.131,5.132,7.258,-15.114,5.001,-13.881,6.234,-15.459,12.994,2024-25
Craig Porter Jr.,1641854,11.4,10-15,21,20,-4.172,-2.919,-1.253,-2.203,-1.182,-1.969,-1.737,-0.232,5.436,5.439,7.69,-14.826,6.482,-13.58,7.741,-16.325,13.819,2024-25
Trayce Jackson-Davis,1631218,16.13,15-20,115,116,-5.245,-3.958,-1.287,-2.43,-2.099,-2.816,-1.859,-0.957,5.132,5.129,7.257,-15.304,4.813,-14.012,6.095,-15.511,12.937,2024-25
Marcus Morris Sr.,202694,16.67,15-20,37,37,-4.714,-3.375,-1.34,-2.43,-2.099,-2.285,-1.275,-1.01,5.374,5.374,7.599,-15.246,5.818,-13.907,7.158,-16.234,13.555,2024-25
TyTy Washington Jr.,1631102,6.45,5-10,44,43,-4.639,-3.284,-1.355,-2.148,-1.409,-2.492,-1.875,-0.616,5.354,5.358,7.576,-15.134,5.855,-13.786,7.218,-16.204,13.493,2024-25
Mo Bamba,1628964,12.96,10-15,41,41,-4.827,-3.471,-1.356,-2.203,-1.182,-2.623,-2.288,-0.335,5.373,5.373,7.597,-15.358,5.704,-14.002,7.061,-16.246,13.534,2024-25
Mitchell Robinson,1629011,22.05,20-25,121,116,-4.562,-3.204,-1.357,-2.154,-2.476,-2.408,-0.729,-1.679,5.14,5.148,7.285,-14.636,5.513,-13.295,6.886,-15.636,12.922,2024-25
Omer Yurtseven,1630209,11.36,10-15,86,88,-4.229,-2.845,-1.384,-2.203,-1.182,-2.026,-1.663,-0.363,5.25,5.247,7.422,-14.518,6.06,-13.129,7.439,-15.931,13.163,2024-25
Alex Len,203458,8.77,5-10,60,62,-5.837,-4.427,-1.409,-2.148,-1.409,-3.689,-3.018,-0.671,5.281,5.275,7.466,-16.188,4.515,-14.766,5.912,-16.043,13.224,2024-25
Lonnie Walker IV,1629022,19.07,15-20,119,122,-5.056,-3.62,-1.435,-2.43,-2.099,-2.626,-1.521,-1.105,5.158,5.153,7.294,-15.165,5.054,-13.721,6.48,-15.732,12.862,2024-25
Svi Mykhailiuk,1629004,14.85,10-15,150,152,-3.496,-2.058,-1.438,-2.203,-1.182,-1.293,-0.876,-0.417,5.124,5.121,7.246,-13.54,6.548,-12.096,7.98,-15.641,12.765,2024-25
Gary Trent Jr.,1629018,26.81,25-30,105,105,-3.851,-2.382,-1.469,-1.9,-1.756,-1.951,-0.626,-1.325,5.237,5.236,7.409,-14.116,6.414,-12.646,7.881,-15.99,13.053,2024-25
Nikola Vucevic,202696,32.8,30-35,214,215,-4.036,-2.554,-1.483,-1.731,-2.124,-2.305,-0.43,-1.875,5.018,5.016,7.092,-13.872,5.8,-12.385,7.278,-15.383,12.417,2024-25
Kessler Edwards,1630556,9.4,5-10,28,29,-5.4,-3.91,-1.49,-2.148,-1.409,-3.252,-2.501,-0.751,5.413,5.409,7.655,-16.008,5.209,-14.512,6.692,-16.494,13.514,2024-25
Saben Lee,1630240,7.71,5-10,9,10,-3.71,-2.217,-1.493,-2.148,-1.409,-1.562,-0.808,-0.754,5.488,5.484,7.759,-14.466,7.047,-12.965,8.532,-16.7,13.714,2024-25
Kyrie Irving,202681,35.49,35-40,74,71,-2.776,-1.252,-1.524,-1.326,-1.425,-1.45,0.172,-1.623,5.304,5.309,7.506,-13.173,7.62,-11.657,9.153,-16.235,13.187,2024-25
MarJon Beauchamp,1630699,9.2,5-10,30,31,-4.102,-2.569,-1.533,-2.148,-1.409,-1.954,-1.16,-0.794,5.406,5.403,7.644,-14.698,6.495,-13.158,8.021,-16.515,13.449,2024-25
Derrick Jones Jr.,1627884,23.9,20-25,63,66,-5.587,-4.036,-1.55,-2.154,-2.476,-3.433,-1.56,-1.872,5.277,5.268,7.455,-15.929,4.755,-14.361,6.289,-16.162,13.061,2024-25
Jeremiah Robinson-Earl,1630526,14.98,10-15,19,18,-5.056,-3.491,-1.564,-2.203,-1.182,-2.852,-2.309,-0.544,5.439,5.443,7.694,-15.716,5.605,-14.159,7.176,-16.645,13.516,2024-25
Rui Hachimura,1629060,29.09,25-30,262,260,-4.512,-2.943,-1.569,-1.9,-1.756,-2.613,-1.187,-1.426,4.984,4.981,7.061,-14.281,5.257,-12.706,6.82,-15.408,12.27,2024-25
Victor Wembanyama,1641705,31.06,30-35,77,79,-4.135,-2.559,-1.576,-1.731,-2.124,-2.403,-0.435,-1.969,5.271,5.266,7.455,-14.466,6.196,-12.881,7.763,-16.189,13.036,2024-25
Naz Reid,1629675,25.86,25-30,134,138,-5.066,-3.466,-1.599,-1.9,-1.756,-3.166,-1.71,-1.456,5.093,5.083,7.194,-15.047,4.916,-13.428,6.496,-15.699,12.5,2024-25
Ousmane Dieng,1631172,11.0,10-15,52,51,-4.101,-2.444,-1.656,-2.203,-1.182,-1.897,-1.262,-0.635,5.344,5.347,7.57,-14.575,6.374,-12.924,8.035,-16.493,13.181,2024-25
Alec Burks,202692,18.04,15-20,22,23,-3.698,-2.012,-1.686,-2.43,-2.099,-1.268,0.088,-1.356,5.431,5.427,7.678,-14.343,6.948,-12.649,8.625,-16.734,13.363,2024-25
Markelle Fultz,1628365,17.09,15-20,59,59,-6.183,-4.495,-1.688,-2.43,-2.099,-3.753,-2.395,-1.357,5.301,5.301,7.496,-16.572,4.207,-14.884,5.894,-16.38,13.005,2024-25
Jett Howard,1641724,9.84,5-10,11,11,-5.254,-3.557,-1.697,-2.148,-1.409,-3.106,-2.149,-0.958,5.479,5.479,7.749,-15.994,5.486,-14.297,7.182,-16.885,13.492,2024-25
P.J. Tucker,200782,16.01,15-20,55,53,-4.566,-2.868,-1.698,-2.43,-2.099,-2.136,-0.768,-1.368,5.302,5.308,7.502,-14.957,5.826,-13.272,7.537,-16.403,13.007,2024-25
Pat Spencer,1630311,6.12,5-10,33,32,-5.071,-3.345,-1.726,-2.148,-1.409,-2.923,-1.936,-0.987,5.402,5.405,7.642,-15.66,5.518,-13.939,7.248,-16.704,13.252,2024-25
Scoot Henderson,1630703,27.53,25-30,66,67,-4.017,-2.26,-1.758,-1.9,-1.756,-2.118,-0.504,-1.614,5.302,5.3,7.498,-14.41,6.375,-12.647,8.127,-16.454,12.939,2024-25
Jalen Brunson,1628973,35.4,35-40,217,213,-3.482,-1.719,-1.764,-1.326,-1.425,-2.156,-0.294,-1.862,5.05,5.056,7.162,-13.381,6.416,-11.628,8.19,-15.801,12.274,2024-25
Dario Saric,203967,16.35,15-20,26,27,-4.645,-2.877,-1.768,-2.43,-2.099,-2.216,-0.778,-1.438,5.419,5.416,7.662,-15.267,5.976,-13.493,7.739,-16.785,13.249,2024-25
Norman Powell,1626181,29.03,25-30,91,90,-4.689,-2.9,-1.789,-1.9,-1.756,-2.789,-1.144,-1.646,5.21,5.212,7.369,-14.9,5.522,-13.114,7.315,-16.232,12.654,2024-25
Colby Jones,1641732,10.24,10-15,13,13,-4.051,-2.261,-1.789,-2.203,-1.182,-1.847,-1.079,-0.769,5.468,5.468,7.734,-14.768,6.667,-12.979,8.456,-16.947,13.368,2024-25
Josh Okogie,1629006,15.85,15-20,17,17,-5.248,-3.45,-1.799,-2.43,-2.099,-2.819,-1.35,-1.468,5.455,5.456,7.715,-15.94,5.444,-14.143,7.244,-16.92,13.323,2024-25
