Name,PLAYER_ID,Poss_Off,Poss_Def,Off,Def,RAPM,Season,Season_Type,Prior_Mode,lambda_off,lambda_def,lambda_meta,lambda_season
Patrick Williams,1630172,332,341,-0.837,0.267,-1.104,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Rajon Rondo,200765,80,86,-1.028,0.102,-1.13,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
RJ Barrett,1629628,751,758,-0.88,0.281,-1.161,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Malik Beasley,1627736,482,481,-0.771,0.394,-1.165,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Bryce McGowens,1631121,69,72,-0.677,0.491,-1.168,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Scoot Henderson,1630703,66,67,-0.518,0.664,-1.182,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Gradey Dick,1641711,102,107,-0.777,0.412,-1.188,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Brandon Williams,1630314,54,58,-0.671,0.522,-1.193,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Brice Sensabaugh,1641729,104,104,-0.435,0.764,-1.198,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Torrey Craig,1628470,551,557,-0.052,1.152,-1.204,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Bruno Fernando,1628981,105,111,-0.926,0.29,-1.216,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Zavier Simpson,1630285,61,60,-0.718,0.503,-1.221,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Royce O'Neale,1626220,684,691,-0.97,0.276,-1.246,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Keon Johnson,1630553,0,1,-0.414,0.843,-1.257,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Brandon Miller,1641706,23,24,-0.687,0.584,-1.272,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Terrence Ross,203082,111,111,-0.425,0.853,-1.278,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Jaden Hardy,1630702,78,79,-0.789,0.534,-1.323,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Jonas Valanciunas,202685,639,640,-0.003,1.338,-1.34,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Damian Jones,1627745,24,24,-1.083,0.258,-1.341,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Jordan Nwora,1629670,16,17,-0.471,0.881,-1.352,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
James Wiseman,1630164,106,108,-0.818,0.543,-1.361,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Gary Trent Jr.,1629018,459,452,-0.227,1.145,-1.371,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
De'Andre Hunter,1629631,978,999,0.281,1.666,-1.386,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Malachi Flynn,1630201,91,92,-0.8,0.619,-1.419,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Darius Bazley,1629647,61,63,-1.064,0.358,-1.422,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Will Barton,203115,327,327,-0.772,0.676,-1.448,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Kira Lewis Jr.,1630184,65,66,-1.116,0.345,-1.461,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Donte DiVincenzo,1628978,633,629,-0.744,0.728,-1.471,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Johnny Davis,1631098,93,99,-0.822,0.703,-1.525,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
DeAndre Jordan,201599,90,90,-1.044,0.585,-1.629,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Garrett Temple,202066,22,23,-1.102,0.543,-1.644,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Dalano Banton,1630625,108,111,-1.23,0.498,-1.728,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
Jonathan Kuminga,1630228,306,311,-0.827,1.006,-1.833,2022-23-24,playoff,dummy,3000.0,3000.0,300.0,100.0
