Name,PLAYER_ID,Poss_Off,Poss_Def,Off,Def,RAPM,Season,Season_Type,Prior_Mode,lambda_off,lambda_def,lambda_meta,lambda_season,Off_SE,Def_SE,RAPM_SE,Off_CI_lo,Off_CI_hi,Def_CI_lo,Def_CI_hi,RAPM_CI_lo,RAPM_CI_hi
Derrick Jones Jr.,1627884,143,157,-0.851,-0.791,-0.06,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.868,1.865,2.639,-4.512,2.809,-4.446,2.864,-5.234,5.113
Zach Collins,1628380,94,98,-0.265,-0.203,-0.062,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.878,1.877,2.655,-3.946,3.416,-3.883,3.476,-5.267,5.143
Taylor Hendricks,1641707,128,128,-0.084,-0.021,-0.063,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.872,1.872,2.648,-3.753,3.586,-3.691,3.649,-5.252,5.127
Sterling Brown,1628425,3,4,-0.253,-0.18,-0.072,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.898,1.898,2.685,-3.973,3.468,-3.9,3.54,-5.334,5.189
Deandre Ayton,1629028,1383,1368,0.269,0.342,-0.073,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.726,1.726,2.441,-3.114,3.652,-3.041,3.726,-4.858,4.711
Juancho Hernangomez,1627823,82,77,0.142,0.228,-0.086,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.881,1.882,2.661,-3.546,3.829,-3.462,3.917,-5.302,5.13
Chris Livingston,1641753,12,11,-0.193,-0.105,-0.089,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.896,1.897,2.682,-3.91,3.523,-3.822,3.612,-5.345,5.168
Joshua Primo,1630563,21,21,-0.179,-0.088,-0.09,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.894,1.894,2.679,-3.891,3.534,-3.801,3.624,-5.341,5.16
Drew Peterson,1641809,11,11,0.004,0.096,-0.092,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,2.189,2.189,3.096,-4.286,4.295,-4.194,4.386,-6.159,5.976
Luka Samanic,1629677,112,114,-0.104,-0.004,-0.1,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.875,1.875,2.652,-3.779,3.572,-3.679,3.67,-5.297,5.098
Taurean Prince,1627752,508,511,-0.149,-0.043,-0.106,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.8,1.799,2.545,-3.677,3.378,-3.569,3.483,-5.094,4.881
Daniel Theis,1628464,475,479,-0.74,-0.626,-0.115,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.806,1.806,2.554,-4.281,2.8,-4.165,2.914,-5.121,4.892
Vasilije Micic,203995,48,50,0.171,0.286,-0.115,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.888,1.888,2.67,-3.53,3.872,-3.415,3.986,-5.348,5.119
Vit Krejci,1630249,34,36,0.45,0.568,-0.118,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.891,1.891,2.674,-3.257,4.157,-3.138,4.274,-5.36,5.124
Scotty Pippen Jr.,1630590,94,94,-0.235,-0.114,-0.121,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.879,1.879,2.657,-3.917,3.448,-3.797,3.569,-5.329,5.088
Peyton Watson,1631212,87,88,-0.454,-0.325,-0.129,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.88,1.88,2.659,-4.139,3.231,-4.009,3.359,-5.34,5.082
Aaron Wiggins,1630598,86,86,-0.103,0.026,-0.129,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.88,1.88,2.659,-3.788,3.581,-3.659,3.711,-5.34,5.082
Kobe Bufkin,1641723,23,23,-0.354,-0.222,-0.132,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.894,1.894,2.678,-4.066,3.358,-3.933,3.49,-5.381,5.117
Bol Bol,1629626,14,15,-0.369,-0.234,-0.135,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.896,1.896,2.681,-4.085,3.347,-3.949,3.482,-5.39,5.119
Garrison Mathews,1629726,88,91,0.336,0.474,-0.138,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.88,1.879,2.658,-3.348,4.02,-3.208,4.157,-5.347,5.071
Jaren Jackson Jr.,1628991,1022,1023,-1.048,-0.905,-0.143,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.757,1.756,2.486,-4.491,2.395,-4.348,2.538,-5.015,4.728
Markieff Morris,202693,47,49,-0.368,-0.223,-0.145,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.888,1.888,2.67,-4.07,3.333,-3.924,3.477,-5.379,5.089
Buddy Hield,1627741,121,115,0.072,0.218,-0.146,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.873,1.874,2.65,-3.599,3.743,-3.455,3.892,-5.339,5.047
Sandro Mamukelashvili,1630572,91,91,-0.313,-0.163,-0.15,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.879,1.879,2.658,-3.996,3.371,-3.846,3.521,-5.359,5.059
Yuta Watanabe,1629139,4,3,-0.131,0.029,-0.16,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.898,1.898,2.685,-3.851,3.589,-3.692,3.75,-5.422,5.102
Isaac Okoro,1630171,346,350,-0.362,-0.197,-0.165,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.831,1.83,2.589,-3.951,3.226,-3.784,3.39,-5.239,4.909
Gorgui Dieng,203476,9,10,-0.374,-0.207,-0.166,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.897,1.897,2.683,-4.092,3.344,-3.925,3.51,-5.424,5.091
Talen Horton-Tucker,1629659,57,57,-0.162,0.004,-0.166,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.887,1.887,2.668,-3.86,3.536,-3.694,3.701,-5.395,5.063
Thomas Bryant,1628418,19,18,-0.09,0.083,-0.173,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.895,1.895,2.68,-3.804,3.623,-3.631,3.797,-5.425,5.079
Miles Bridges,1628970,76,77,-0.019,0.153,-0.173,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.882,1.882,2.662,-3.709,3.67,-3.536,3.843,-5.39,5.045
Jalen Suggs,1630591,186,186,-0.669,-0.492,-0.177,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.863,1.863,2.635,-4.321,2.983,-4.144,3.16,-5.341,4.987
Keldon Johnson,1629640,74,77,-0.116,0.062,-0.178,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.883,1.883,2.663,-3.807,3.575,-3.628,3.751,-5.397,5.041
Shake Milton,1629003,226,234,-0.334,-0.155,-0.179,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.852,1.85,2.618,-3.964,3.295,-3.781,3.471,-5.31,4.951
Jae Crowder,203109,804,808,-0.007,0.173,-0.18,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.774,1.774,2.509,-3.485,3.471,-3.304,3.65,-5.099,4.738
Thaddeus Young,201152,181,182,-0.214,-0.033,-0.181,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.862,1.862,2.633,-3.863,3.435,-3.682,3.616,-5.341,4.98
Jules Bernard,1631262,15,22,-0.027,0.154,-0.181,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.896,1.894,2.68,-3.742,3.688,-3.559,3.866,-5.433,5.072
Zeke Nnaji,1630192,31,33,-0.577,-0.388,-0.189,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.892,1.892,2.675,-4.285,3.132,-4.095,3.32,-5.433,5.055
John Konchar,1629723,115,125,-0.643,-0.453,-0.191,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.874,1.872,2.649,-4.316,3.03,-4.121,3.216,-5.382,5.001
Justin Champagnie,1630551,56,59,0.124,0.318,-0.194,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.887,1.886,2.668,-3.573,3.822,-3.379,4.014,-5.422,5.035
Jarred Vanderbilt,1629020,802,810,-0.402,-0.205,-0.197,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.774,1.773,2.508,-3.879,3.075,-3.679,3.269,-5.113,4.72
Cody Zeller,203469,272,276,-0.183,0.015,-0.198,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.844,1.844,2.608,-3.798,3.432,-3.598,3.629,-5.309,4.913
Matisse Thybulle,1629680,210,221,-0.735,-0.536,-0.199,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.855,1.853,2.622,-4.371,2.901,-4.168,3.096,-5.339,4.94
Joe Harris,203925,85,78,-0.417,-0.217,-0.2,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.881,1.882,2.661,-4.103,3.269,-3.906,3.472,-5.415,5.015
Jamaree Bouyea,1631123,17,16,-0.221,-0.017,-0.204,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.895,1.895,2.68,-3.935,3.494,-3.732,3.698,-5.458,5.049
Armoni Brooks,1629717,4,3,0.092,0.298,-0.206,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.898,1.898,2.685,-3.629,3.812,-3.423,4.019,-5.468,5.056
Herbert Jones,1630529,878,878,-0.177,0.028,-0.206,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.777,1.777,2.514,-3.661,3.306,-3.455,3.512,-5.132,4.721
Josh Okogie,1629006,350,353,-0.766,-0.557,-0.209,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.834,1.833,2.593,-4.361,2.828,-4.151,3.036,-5.291,4.873
Tyler Herro,1629639,1051,1026,-0.117,0.097,-0.214,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.728,1.73,2.445,-3.503,3.27,-3.294,3.489,-5.006,4.577
Patrick Beverley,201976,639,637,-0.508,-0.286,-0.222,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.789,1.789,2.53,-4.014,2.998,-3.792,3.22,-5.181,4.737
Alex Fudge,1641788,14,16,0.041,0.273,-0.232,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,2.188,2.187,3.094,-4.247,4.33,-4.014,4.56,-6.295,5.832
Blake Griffin,201933,60,59,-0.097,0.136,-0.234,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.886,1.886,2.667,-3.793,3.598,-3.56,3.832,-5.46,4.993
Taze Moore,1631386,24,25,-0.291,-0.057,-0.234,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,2.184,2.184,3.089,-4.573,3.99,-4.338,4.224,-6.289,5.82
Oshae Brissett,1629052,34,32,0.144,0.389,-0.245,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.891,1.892,2.675,-3.563,3.851,-3.319,4.097,-5.488,4.998
Paul Millsap,200794,10,11,-0.254,-0.007,-0.247,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.897,1.897,2.682,-3.971,3.464,-3.724,3.711,-5.504,5.01
Gary Harris,203914,182,185,-0.313,-0.064,-0.248,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.864,1.863,2.635,-3.965,3.34,-3.716,3.588,-5.413,4.916
Mouhamed Gueye,1631243,76,74,-0.02,0.232,-0.253,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.882,1.883,2.662,-3.709,3.669,-3.457,3.922,-5.47,4.965
Mo Bamba,1628964,42,41,-0.602,-0.341,-0.261,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.89,1.89,2.673,-4.306,3.102,-4.046,3.363,-5.499,4.978
Reggie Jackson,202704,256,259,-1.135,-0.87,-0.265,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.846,1.846,2.611,-4.754,2.484,-4.488,2.748,-5.382,4.852
Paolo Banchero,1631094,228,230,-0.17,0.096,-0.266,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.855,1.855,2.623,-3.806,3.467,-3.54,3.732,-5.408,4.876
Isaiah Mobley,1630600,32,32,-0.229,0.042,-0.271,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.892,1.892,2.676,-3.937,3.479,-3.666,3.75,-5.515,4.973
Timothe Luwawu-Cabarrot,1627789,29,29,-0.197,0.077,-0.274,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.892,1.892,2.676,-3.906,3.512,-3.632,3.786,-5.519,4.972
Cody Martin,1628998,40,40,-0.072,0.207,-0.279,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.89,1.89,2.673,-3.777,3.632,-3.497,3.912,-5.518,4.96
Marques Bolden,1629716,86,87,-0.034,0.251,-0.285,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.88,1.88,2.659,-3.72,3.651,-3.434,3.936,-5.497,4.926
Ivica Zubac,1627826,408,409,-0.268,0.021,-0.289,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.827,1.827,2.584,-3.848,3.313,-3.56,3.601,-5.352,4.775
Markelle Fultz,1628365,52,53,-0.473,-0.185,-0.289,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.887,1.887,2.669,-4.173,3.226,-3.884,3.514,-5.52,4.943
Daniel Gafford,1629655,37,38,-0.124,0.176,-0.3,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.891,1.89,2.674,-3.83,3.581,-3.529,3.881,-5.541,4.94
Kobe Brown,1641738,124,126,-0.43,-0.106,-0.324,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.874,1.873,2.649,-4.103,3.242,-3.778,3.565,-5.517,4.869
Ochai Agbaji,1630534,82,86,-0.05,0.276,-0.326,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.881,1.881,2.66,-3.738,3.638,-3.41,3.962,-5.54,4.888
Jalen Johnson,1630552,101,108,-0.558,-0.223,-0.335,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.878,1.876,2.655,-4.239,3.122,-3.901,3.455,-5.538,4.868
JaVale McGee,201580,231,226,-0.564,-0.225,-0.339,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.853,1.854,2.621,-4.196,3.068,-3.859,3.409,-5.477,4.799
Max Christie,1631108,1,2,-0.469,-0.129,-0.34,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.899,1.899,2.685,-4.191,3.253,-3.85,3.592,-5.603,4.923
Russell Westbrook,201566,427,432,0.337,0.68,-0.343,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.83,1.83,2.587,-3.25,3.923,-2.906,4.266,-5.414,4.727
Danilo Gallinari,201568,353,355,-0.121,0.227,-0.348,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.831,1.83,2.588,-3.709,3.467,-3.36,3.814,-5.421,4.725
Karl-Anthony Towns,1626157,1038,1038,0.189,0.546,-0.357,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.75,1.75,2.474,-3.24,3.619,-2.883,3.976,-5.206,4.492
Grant Williams,1629684,1547,1541,0.083,0.442,-0.36,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.677,1.677,2.373,-3.203,3.369,-2.845,3.73,-5.01,4.291
Malik Williams,1642013,36,38,-0.106,0.258,-0.364,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.891,1.891,2.674,-3.812,3.6,-3.448,3.963,-5.605,4.877
Khem Birch,203920,87,90,-0.175,0.189,-0.364,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.88,1.88,2.659,-3.861,3.511,-3.495,3.874,-5.576,4.847
Kris Murray,1631200,113,115,-0.344,0.021,-0.365,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.875,1.875,2.652,-4.02,3.331,-3.654,3.696,-5.563,4.833
Jack White,1631298,43,40,-0.278,0.098,-0.376,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.889,1.89,2.672,-3.981,3.425,-3.607,3.802,-5.614,4.862
Onuralp Bitim,1641931,54,53,-0.178,0.205,-0.383,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.887,1.888,2.669,-3.877,3.521,-3.495,3.904,-5.614,4.849
Harrison Barnes,203084,661,667,-0.305,0.08,-0.384,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.8,1.799,2.545,-3.833,3.224,-3.447,3.607,-5.372,4.604
Bryn Forbes,1627854,104,108,-0.361,0.024,-0.385,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.877,1.876,2.654,-4.041,3.318,-3.654,3.701,-5.587,4.817
Coby White,1629632,499,509,0.064,0.456,-0.392,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.807,1.806,2.555,-3.478,3.607,-3.084,3.995,-5.399,4.616
Kelly Olynyk,203482,86,86,-0.107,0.287,-0.394,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.881,1.881,2.66,-3.794,3.58,-3.4,3.974,-5.608,4.821
Evan Fournier,203095,73,74,-0.831,-0.427,-0.404,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.883,1.883,2.663,-4.521,2.86,-4.117,3.263,-5.623,4.815
Brandon Ingram,1627742,802,810,0.306,0.711,-0.405,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.784,1.782,2.522,-3.19,3.802,-2.783,4.205,-5.348,4.538
Jabari Smith Jr.,1631095,134,135,-0.382,0.024,-0.406,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.871,1.871,2.646,-4.05,3.286,-3.643,3.692,-5.594,4.781
Nicolas Batum,201587,501,507,-0.495,-0.087,-0.407,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.802,1.801,2.548,-4.028,3.038,-3.618,3.443,-5.402,4.588
GG Jackson II,1641713,144,146,-0.494,-0.084,-0.41,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.87,1.869,2.644,-4.158,3.171,-3.748,3.58,-5.592,4.772
Lamar Stevens,1630205,25,26,-0.198,0.214,-0.412,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.893,1.893,2.677,-3.909,3.512,-3.497,3.924,-5.66,4.835
Jaxson Hayes,1629637,313,318,-0.354,0.06,-0.414,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.839,1.838,2.599,-3.958,3.25,-3.543,3.663,-5.509,4.68
Thanasis Antetokounmpo,203648,1,3,-0.127,0.293,-0.42,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.899,1.898,2.685,-3.849,3.595,-3.427,4.014,-5.683,4.843
Tre Mann,1630544,81,82,-0.14,0.287,-0.428,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.881,1.881,2.66,-3.828,3.547,-3.399,3.974,-5.642,4.787
Tyus Jones,1626145,704,694,-0.552,-0.119,-0.434,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.778,1.779,2.516,-4.038,2.933,-3.606,3.369,-5.366,4.498
Keita Bates-Diop,1628966,10,11,-0.25,0.184,-0.435,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.897,1.897,2.682,-3.968,3.467,-3.533,3.902,-5.692,4.822
Kessler Edwards,1630556,32,36,-0.036,0.417,-0.453,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.892,1.891,2.675,-3.744,3.672,-3.289,4.123,-5.696,4.789
Duop Reath,1641871,63,66,-0.161,0.293,-0.454,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.885,1.885,2.666,-3.856,3.534,-3.401,3.987,-5.679,4.77
Haywood Highsmith,1629312,384,399,-0.536,-0.082,-0.454,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.821,1.818,2.573,-4.105,3.033,-3.646,3.481,-5.497,4.589
Pete Nance,1631250,24,24,-0.324,0.131,-0.455,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.894,1.894,2.678,-4.036,3.388,-3.581,3.842,-5.704,4.794
Xavier Moon,1629875,137,137,-0.572,-0.11,-0.462,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.871,1.871,2.646,-4.24,3.096,-3.778,3.558,-5.649,4.725
Micah Potter,1630695,45,44,-0.218,0.25,-0.468,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.889,1.889,2.672,-3.92,3.485,-3.453,3.953,-5.704,4.769
Serge Ibaka,201586,1,2,-0.555,-0.069,-0.486,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.899,1.899,2.685,-4.277,3.167,-3.791,3.652,-5.749,4.777
Jared Butler,1630215,95,100,-0.116,0.372,-0.488,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.879,1.878,2.656,-3.798,3.567,-3.308,4.052,-5.694,4.719
Josh Richardson,1626196,93,99,-0.045,0.453,-0.498,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.879,1.877,2.655,-3.727,3.637,-3.226,4.133,-5.703,4.706
AJ Lawson,1630639,50,51,-0.56,-0.06,-0.5,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.888,1.888,2.67,-4.26,3.14,-3.76,3.64,-5.733,4.732
TyTy Washington Jr.,1631102,12,11,-0.581,-0.081,-0.5,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.896,1.897,2.682,-4.298,3.136,-3.798,3.637,-5.757,4.756
Nic Claxton,1629651,568,578,-0.618,-0.116,-0.503,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.795,1.794,2.539,-4.136,2.9,-3.631,3.4,-5.479,4.474
Anthony Gill,1630264,72,73,0.01,0.533,-0.523,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.883,1.883,2.663,-3.681,3.702,-3.158,4.224,-5.743,4.697
Damion Lee,1627814,259,261,-0.583,-0.059,-0.523,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.844,1.843,2.607,-4.197,3.032,-3.672,3.554,-5.634,4.587
Rayan Rupert,1641712,78,78,-0.155,0.37,-0.525,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.882,1.882,2.662,-3.844,3.534,-3.319,4.059,-5.742,4.692
Landry Shamet,1629013,637,640,-0.442,0.086,-0.527,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.782,1.781,2.519,-3.933,3.05,-3.405,3.577,-5.465,4.411
Jalen Green,1630224,117,114,-0.183,0.348,-0.53,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.875,1.875,2.652,-3.858,3.492,-3.328,4.024,-5.728,4.667
Jaylen Nowell,1629669,133,139,0.124,0.662,-0.537,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.87,1.869,2.644,-3.541,3.789,-3.001,4.324,-5.719,4.644
Scottie Barnes,1630567,316,316,-0.314,0.224,-0.539,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.84,1.84,2.603,-3.921,3.293,-3.383,3.832,-5.64,4.563
Trey Jemison,1641998,126,127,-0.236,0.304,-0.54,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.873,1.873,2.649,-3.907,3.435,-3.367,3.975,-5.732,4.652
Josh Giddey,1630581,157,156,-0.148,0.394,-0.542,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.867,1.867,2.641,-3.808,3.512,-3.266,4.055,-5.718,4.634
Cedi Osman,1626224,197,208,-0.533,0.013,-0.546,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.859,1.857,2.627,-4.176,3.11,-3.626,3.653,-5.695,4.604
Precious Achiuwa,1630173,328,322,-0.164,0.386,-0.55,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.838,1.839,2.6,-3.766,3.438,-3.218,3.99,-5.646,4.545
Justin Holiday,203200,56,60,-0.422,0.128,-0.55,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.887,1.886,2.668,-4.12,3.276,-3.568,3.824,-5.779,4.678
Josh Green,1630182,221,222,-0.073,0.478,-0.551,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.852,1.852,2.619,-3.704,3.557,-3.152,4.108,-5.685,4.582
Moses Brown,1629650,43,44,-0.173,0.38,-0.553,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.889,1.889,2.672,-3.876,3.53,-3.323,4.083,-5.79,4.684
Trayce Jackson-Davis,1631218,109,114,-0.231,0.326,-0.557,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.875,1.874,2.651,-3.906,3.444,-3.347,4.0,-5.754,4.639
Doug McDermott,203926,28,25,0.319,0.901,-0.582,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.893,1.893,2.677,-3.391,4.029,-2.81,4.612,-5.829,4.666
Tim Hardaway Jr.,203501,66,70,-0.417,0.168,-0.585,2022-23-24,playoff,dummy,3000.0,3000.0,9486.83298050514,17782.794100389234,1.884,1.883,2.664,-4.111,3.276,-3.523,3.86,-5.807,4.636
