Season,PLAYER_ID,Name,bref_name,bref_debut_year,Rookie_Age,Rookie_Age_Bin,Rookie_Poss,Cohort_Definition,MPG,Tier,Poss_Off,Poss_Def,Poss,Off,Def,RAPM,VORP_Off,VORP_Def,VORP,Off_at_ref,Def_at_ref,RAPM_at_ref,Off_above_curve,Def_above_curve,RAPM_above_curve,name_key,BRef_Player_ID,BRef_Player,BRef_Pos,BRef_Age,BRef_Experience,BRef_G,BRef_MP,BRef_MPG,BRef_PER,BRef_OWS,BRef_DWS,BRef_WS,BRef_WS48,BRef_OBPM,BRef_DBPM,BRef_BPM,BRef_VORP
1999,1710,Mike Bibby,Mike Bibby,1999.0,21,21,6508,"BRef debut season, age >= 18, age <= 22, possessions >= 1000",35.12,35-40,3258,3250,6508,0.994,0.318,0.676,2.033,2.178,-0.145,2.541473608196182,-0.3230819124007874,2.8645143714946277,-0.3684353375237952,0.7447921937008009,-1.1131974266902387,mike bibby,3140.0,Mike Bibby,PG,20.0,1.0,50.0,1758.0,35.16,14.8,1.1,0.2,1.3,0.035,-0.2,-1.6,-1.8,0.1
1999,1727,Pat Garrity,Pat Garrity,1999.0,22,22,2240,"BRef debut season, age >= 18, age <= 22, possessions >= 1000",13.85,10-15,1126,1114,2240,-0.632,-0.758,0.126,2.045,0.217,1.828,0.3998516723070399,-1.229014170593623,1.6288370357144697,-2.510057273412938,-0.1611400644920347,-2.348874762470397,pat garrity,3144.0,Pat Garrity,PF,22.0,1.0,39.0,538.0,13.794871794871796,13.0,0.9,0.2,1.1,0.101,-1.1,-1.9,-3.0,-0.1
1999,1718,Paul Pierce,Paul Pierce*,1999.0,21,21,6189,"BRef debut season, age >= 18, age <= 22, possessions >= 1000",33.97,30-35,3092,3097,6189,2.54,-0.074,2.615,4.095,1.426,2.669,4.087473608196182,-0.7150819124007873,4.803514371494628,1.1775646624762048,0.3527921937008008,0.8258025733097616,paul pierce,3146.0,Paul Pierce,SF,21.0,1.0,48.0,1632.0,34.0,19.2,2.9,2.0,4.9,0.144,3.4,0.3,3.7,2.3
1999,978,Peja Stojakovic,Peja Stojakovic,1999.0,22,22,4279,"BRef debut season, age >= 18, age <= 22, possessions >= 1000",21.36,20-25,2134,2145,4279,0.236,-0.591,0.827,2.317,0.806,1.512,1.26785167230704,-1.0620141705936228,2.3298370357144695,-1.6420572734129375,0.0058599355079652,-1.6478747624703969,peja stojakovic,3147.0,Peja Stojaković,SF,21.0,1.0,48.0,1025.0,21.354166666666668,13.5,1.0,0.7,1.7,0.081,0.5,-0.5,0.1,0.5
1999,1729,Ricky Davis,Ricky Davis,1999.0,19,19,2101,"BRef debut season, age >= 18, age <= 22, possessions >= 1000",12.18,10-15,1050,1051,2101,-1.466,-0.672,-0.794,1.211,0.303,0.909,1.4439089457199776,-1.7398741061015883,3.1837117981848664,-1.466,-0.672,-0.794,ricky davis,3153.0,Ricky Davis,SG,19.0,1.0,46.0,557.0,12.108695652173912,12.9,-0.4,0.5,0.2,0.015,-1.6,-0.5,-2.1,0.0
1999,1714,Robert Traylor,Robert Traylor,1999.0,22,22,3021,"BRef debut season, age >= 18, age <= 22, possessions >= 1000",16.03,15-20,1503,1518,3021,1.977,-1.6,3.578,4.245,0.11,4.135,3.00885167230704,-2.071014170593623,5.080837035714469,0.0989427265870623,-1.003140064492035,1.103125237529603,robert traylor,3154.0,Robert Traylor,C,21.0,1.0,49.0,786.0,16.040816326530614,17.0,1.3,1.2,2.5,0.152,-0.8,1.7,0.9,0.6
1999,1713,Vince Carter,Vince Carter,1999.0,22,22,6541,"BRef debut season, age >= 18, age <= 22, possessions >= 1000",35.22,35-40,3271,3270,6541,3.987,-1.417,5.404,5.027,0.443,4.584,5.01885167230704,-1.8880141705936229,6.906837035714469,2.1089427265870624,-0.8201400644920348,2.929125237529603,vince carter,3166.0,Vince Carter,SF,22.0,1.0,50.0,1760.0,35.2,19.6,3.6,1.4,5.0,0.136,3.1,-0.4,2.8,2.1
2000,1884,Baron Davis,Baron Davis,2000.0,21,21,6238,"BRef debut season, age >= 18, age <= 22, possessions >= 1000",18.58,15-20,3111,3127,6238,0.146,-0.846,0.993,2.842,0.706,2.136,1.6934736081961823,-1.4870819124007872,3.1815143714946275,-1.2164353375237953,-0.4192078062991992,-0.7961974266902386,baron davis,3173.0,Baron Davis,PG,20.0,1.0,82.0,1523.0,18.573170731707318,12.9,-0.1,2.2,2.1,0.065,-2.0,1.2,-0.8,0.5
2000,1894,Corey Maggette,Corey Maggette,2000.0,20,20,5581,"BRef debut season, age >= 18, age <= 22, possessions >= 1000",17.76,15-20,2794,2787,5581,0.839,0.603,0.236,3.535,2.155,1.38,3.011503261806547,-0.2365525271330928,3.2480004335382437,0.1015943160865691,0.8313215789684953,-0.7297113646466223,corey maggette,3178.0,Corey Maggette,SF,20.0,1.0,77.0,1370.0,17.792207792207794,14.1,1.2,1.4,2.6,0.091,-1.5,-1.0,-2.5,-0.2
2000,1904,Devean George,Devean George,2000.0,22,22,1565,"BRef debut season, age >= 18, age <= 22, possessions >= 1000",6.95,5-10,777,788,1565,-2.128,-1.246,-0.883,0.086,-0.585,0.671,-1.0961483276929602,-1.717014170593623,0.6198370357144696,-4.006057273412938,-0.6491400644920348,-3.357874762470397,devean george,3183.0,Devean George,SF,22.0,1.0,49.0,345.0,7.040816326530612,12.1,0.1,0.6,0.7,0.093,-2.5,-1.0,-3.5,-0.1
2000,1901,Dion Glover,Dion Glover,2000.0,21,21,1753,"BRef debut season, age >= 18, age <= 22, possessions >= 1000",14.92,10-15,872,881,1753,-2.796,0.573,-3.369,-0.239,1.572,-1.811,-1.2485263918038174,-0.0680819124007874,-1.1804856285053726,-4.158435337523795,0.9997921937008007,-5.158197426690239,dion glover,3184.0,Dion Glover,SG,21.0,1.0,30.0,446.0,14.866666666666667,12.4,0.2,0.1,0.3,0.029,-1.0,-1.6,-2.6,-0.1
2000,1882,Elton Brand,Elton Brand,2000.0,21,21,11151,"BRef debut season, age >= 18, age <= 22, possessions >= 1000",37.0,35-40,5583,5568,11151,3.02,2.321,0.7,3.235,4.391,-1.156,4.567473608196183,1.6799180875992128,2.888514371494628,1.6575646624762048,2.7477921937008007,-1.089197426690239,elton brand,3186.0,Elton Brand,PF,20.0,1.0,81.0,2999.0,37.02469135802469,20.6,4.2,3.3,7.5,0.121,2.2,-0.9,1.3,2.5
2000,1891,Jason Terry,Jason Terry,2000.0,22,22,7309,"BRef debut season, age >= 18, age <= 22, possessions >= 1000",23.29,20-25,3661,3648,7309,-0.335,0.509,-0.844,2.14,2.558,-0.418,0.6968516723070399,0.037985829406377,0.6588370357144696,-2.2130572734129377,1.1058599355079652,-3.3188747624703967,jason terry,3194.0,Jason Terry,PG,22.0,1.0,81.0,1888.0,23.308641975308642,13.9,0.9,0.9,1.9,0.047,-0.4,-0.6,-1.0,0.5
