cohort,Rookie_Age_Bin,Season,series,value,n_players,weight_sum
Top 20 minutes,19,2008,BRef BPM,-0.1,1,2768.0
Top 20 minutes,19,2009,BRef BPM,-2.3,1,1129.0
Top 20 minutes,19,2011,BRef BPM,-3.2,1,1535.0
Top 20 minutes,19,2012,BRef BPM,-4.6,1,1455.0
Top 20 minutes,19,2013,BRef BPM,-0.6601897184822522,2,3268.0
Top 20 minutes,19,2014,BRef BPM,-2.6535390946502058,2,2430.0
Top 20 minutes,19,2015,BRef BPM,-3.8121652639632746,2,2614.0
Top 20 minutes,19,2016,BRef BPM,-3.733708587970408,2,3109.0
Top 20 minutes,19,2017,BRef BPM,-3.653089643167972,3,4596.0
Top 20 minutes,19,2018,BRef BPM,-5.0,1,1706.0
Top 20 minutes,19,2019,BRef BPM,-0.3,1,1515.0
Top 20 minutes,19,2020,BRef BPM,-2.5661040787623066,2,1422.0
Top 20 minutes,19,2021,BRef BPM,-1.9870770128354724,4,6856.0
Top 20 minutes,19,2022,BRef BPM,-1.8021165012174565,4,5339.0
Top 20 minutes,19,2023,BRef BPM,-0.8,2,3071.0
Top 20 minutes,19,2024,BRef BPM,-2.5028735632183907,3,3828.0
Top 20 minutes,20,1997,BRef BPM,-1.393354743083004,3,8096.0
Top 20 minutes,20,1999,BRef BPM,1.5,1,988.0
Top 20 minutes,20,2000,BRef BPM,-0.7671089080040823,4,6859.0
Top 20 minutes,20,2001,BRef BPM,-7.699999999999999,1,293.0
Top 20 minutes,20,2002,BRef BPM,-1.259524883476169,5,6651.0
Top 20 minutes,20,2003,BRef BPM,-2.1335371942086865,5,8012.0
Top 20 minutes,20,2004,BRef BPM,-1.3859838643511555,4,7313.0
Top 20 minutes,20,2005,BRef BPM,-2.081870138117161,5,6299.0
Top 20 minutes,20,2006,BRef BPM,-3.487449933244326,4,4494.0
Top 20 minutes,20,2007,BRef BPM,-2.00064302416212,4,5132.0
Top 20 minutes,20,2008,BRef BPM,-2.647012273901808,5,6192.0
Top 20 minutes,20,2009,BRef BPM,-0.7599371026184453,7,14627.0
Top 20 minutes,20,2010,BRef BPM,-0.28959459459459463,6,11840.0
Top 20 minutes,20,2011,BRef BPM,-2.1681026979982594,4,6894.0
Top 20 minutes,20,2012,BRef BPM,-0.6632000000000002,4,5500.0
Top 20 minutes,20,2013,BRef BPM,-0.9156236574538166,4,6983.0
Top 20 minutes,20,2014,BRef BPM,-3.9786180631120787,2,1838.0
Top 20 minutes,20,2015,BRef BPM,-3.1765110941086454,6,7842.0
Top 20 minutes,20,2016,BRef BPM,-1.6388433439295074,10,17931.0
Top 20 minutes,20,2017,BRef BPM,-2.468886123210952,5,4821.0
Top 20 minutes,20,2018,BRef BPM,-1.1712082104228123,10,16272.0
Top 20 minutes,20,2019,BRef BPM,-1.0435477689570216,9,18265.0
Top 20 minutes,20,2020,BRef BPM,-2.7041803458087106,9,13707.0
Top 20 minutes,20,2021,BRef BPM,-3.468498397561166,11,12793.0
Top 20 minutes,20,2022,BRef BPM,-1.6446831200487508,7,13128.0
Top 20 minutes,20,2023,BRef BPM,-3.438297180924527,8,12309.0
Top 20 minutes,20,2024,BRef BPM,-2.041522542498152,10,13530.0
Top 20 minutes,21,1997,BRef BPM,-2.0585429598170535,4,6122.0
Top 20 minutes,21,1998,BRef BPM,-1.6881082062454609,3,5508.0
Top 20 minutes,21,1999,BRef BPM,-0.1227245449089817,5,4999.0
Top 20 minutes,21,2000,BRef BPM,0.3060990338164251,3,4968.0
Top 20 minutes,21,2001,BRef BPM,-2.072286053882726,8,10096.0
Top 20 minutes,21,2002,BRef BPM,0.43938886563415647,7,11945.0
Top 20 minutes,21,2003,BRef BPM,-1.6538623481781378,4,6175.0
Top 20 minutes,21,2004,BRef BPM,-2.2542565805074695,4,4217.0
Top 20 minutes,21,2005,BRef BPM,-0.54345302085573,2,4651.0
Top 20 minutes,21,2006,BRef BPM,0.9768248563524154,5,9398.0
Top 20 minutes,21,2007,BRef BPM,-1.545981570045492,7,8573.0
Top 20 minutes,21,2008,BRef BPM,-3.3555820231856437,5,6297.0
Top 20 minutes,21,2009,BRef BPM,-1.4724406779661017,9,14750.0
Top 20 minutes,21,2010,BRef BPM,-2.0424993477693714,2,3833.0
Top 20 minutes,21,2011,BRef BPM,-1.677902390929258,6,8114.0
Top 20 minutes,21,2012,BRef BPM,-1.3600128287363695,7,7795.0
Top 20 minutes,21,2013,BRef BPM,-2.5944540528075635,7,8673.0
Top 20 minutes,21,2014,BRef BPM,-3.5242323025536044,8,9281.0
Top 20 minutes,21,2015,BRef BPM,-1.3777400781410651,6,9726.0
Top 20 minutes,21,2016,BRef BPM,-0.35317428224828146,4,4946.0
Top 20 minutes,21,2017,BRef BPM,-2.716060247080725,6,5909.0
Top 20 minutes,21,2018,BRef BPM,0.2900957835489285,5,10127.0
Top 20 minutes,21,2019,BRef BPM,-1.9857927891703528,6,7461.0
Top 20 minutes,21,2020,BRef BPM,-3.6570906535488406,6,7115.0
Top 20 minutes,21,2021,BRef BPM,-0.5818151705862868,2,3019.0
Top 20 minutes,21,2022,BRef BPM,-2.1687945560596242,7,9258.0
Top 20 minutes,21,2023,BRef BPM,-1.561698657633923,5,7971.0
Top 20 minutes,21,2024,BRef BPM,-1.0074842939087683,4,7322.0
Top 20 minutes,22,1997,BRef BPM,-2.5620721365076116,9,9787.0
Top 20 minutes,22,1998,BRef BPM,-0.10718007370695133,9,15738.0
Top 20 minutes,22,1999,BRef BPM,0.16410855499640542,7,5564.0
Top 20 minutes,22,2000,BRef BPM,-1.8945855165927716,7,7443.0
Top 20 minutes,22,2001,BRef BPM,-3.3798604563454653,5,5303.0
Top 20 minutes,22,2002,BRef BPM,-1.8175678203928904,5,5345.0
Top 20 minutes,22,2003,BRef BPM,-2.2060182697474477,9,11166.0
Top 20 minutes,22,2004,BRef BPM,-2.296187223042836,7,10832.0
Top 20 minutes,22,2005,BRef BPM,-0.6730758246465801,9,14006.0
Top 20 minutes,22,2006,BRef BPM,-2.3922722572153803,9,10637.0
Top 20 minutes,22,2007,BRef BPM,-1.2447077102349968,9,10298.0
Top 20 minutes,22,2008,BRef BPM,-2.2973746581586143,9,10970.0
Top 20 minutes,22,2009,BRef BPM,-2.6521931441208997,3,5426.0
Top 20 minutes,22,2010,BRef BPM,-0.758547398617812,12,15338.0
Top 20 minutes,22,2011,BRef BPM,-1.2369809992962701,9,11368.0
Top 20 minutes,22,2012,BRef BPM,-1.3459228675987613,8,10657.0
Top 20 minutes,22,2013,BRef BPM,-1.6250370841279933,7,9438.0
Top 20 minutes,22,2014,BRef BPM,-1.8840056617126677,8,9891.0
Top 20 minutes,22,2015,BRef BPM,-2.85130302453871,6,5257.0
Top 20 minutes,22,2016,BRef BPM,-0.6285677352637022,4,3868.0
Top 20 minutes,22,2017,BRef BPM,-3.5869585324495143,6,6487.0
Top 20 minutes,22,2018,BRef BPM,-2.097342793544797,4,7188.0
Top 20 minutes,22,2019,BRef BPM,-1.961261881801901,4,7259.0
Top 20 minutes,22,2020,BRef BPM,-2.9211683848797256,3,4365.0
Top 20 minutes,22,2021,BRef BPM,-0.35829638273045505,3,4285.0
Top 20 minutes,22,2022,BRef BPM,-2.8805717998700455,2,3078.0
Top 20 minutes,22,2023,BRef BPM,-1.296356046931408,5,8864.0
Top 20 minutes,22,2024,BRef BPM,0.41955778436289015,3,4387.0
Top 20 minutes,18,1997,BRef VORP,0.2946188340807175,2,1561.0
Top 20 minutes,18,2006,BRef VORP,-0.4000000000000001,1,338.0
Top 20 minutes,19,1998,BRef VORP,0.8,1,1179.0
Top 20 minutes,19,1999,BRef VORP,0.0,1,557.0
Top 20 minutes,19,2001,BRef VORP,0.8,1,2133.0
Top 20 minutes,19,2002,BRef VORP,-0.5050522061300101,3,2969.0
Top 20 minutes,19,2004,BRef VORP,2.9,1,3122.0
Top 20 minutes,19,2005,BRef VORP,0.6158528337616664,4,7393.0
Top 20 minutes,19,2006,BRef VORP,-0.1,1,1070.0
Top 20 minutes,19,2008,BRef VORP,1.3,1,2768.0
Top 20 minutes,19,2009,BRef VORP,-0.1,1,1129.0
Top 20 minutes,19,2011,BRef VORP,-0.5,1,1535.0
Top 20 minutes,19,2012,BRef VORP,-1.0,1,1455.0
Top 20 minutes,19,2013,BRef VORP,0.3466034271725826,2,3268.0
Top 20 minutes,19,2014,BRef VORP,-0.2,2,2430.0
Top 20 minutes,19,2015,BRef VORP,-0.8255929609793421,2,2614.0
Top 20 minutes,19,2016,BRef VORP,-0.6287873914441943,2,3109.0
Top 20 minutes,19,2017,BRef VORP,-0.7820931244560487,3,4596.0
Top 20 minutes,19,2018,BRef VORP,-1.3,1,1706.0
Top 20 minutes,19,2019,BRef VORP,0.7,1,1515.0
Top 20 minutes,19,2020,BRef VORP,-0.14838255977496487,2,1422.0
Top 20 minutes,19,2021,BRef VORP,0.03348891481913651,4,6856.0
Top 20 minutes,19,2022,BRef VORP,0.16643566210900915,4,5339.0
Top 20 minutes,19,2023,BRef VORP,0.454379680885705,2,3071.0
Top 20 minutes,19,2024,BRef VORP,-0.28827063740856845,3,3828.0
Top 20 minutes,20,1997,BRef VORP,0.3770009881422925,3,8096.0
Top 20 minutes,20,1999,BRef VORP,0.9,1,988.0
Top 20 minutes,20,2000,BRef VORP,0.9771978422510571,4,6859.0
Top 20 minutes,20,2001,BRef VORP,-0.4,1,293.0
Top 20 minutes,20,2002,BRef VORP,0.430927680048113,5,6651.0
Top 20 minutes,20,2003,BRef VORP,0.2199700449326011,5,8012.0
Top 20 minutes,20,2004,BRef VORP,0.7815123752222072,4,7313.0
Top 20 minutes,20,2005,BRef VORP,0.07858390220669949,5,6299.0
Top 20 minutes,20,2006,BRef VORP,-0.5493991989319092,4,4494.0
Top 20 minutes,20,2007,BRef VORP,-0.020011691348402187,4,5132.0
Top 20 minutes,20,2008,BRef VORP,-0.14777131782945738,5,6192.0
Top 20 minutes,20,2009,BRef VORP,0.7300334996923498,7,14627.0
Top 20 minutes,20,2010,BRef VORP,1.0600591216216217,6,11840.0
Top 20 minutes,20,2011,BRef VORP,0.07467362924281991,4,6894.0
Top 20 minutes,20,2012,BRef VORP,0.5319454545454545,4,5500.0
Top 20 minutes,20,2013,BRef VORP,0.6135185450379494,4,6983.0
Top 20 minutes,20,2014,BRef VORP,-0.37899891186071816,2,1838.0
Top 20 minutes,20,2015,BRef VORP,-0.4942744197908696,6,7842.0
Top 20 minutes,20,2016,BRef VORP,0.31917349841057396,10,17931.0
Top 20 minutes,20,2017,BRef VORP,-0.16689483509645303,5,4821.0
Top 20 minutes,20,2018,BRef VORP,0.45404375614552606,10,16272.0
Top 20 minutes,20,2019,BRef VORP,0.5066192170818505,9,18265.0
Top 20 minutes,20,2020,BRef VORP,-0.30339972276938787,9,13707.0
Top 20 minutes,20,2021,BRef VORP,-0.6180958336590323,11,12793.0
Top 20 minutes,20,2022,BRef VORP,0.3597577696526509,7,13128.0
Top 20 minutes,20,2023,BRef VORP,-0.5580875781948168,8,12309.0
Top 20 minutes,20,2024,BRef VORP,0.181640798226164,10,13530.0
Top 20 minutes,21,1997,BRef VORP,0.2301208755308723,4,6122.0
Top 20 minutes,21,1998,BRef VORP,0.23496732026143796,3,5508.0
Top 20 minutes,21,1999,BRef VORP,0.7741548309661932,5,4999.0
Top 20 minutes,21,2000,BRef VORP,1.6534621578099837,3,4968.0
Top 20 minutes,21,2001,BRef VORP,0.11698692551505546,8,10096.0
Top 20 minutes,21,2002,BRef VORP,1.5674843030556718,7,11945.0
Top 20 minutes,21,2003,BRef VORP,0.21049392712550608,4,6175.0
Top 20 minutes,21,2004,BRef VORP,0.04728479962058334,4,4217.0
Top 20 minutes,21,2005,BRef VORP,1.0747796172866049,2,4651.0
Top 20 minutes,21,2006,BRef VORP,2.0277718663545437,5,9398.0
Top 20 minutes,21,2007,BRef VORP,0.1785022745829932,7,8573.0
Top 20 minutes,21,2008,BRef VORP,-0.6959028108623154,5,6297.0
Top 20 minutes,21,2009,BRef VORP,0.41404067796610167,9,14750.0
Top 20 minutes,21,2010,BRef VORP,-0.1102269762588051,2,3833.0
Top 20 minutes,21,2011,BRef VORP,0.33062607838304164,6,8114.0
Top 20 minutes,21,2012,BRef VORP,0.3704169339320077,7,7795.0
Top 20 minutes,21,2013,BRef VORP,-0.1026634382566586,7,8673.0
Top 20 minutes,21,2014,BRef VORP,-0.49155263441439506,8,9281.0
Top 20 minutes,21,2015,BRef VORP,0.3911782850092536,6,9726.0
Top 20 minutes,21,2016,BRef VORP,0.7358269308532147,4,4946.0
Top 20 minutes,21,2017,BRef VORP,-0.27755965476391947,6,5909.0
Top 20 minutes,21,2018,BRef VORP,1.7077021822849805,5,10127.0
Top 20 minutes,21,2019,BRef VORP,0.10333735424205867,6,7461.0
Top 20 minutes,21,2020,BRef VORP,-0.5039775122979621,6,7115.0
Top 20 minutes,21,2021,BRef VORP,0.6988406757204373,2,3019.0
Top 20 minutes,21,2022,BRef VORP,0.10522791099589542,7,9258.0
Top 20 minutes,21,2023,BRef VORP,0.02058712834023335,5,7971.0
Top 20 minutes,21,2024,BRef VORP,0.36907948647910416,4,7322.0
Top 20 minutes,22,1997,BRef VORP,0.3334423214468173,9,9787.0
Top 20 minutes,22,1998,BRef VORP,1.563578599567925,9,15738.0
Top 20 minutes,22,1999,BRef VORP,0.8319374550682963,7,5564.0
Top 20 minutes,22,2000,BRef VORP,0.09259707107349187,7,7443.0
Top 20 minutes,22,2001,BRef VORP,-0.48974165566660377,5,5303.0
Top 20 minutes,22,2002,BRef VORP,0.12346117867165576,5,5345.0
Top 20 minutes,22,2003,BRef VORP,0.17284614006806373,9,11166.0
Top 20 minutes,22,2004,BRef VORP,-0.09190361890694243,7,10832.0
Top 20 minutes,22,2005,BRef VORP,0.6065757532486078,9,14006.0
Top 20 minutes,22,2006,BRef VORP,0.09166118266428507,9,10637.0
Top 20 minutes,22,2007,BRef VORP,0.19856282773354048,9,10298.0
Top 20 minutes,22,2008,BRef VORP,-0.08476754785779399,9,10970.0
Top 20 minutes,22,2009,BRef VORP,-0.37379284924437894,3,5426.0
Top 20 minutes,22,2010,BRef VORP,0.6567349067675056,12,15338.0
Top 20 minutes,22,2011,BRef VORP,0.8995777621393385,9,11368.0
Top 20 minutes,22,2012,BRef VORP,0.22913577929999063,8,10657.0
Top 20 minutes,22,2013,BRef VORP,0.5137847001483367,7,9438.0
Top 20 minutes,22,2014,BRef VORP,0.2402588211505409,8,9891.0
Top 20 minutes,22,2015,BRef VORP,-0.1996575993912878,6,5257.0
Top 20 minutes,22,2016,BRef VORP,0.3741726990692865,4,3868.0
Top 20 minutes,22,2017,BRef VORP,-0.5581778942500385,6,6487.0
Top 20 minutes,22,2018,BRef VORP,-0.05043127434613242,4,7188.0
Top 20 minutes,22,2019,BRef VORP,0.07164898746383798,4,7259.0
Top 20 minutes,22,2020,BRef VORP,-0.6140664375715921,3,4365.0
Top 20 minutes,22,2021,BRef VORP,0.5993698949824972,3,4285.0
Top 20 minutes,22,2022,BRef VORP,-0.22014294996751135,2,3078.0
Top 20 minutes,22,2023,BRef VORP,0.4702391696750902,5,8864.0
Top 20 minutes,22,2024,BRef VORP,1.6801230909505356,3,4387.0
Top 20 minutes,18,1997,RAPM VORP,0.5428320726172465,2,6610.0
Top 20 minutes,18,2006,RAPM VORP,-2.057,1,1304.0
Top 20 minutes,19,1998,RAPM VORP,-1.417,1,4688.0
Top 20 minutes,19,1999,RAPM VORP,0.909,1,2101.0
Top 20 minutes,19,2001,RAPM VORP,4.154,1,7911.0
Top 20 minutes,19,2002,RAPM VORP,-0.30158614718614724,3,11550.0
Top 20 minutes,19,2004,RAPM VORP,3.668,1,11925.0
Top 20 minutes,19,2005,RAPM VORP,-0.3538040552474478,4,28309.0
Top 20 minutes,19,2006,RAPM VORP,-2.98,1,4007.0
Top 20 minutes,19,2008,RAPM VORP,-0.872,1,11062.0
Top 20 minutes,19,2009,RAPM VORP,-1.439,1,4674.0
Top 20 minutes,19,2011,RAPM VORP,-0.565,1,5712.0
Top 20 minutes,19,2012,RAPM VORP,-2.899,1,5467.0
Top 20 minutes,19,2013,RAPM VORP,0.7321289535734612,2,12299.0
Top 20 minutes,19,2014,RAPM VORP,1.8779998938316171,2,9419.0
Top 20 minutes,19,2015,RAPM VORP,2.1707729483282674,2,9870.0
Top 20 minutes,19,2016,RAPM VORP,-2.118767142857143,2,12600.0
Top 20 minutes,19,2017,RAPM VORP,-0.9481768610715979,3,18981.0
Top 20 minutes,19,2018,RAPM VORP,0.82,1,6867.0
Top 20 minutes,19,2019,RAPM VORP,-0.45,1,5940.0
Top 20 minutes,19,2020,RAPM VORP,-0.42132202531645563,2,5925.0
Top 20 minutes,19,2021,RAPM VORP,-0.3697157393901506,4,28794.0
Top 20 minutes,19,2022,RAPM VORP,-1.261218794326241,4,22560.0
Top 20 minutes,19,2023,RAPM VORP,0.688619756427605,2,12563.0
Top 20 minutes,19,2024,RAPM VORP,-1.3155854040182766,3,15977.0
Top 20 minutes,20,1997,RAPM VORP,-1.728069710467706,3,31430.0
Top 20 minutes,20,1999,RAPM VORP,1.447,1,4504.0
Top 20 minutes,20,2000,RAPM VORP,2.462727930211751,4,26824.0
Top 20 minutes,20,2001,RAPM VORP,-1.607,1,1182.0
Top 20 minutes,20,2002,RAPM VORP,0.6600255282352054,5,26598.0
Top 20 minutes,20,2003,RAPM VORP,0.09932902115727758,5,31384.0
Top 20 minutes,20,2004,RAPM VORP,0.46939643011371823,4,27788.0
Top 20 minutes,20,2005,RAPM VORP,1.425704759959142,5,24475.0
Top 20 minutes,20,2006,RAPM VORP,0.977185187309965,4,17431.0
Top 20 minutes,20,2007,RAPM VORP,1.9678119197652606,4,20789.0
Top 20 minutes,20,2008,RAPM VORP,1.3916664775950085,5,24682.0
Top 20 minutes,20,2009,RAPM VORP,-0.2785985207562894,7,57597.0
Top 20 minutes,20,2010,RAPM VORP,0.7435470417890887,6,47309.0
Top 20 minutes,20,2011,RAPM VORP,-0.8020832180642267,4,26749.0
Top 20 minutes,20,2012,RAPM VORP,0.6743276641854331,4,21226.0
Top 20 minutes,20,2013,RAPM VORP,-0.7263365296803654,4,26280.0
Top 20 minutes,20,2014,RAPM VORP,-1.061456197576887,2,8584.0
Top 20 minutes,20,2015,RAPM VORP,-0.5497977571539058,6,31032.0
Top 20 minutes,20,2016,RAPM VORP,-0.4267157034282902,10,73156.0
Top 20 minutes,20,2017,RAPM VORP,0.1013319191533988,5,20978.0
Top 20 minutes,20,2018,RAPM VORP,0.6047375317536634,10,69677.0
Top 20 minutes,20,2019,RAPM VORP,0.42156631294566893,9,76991.0
Top 20 minutes,20,2020,RAPM VORP,-1.2302926833294814,9,60574.0
Top 20 minutes,20,2021,RAPM VORP,0.12546644450140995,11,58515.0
Top 20 minutes,20,2022,RAPM VORP,-0.8111642578656271,7,55145.0
Top 20 minutes,20,2023,RAPM VORP,-0.928355711933511,8,51016.0
Top 20 minutes,20,2024,RAPM VORP,-0.9937217559369351,10,55879.0
Top 20 minutes,21,1997,RAPM VORP,-0.09459547845266367,4,23576.0
Top 20 minutes,21,1998,RAPM VORP,-2.44754541561593,3,21017.0
Top 20 minutes,21,1999,RAPM VORP,0.9726784098770688,5,18791.0
Top 20 minutes,21,2000,RAPM VORP,-0.14318623968237373,3,19142.0
Top 20 minutes,21,2001,RAPM VORP,0.868940498000258,8,38755.0
Top 20 minutes,21,2002,RAPM VORP,3.35253099822623,7,46793.0
Top 20 minutes,21,2003,RAPM VORP,-1.172304245283019,4,25016.0
Top 20 minutes,21,2004,RAPM VORP,0.5353190775160067,4,16087.0
Top 20 minutes,21,2005,RAPM VORP,3.8401483315954117,2,19180.0
Top 20 minutes,21,2006,RAPM VORP,2.7397756942139617,5,36156.0
Top 20 minutes,21,2007,RAPM VORP,3.0861455473071744,7,34889.0
Top 20 minutes,21,2008,RAPM VORP,-0.8274511387497981,5,24764.0
Top 20 minutes,21,2009,RAPM VORP,-0.47530365107913675,9,55600.0
Top 20 minutes,21,2010,RAPM VORP,-0.710325054690516,2,15542.0
Top 20 minutes,21,2011,RAPM VORP,0.0519997455389803,6,31439.0
Top 20 minutes,21,2012,RAPM VORP,0.8997614949828528,7,31492.0
Top 20 minutes,21,2013,RAPM VORP,0.3926896541909777,7,35135.0
Top 20 minutes,21,2014,RAPM VORP,0.383481223732329,8,36642.0
Top 20 minutes,21,2015,RAPM VORP,1.8976001031991738,6,38760.0
Top 20 minutes,21,2016,RAPM VORP,0.3958578682755153,4,19890.0
Top 20 minutes,21,2017,RAPM VORP,-0.6480979490664855,6,25013.0
Top 20 minutes,21,2018,RAPM VORP,0.7390080811246416,5,44672.0
Top 20 minutes,21,2019,RAPM VORP,-0.22407752748471313,6,31563.0
Top 20 minutes,21,2020,RAPM VORP,0.2038053301304941,6,30806.0
Top 20 minutes,21,2021,RAPM VORP,-0.14929427749360616,2,12512.0
Top 20 minutes,21,2022,RAPM VORP,-0.4848562375003248,7,38501.0
Top 20 minutes,21,2023,RAPM VORP,-0.6528841053642147,5,33332.0
Top 20 minutes,21,2024,RAPM VORP,1.13101295379812,4,30107.0
Top 20 minutes,22,1997,RAPM VORP,-0.28857878921327357,9,38603.0
Top 20 minutes,22,1998,RAPM VORP,1.6478534692684828,9,61598.0
Top 20 minutes,22,1999,RAPM VORP,2.8573203713917996,7,21756.0
Top 20 minutes,22,2000,RAPM VORP,1.0309172721268165,7,30280.0
Top 20 minutes,22,2001,RAPM VORP,-0.3807998673048671,5,21101.0
Top 20 minutes,22,2002,RAPM VORP,0.8097096170523531,5,21909.0
Top 20 minutes,22,2003,RAPM VORP,0.8708719559913456,9,43446.0
Top 20 minutes,22,2004,RAPM VORP,0.2705220198560552,7,43211.0
Top 20 minutes,22,2005,RAPM VORP,2.3285760557311117,9,55696.0
Top 20 minutes,22,2006,RAPM VORP,1.034224477137966,9,40307.0
Top 20 minutes,22,2007,RAPM VORP,0.7824426339285713,9,40320.0
Top 20 minutes,22,2008,RAPM VORP,-0.06497249994433187,9,44909.0
Top 20 minutes,22,2009,RAPM VORP,1.1420146566756209,3,21219.0
Top 20 minutes,22,2010,RAPM VORP,1.041091604038319,12,62006.0
Top 20 minutes,22,2011,RAPM VORP,0.1382297829927967,9,44146.0
Top 20 minutes,22,2012,RAPM VORP,1.228632962223772,8,41587.0
Top 20 minutes,22,2013,RAPM VORP,0.37587375742804724,7,36517.0
Top 20 minutes,22,2014,RAPM VORP,0.2470206742839575,8,39034.0
Top 20 minutes,22,2015,RAPM VORP,-1.1430830910852716,6,20640.0
Top 20 minutes,22,2016,RAPM VORP,0.631621837626495,4,17392.0
Top 20 minutes,22,2017,RAPM VORP,0.9799115752634127,6,26859.0
Top 20 minutes,22,2018,RAPM VORP,0.42907576124987007,4,28867.0
Top 20 minutes,22,2019,RAPM VORP,1.0943877168610474,4,30953.0
Top 20 minutes,22,2020,RAPM VORP,-0.2885051751592356,3,20096.0
Top 20 minutes,22,2021,RAPM VORP,2.094317053734062,3,17568.0
Top 20 minutes,22,2022,RAPM VORP,-1.6733415678776289,2,13075.0
Top 20 minutes,22,2023,RAPM VORP,0.5870649721111479,5,39263.0
Top 20 minutes,22,2024,RAPM VORP,1.7246013154288848,3,18245.0
