draw,challenger_minus_control_rmse
618,0.00028470455943283566
619,-7.974454614789739e-05
620,0.0009001516835585255
621,9.257026563025406e-05
622,0.00019276333489011145
623,0.0003554784371741393
624,0.0013748634127100478
625,-0.0013707749276218538
626,-0.00020260062264636501
627,0.0005789804225603046
628,-0.00021122175487273687
629,0.0010082290905430336
630,-3.918334483559161e-05
631,0.00047091106745558167
632,-0.0002641384090883214
633,0.00023281742416980666
634,0.00011088145822557571
635,-0.0007009606299864357
636,-0.0006231227320210309
637,-0.0011665331216156095
638,-0.0005370488005762341
639,0.0005384587382152972
640,0.0007605877997051813
641,0.0007973165984381803
642,0.00019248875436523872
643,-0.0003283633522890961
644,-1.2909078872813674e-05
645,0.0006201300857566316
646,0.0007197827620565089
647,-0.0003141309222090882
648,0.0006082823596323505
649,0.0006712086921206728
650,-0.0005486242419968868
651,-0.0014667659899584296
652,6.990125077455111e-06
653,-0.00018264468574082925
654,-0.00046307616773728634
655,-0.00043620664975110304
656,-0.0005772521609689995
657,0.00026374682818659513
658,0.00025530793718115953
659,0.00020833326906268823
660,-0.0006705316550522422
661,-0.0005449487905686556
662,0.00021286975536471964
663,-0.0005132138311606082
664,-0.00017949078475483217
665,0.00012036247723063997
666,-0.0007449841989530803
667,0.00014879017352622536
668,-0.0008101476546447551
669,0.0007772243590680183
670,-0.0006591238273130129
671,4.291682070718394e-05
672,-0.0003964558443747768
673,-0.0005839829929499496
674,-0.00029366369912955383
675,0.001377478572291535
676,-3.093217515399704e-05
677,0.0008366026292814909
678,-0.0004599368108596069
679,0.00010807004120603204
680,0.00018352352652730718
681,0.0001820981528438903
682,-0.00019799857781395148
683,0.0007462106007485092
684,0.0008205754496944495
685,3.454702088923067e-05
686,-0.00016767460123792154
687,0.0008661255546482894
688,0.0014032018242295275
689,-0.000688484120173416
690,-0.0009457722784105505
691,0.0001376176618271163
692,-0.0006295580632384113
693,0.00035127236937180226
694,0.0006362196052198899
695,0.00044756097554661257
696,9.092707290851987e-05
697,-8.400830595380881e-05
698,-0.00023645801001213052
699,0.0017604184570906734
700,-0.0008700052730802321
701,0.00023624815526239739
702,-0.0005740266629627788
703,7.932753783441715e-05
704,-0.0005217762160503403
705,-0.001064319759240173
706,-0.0008811747086272081
707,0.0002875730876917837
708,-0.0007177443873498835
709,-0.0003807136665406219
710,0.0006559072846079817
711,-0.0001657577526744891
712,-0.0013215278713647027
713,0.0003279749910604313
714,0.0002761377556538713
715,6.537005664066786e-05
716,-0.00011050875236719992
717,0.0017513803148431872
718,0.0008547939642204571
719,-0.0005727719161252365
720,-0.00015353990370519098
721,0.00034646156423783213
722,-0.00019129850148180694
723,0.00010349205425468355
724,-0.00010794523984467564
725,0.0009728660987176063
726,-0.0008668745315189242
727,-0.00026583685597336704
728,0.0002198099849859636
729,0.0006677391906253716
730,-0.0007828372497930003
731,0.0004909979244511975
732,-0.00043301176183736524
733,-3.670282475225495e-05
734,0.00039022080314805586
735,0.0004303434694281183
736,-0.00043690113622076867
737,-0.0006348732542583058
738,0.0008871498925298926
739,0.0003151327445716223
740,-0.0001897651038968551
741,-0.0005022711706108351
742,-0.00025291243308607215
743,-0.00039366627774748417
744,-0.0003507355973603632
745,0.0003681134580670209
746,-8.616908727143713e-05
747,0.0009651285696387734
748,0.0003641415800334391
749,-8.716257911880465e-05
750,0.0006908862278075078
751,-1.4878638558379898e-05
752,8.909237378873502e-05
753,-0.00017601622920024874
754,2.8924510742900368e-05
755,0.0010084928896418655
756,-0.0002790765004026641
