Name,Season,Offensive Prior RAPM,Defensive Prior RAPM,Offensive Raw RAPM,Defensive Raw RAPM,Offensive Final RAPM,Defensive Final RAPM,RAPM
Jason Preston,2024,0.0,0.0,0.1,-0.29,0.16,-0.26,0.43
Wes Iwundu,2019,-0.02,-0.23,-1.2,-1.35,-1.0,-1.43,0.43
Derrick Walton Jr.,2022,0.0,0.0,-0.11,-0.43,-0.02,-0.45,0.43
Marko Simonovic,2023,0.0,0.0,0.08,-0.34,0.1,-0.32,0.42
Malik Beasley,2021,1.41,0.61,0.31,0.84,1.62,1.2,0.42
Oshae Brissett,2020,0.0,0.0,-0.05,-0.49,0.01,-0.41,0.42
Dwight Howard,2017,0.43,-1.33,-1.58,-0.58,-0.97,-1.39,0.42
Patrick Williams,2024,0.39,0.71,0.55,0.2,1.07,0.65,0.42
Markelle Fultz,2022,0.0,0.0,-0.18,-0.44,0.01,-0.41,0.42
JT Thor,2024,0.06,0.8,-0.59,-1.21,-0.08,-0.5,0.42
Damyean Dotson,2018,0.68,0.03,-1.06,-0.75,-0.31,-0.72,0.42
Jeff Withey,2018,0.0,0.0,0.05,-0.35,0.11,-0.31,0.41
Ricky Council IV,2024,0.0,0.0,0.41,0.1,0.56,0.15,0.41
Andrew Nembhard,2024,0.7,0.6,-0.66,-0.68,0.04,-0.37,0.41
Antonius Cleveland,2020,0.35,-0.43,-0.09,0.27,0.29,-0.12,0.41
Tyson Chandler,2017,-0.58,-0.06,0.29,0.16,0.08,-0.32,0.41
Ryan Arcidiacono,2018,0.0,0.0,-0.53,-0.69,-0.39,-0.8,0.41
Dario Saric,2024,1.42,-0.14,0.09,0.92,1.3,0.89,0.41
Ben Simmons,2024,-0.07,-0.43,-0.35,-0.32,-0.33,-0.73,0.41
Luis Scola,2017,0.05,-0.85,0.02,0.77,0.27,-0.14,0.4
Ron Harper Jr.,2023,0.0,0.0,0.2,-0.24,0.22,-0.18,0.4
Davon Reed,2019,0.0,0.0,0.11,-0.23,0.16,-0.24,0.4
Oscar Tshiebwe,2024,0.0,0.0,0.06,-0.32,0.1,-0.3,0.4
Grayson Allen,2022,0.65,0.59,-0.27,-1.07,-0.03,-0.43,0.4
RJ Barrett,2024,1.52,0.64,0.35,1.03,1.5,1.1,0.4
Meyers Leonard,2017,0.34,-0.75,-0.19,0.42,0.22,-0.18,0.4
Ja Morant,2020,0.58,1.38,-0.14,-0.63,0.74,0.34,0.4
Anthony Brown,2017,0.0,0.0,0.04,-0.32,0.11,-0.29,0.39
Evan Turner,2020,0.78,-0.03,-1.21,-0.62,-0.26,-0.65,0.39
Robert Woodard II,2022,0.0,0.0,0.07,-0.3,0.12,-0.27,0.39
Dwayne Bacon,2018,-0.25,-0.1,-0.46,-0.6,-0.42,-0.81,0.39
Amile Jefferson,2019,0.0,0.0,0.72,0.4,0.76,0.37,0.39
Ashton Hagans,2024,0.0,0.0,-0.16,-0.47,0.06,-0.33,0.39
Mario Hezonja,2018,0.94,-0.86,-0.03,1.31,1.07,0.69,0.38
Langston Galloway,2020,1.98,0.36,0.31,1.41,1.94,1.56,0.38
Patrick Beverley,2024,0.88,-0.24,-1.18,-0.72,-0.25,-0.63,0.38
Henry Ellenson,2019,0.0,0.0,0.03,-0.32,0.08,-0.3,0.38
Thon Maker,2017,0.48,-0.37,-0.19,0.11,0.23,-0.15,0.38
Reggie Jackson,2019,0.93,1.25,0.27,-0.18,1.01,0.63,0.38
Josh Jackson,2021,0.61,0.97,-1.38,-1.4,-0.46,-0.83,0.38
Dante Cunningham,2017,0.4,0.36,0.57,0.37,0.98,0.61,0.37
Trevor Ariza,2018,0.8,0.68,0.57,-0.17,0.73,0.36,0.37
Markieff Morris,2023,0.87,0.59,-0.21,-0.22,0.66,0.29,0.37
Nicolas Brussino,2018,0.0,0.0,0.09,-0.28,0.1,-0.27,0.37
Kelan Martin,2020,0.15,-0.39,-1.46,-1.24,-1.11,-1.48,0.37
Gary Trent Jr.,2020,1.21,0.12,0.35,0.96,1.39,1.02,0.37
Thaddeus Young,2024,0.74,0.51,0.63,0.59,1.35,0.98,0.37
T.J. McConnell,2017,0.62,-0.44,-1.14,0.12,-0.05,-0.42,0.37
Justin Holiday,2021,-0.15,-0.24,-0.15,-0.06,0.01,-0.36,0.37
Jaylen Hoard,2022,1.27,-0.41,-0.62,0.73,0.73,0.36,0.37
Alan Williams,2019,0.0,0.0,0.16,-0.18,0.19,-0.18,0.37
Frank Ntilikina,2018,-0.19,0.0,-1.51,-1.62,-1.24,-1.61,0.37
Matt Williams Jr.,2018,0.0,0.0,0.09,-0.28,0.1,-0.27,0.37
JaMychal Green,2017,-0.09,-0.36,-0.23,-0.42,-0.21,-0.58,0.37
Chris McCullough,2017,0.56,1.32,0.65,-0.39,1.22,0.85,0.37
Lance Stephenson,2017,0.0,0.0,-0.51,-0.78,-0.4,-0.77,0.37
Jarrell Brantley,2023,0.0,0.0,-0.0,-0.36,0.03,-0.34,0.37
Thabo Sefolosha,2020,-0.34,-0.29,0.15,-0.09,-0.03,-0.4,0.36
Dorian Finney-Smith,2019,0.33,-0.19,-0.56,-0.18,-0.02,-0.38,0.36
Louis King,2020,0.0,0.0,0.06,-0.26,0.09,-0.27,0.36
Trey Lyles,2017,0.41,-0.17,-0.73,-0.34,-0.21,-0.57,0.36
Dorian Finney-Smith,2018,-0.14,0.01,-0.51,-0.74,-0.45,-0.81,0.36
Trey Lyles,2019,1.28,-0.53,-1.4,-0.1,-0.32,-0.67,0.36
Jay Huff,2022,0.0,0.0,-0.21,-0.56,-0.19,-0.55,0.36
Patty Mills,2024,0.0,0.0,-0.47,-0.71,-0.34,-0.69,0.36
Kelly Oubre Jr.,2019,0.15,-0.57,0.04,0.65,0.52,0.17,0.36
Kentavious Caldwell-Pope,2020,1.14,0.31,0.76,0.55,1.42,1.07,0.36
Quincy Acy,2019,0.0,0.0,-0.38,-0.7,-0.35,-0.71,0.36
Manu Ginobili,2018,0.27,-0.66,0.52,0.79,0.76,0.41,0.35
Max Strus,2020,0.0,0.0,0.32,-0.03,0.33,-0.03,0.35
Walker Kessler,2024,0.29,-0.96,-0.53,0.37,-0.02,-0.37,0.35
Alize Johnson,2020,-0.26,-0.0,0.18,-0.42,0.01,-0.34,0.35
Jordan Goodwin,2023,0.82,-0.67,-1.17,0.05,-0.05,-0.4,0.35
Henry Ellenson,2020,0.0,0.0,-0.09,-0.43,-0.07,-0.42,0.35
Zaza Pachulia,2019,1.01,-0.29,-1.09,-0.05,-0.09,-0.44,0.35
Rodney Hood,2020,0.0,0.0,0.16,-0.15,0.2,-0.15,0.35
Terence Davis,2021,1.07,0.28,-0.45,-0.06,0.66,0.31,0.35
Bismack Biyombo,2020,0.37,0.05,-0.44,-0.11,-0.05,-0.4,0.35
Matt Costello,2018,0.0,0.0,0.34,-0.0,0.36,0.01,0.35
Wesley Matthews,2023,-0.1,-0.16,-0.09,-0.33,0.05,-0.3,0.35
Tyler Dorsey,2019,0.7,0.9,0.22,-0.04,0.99,0.64,0.35
Donte DiVincenzo,2024,2.29,-0.11,0.95,1.83,2.36,2.01,0.35
Jeff Dowtin Jr.,2024,0.0,0.0,0.12,-0.17,0.22,-0.13,0.34
Dewayne Dedmon,2019,-0.02,-0.79,-0.08,0.79,0.17,-0.17,0.34
KZ Okpala,2023,0.0,0.0,-0.6,-0.89,-0.48,-0.83,0.34
D'Angelo Russell,2020,2.29,0.68,0.07,1.51,2.15,1.81,0.34
Tahjere McCall,2019,0.0,0.0,0.22,-0.11,0.23,-0.12,0.34
Justin Anderson,2022,0.41,0.07,0.82,0.87,1.24,0.9,0.34
Khem Birch,2023,0.0,0.0,-0.03,-0.33,0.0,-0.34,0.34
Garrett Temple,2024,0.25,-0.77,-0.95,-0.06,-0.43,-0.77,0.34
Matisse Thybulle,2024,0.0,0.0,-0.56,-0.21,-0.26,-0.6,0.34
Buddy Boeheim,2023,0.0,0.0,-0.08,-0.38,-0.01,-0.35,0.34
Zhaire Smith,2019,0.0,0.0,0.65,0.37,0.78,0.45,0.34
Dennis Schroder,2017,1.13,-0.22,0.08,0.62,1.1,0.77,0.34
Derrick Rose,2017,0.94,1.28,1.36,1.17,2.14,1.81,0.34
Thomas Robinson,2017,0.19,-0.87,-0.09,0.74,0.22,-0.12,0.33
Facundo Campazzo,2023,0.0,0.0,-0.22,-0.51,-0.16,-0.5,0.33
Jerome Robinson,2024,0.0,0.0,-0.07,-0.4,-0.0,-0.33,0.33
T.J. Warren,2019,0.75,1.19,0.29,0.17,1.01,0.68,0.33
Dennis Smith Jr.,2022,0.15,-0.38,-0.92,-0.27,-0.36,-0.68,0.33
Lou Williams,2022,1.71,1.03,0.04,0.46,1.59,1.27,0.33
Matt Ryan,2023,0.0,0.0,0.24,-0.04,0.35,0.02,0.33
T.J. Warren,2023,-0.11,0.73,0.03,-0.85,0.11,-0.22,0.33
Josh Hart,2020,0.59,-0.16,0.13,0.62,0.86,0.54,0.32
Elfrid Payton,2019,0.77,-0.14,0.36,1.04,1.2,0.87,0.32
Jordan Clarkson,2019,1.73,1.12,0.93,1.9,2.57,2.25,0.32
Vander Blue,2018,0.0,0.0,-0.06,-0.37,-0.05,-0.37,0.32
R.J. Hampton,2024,0.0,0.0,0.19,-0.1,0.22,-0.1,0.32
Edmond Sumner,2020,0.24,-0.79,-0.72,0.04,-0.26,-0.58,0.32
Collin Sexton,2023,1.5,0.52,0.53,0.91,1.65,1.34,0.32
JR Smith,2019,0.0,0.0,-0.49,-0.74,-0.47,-0.79,0.32
Devin Vassell,2024,1.57,0.85,-0.59,0.21,0.97,0.65,0.32
Jusuf Nurkic,2020,0.84,0.32,0.77,1.04,1.41,1.09,0.32
Jacob Wiley,2018,0.0,0.0,-0.24,-0.51,-0.24,-0.55,0.31
Amile Jefferson,2020,0.0,0.0,-0.44,-0.74,-0.39,-0.7,0.31
Jordan Ford,2024,0.0,0.0,0.27,-0.07,0.28,-0.03,0.31
Taurean Prince,2017,-0.75,-1.09,-2.34,-2.24,-2.71,-3.03,0.31
Ky Bowman,2020,0.7,-0.66,-1.86,-0.72,-0.88,-1.19,0.31
Dorian Finney-Smith,2017,0.25,0.06,-0.2,0.07,0.35,0.04,0.31
Jamil Wilson,2018,0.0,0.0,-0.24,-0.31,-0.07,-0.38,0.31
Vlatko Cancar,2022,0.0,0.0,-0.11,-0.35,-0.04,-0.35,0.31
Jonas Valanciunas,2017,0.09,-0.65,0.95,1.33,0.73,0.43,0.31
John Collins,2023,0.01,0.08,0.44,0.34,0.44,0.13,0.31
Jarrod Uthoff,2020,0.0,0.0,0.12,-0.16,0.18,-0.12,0.3
Kendrick Nunn,2021,1.51,0.49,-0.32,0.31,1.03,0.73,0.3
Avery Bradley,2018,0.36,-0.37,-0.81,-0.41,-0.49,-0.79,0.3
Miye Oni,2021,0.0,0.0,-0.35,-0.69,-0.17,-0.48,0.3
Jalen Smith,2024,0.91,0.63,0.95,1.29,1.88,1.58,0.3
Josh Okogie,2022,0.0,0.0,-1.36,-1.52,-1.26,-1.56,0.3
Mindaugas Kuzminskas,2017,0.51,0.62,0.07,-0.21,0.58,0.28,0.3
Joshua Primo,2023,0.0,0.0,0.19,-0.09,0.23,-0.08,0.3
Ryan Arcidiacono,2021,0.0,0.0,-0.72,-0.84,-0.51,-0.81,0.3
Dāvis Bertāns,2023,0.77,-0.16,-0.14,0.56,0.7,0.4,0.3
Vince Carter,2020,0.27,-0.34,-0.98,-0.11,-0.33,-0.63,0.3
Tyler Zeller,2019,0.0,0.0,0.21,-0.03,0.27,-0.02,0.29
Paolo Banchero,2023,2.11,1.02,0.02,1.31,1.88,1.59,0.29
Bruce Brown,2023,0.66,-0.16,-0.59,0.28,0.16,-0.13,0.29
Terrence Ross,2019,1.03,1.4,-0.46,-0.62,0.67,0.38,0.29
Ivica Zubac,2021,-0.39,-0.71,-0.07,0.1,-0.5,-0.79,0.29
Eugene Omoruyi,2023,0.41,0.1,0.18,0.41,0.77,0.48,0.29
Myles Turner,2020,-0.6,-1.9,-1.2,-0.54,-1.32,-1.6,0.29
Dirk Nowitzki,2018,0.84,0.51,0.97,1.25,1.62,1.34,0.28
Maozinha Pereira,2024,0.0,0.0,-0.46,-0.71,-0.35,-0.63,0.28
Frank Kaminsky,2019,0.59,1.14,0.43,-0.08,0.93,0.64,0.28
Lamar Patterson,2017,0.0,0.0,-0.05,-0.34,-0.04,-0.33,0.28
KJ Martin,2022,0.0,0.0,0.36,0.99,0.92,0.64,0.28
Josh Richardson,2023,1.2,0.76,-0.92,-0.33,0.23,-0.05,0.28
Nigel Hayes,2018,0.0,0.0,-0.17,-0.44,-0.14,-0.41,0.28
Brandon Ingram,2017,0.02,-0.13,0.81,1.53,1.11,0.83,0.28
Brandon Goodwin,2019,0.0,0.0,0.11,-0.16,0.13,-0.15,0.28
Myles Turner,2018,-0.03,-0.74,-0.14,-0.23,-0.3,-0.57,0.28
Tim Frazier,2020,0.46,-0.27,-0.69,-0.17,-0.07,-0.35,0.28
Michael Carter-Williams,2019,1.13,0.93,0.46,0.58,1.57,1.29,0.28
Courtney Lee,2017,0.15,0.05,0.65,0.96,0.98,0.71,0.28
Grayson Allen,2024,0.89,1.12,1.67,0.81,2.0,1.72,0.28
Dereon Seabron,2023,0.0,0.0,0.12,-0.15,0.13,-0.14,0.27
Isaiah Livers,2022,0.52,0.48,0.88,0.72,1.41,1.13,0.27
T.J. McConnell,2019,0.25,-1.26,0.3,1.23,0.81,0.54,0.27
Tre Mann,2023,0.8,0.16,-0.96,-0.84,-0.0,-0.27,0.27
Bismack Biyombo,2023,-0.76,-0.58,0.05,-0.48,-0.51,-0.77,0.27
Willy Hernangomez,2020,0.14,-0.2,-0.51,-0.39,-0.27,-0.53,0.27
Jevon Carter,2021,1.02,0.36,0.02,0.44,1.12,0.86,0.27
Justin Jackson,2019,0.47,1.06,0.11,-0.15,0.75,0.49,0.27
Kostas Antetokounmpo,2020,0.0,0.0,0.18,-0.05,0.21,-0.05,0.27
Kyle Kuzma,2020,0.3,0.48,0.18,-0.02,0.65,0.39,0.27
Otto Porter Jr.,2024,0.0,0.0,-0.17,-0.42,-0.13,-0.39,0.27
Kelly Oubre Jr.,2017,-0.34,-0.26,-0.59,-0.22,-0.47,-0.73,0.26
Jaren Jackson Jr.,2019,0.22,-0.9,-1.89,-1.29,-1.49,-1.75,0.26
Sasha Vujacic,2017,0.0,0.0,-0.86,-1.02,-0.74,-1.0,0.26
Kevin Love,2020,0.95,1.08,0.73,1.42,1.77,1.51,0.26
Malcolm Hill,2023,0.0,0.0,0.03,-0.23,0.04,-0.22,0.26
Chandler Hutchison,2022,0.0,0.0,-0.01,-0.29,-0.01,-0.27,0.26
Tristan Thompson,2021,-0.27,-0.02,-0.12,-0.47,-0.31,-0.57,0.26
Nate Williams,2024,0.0,0.0,0.24,0.03,0.35,0.09,0.26
Jarron Cumberland,2022,0.0,0.0,0.23,-0.03,0.24,-0.02,0.26
Mike Conley,2020,1.99,0.55,-0.62,0.38,1.02,0.76,0.26
Tremont Waters,2020,0.0,0.0,-0.12,-0.3,-0.03,-0.28,0.26
Yuta Watanabe,2020,0.0,0.0,-0.06,-0.28,0.02,-0.24,0.25
Deividas Sirvydis,2021,0.0,0.0,-0.01,-0.27,0.01,-0.25,0.25
Willie Reed,2018,-0.47,-0.49,0.31,0.09,-0.03,-0.29,0.25
Dewan Hernandez,2020,0.0,0.0,0.22,-0.02,0.27,0.01,0.25
Langston Galloway,2021,0.0,0.0,0.01,-0.07,0.22,-0.03,0.25
Christian Wood,2024,-0.1,-0.26,-0.92,-0.79,-0.62,-0.86,0.25
Anthony Tolliver,2017,0.64,0.39,0.33,0.68,1.0,0.76,0.25
Jaron Blossomgame,2019,-0.12,-0.11,-0.27,-0.21,-0.2,-0.45,0.25
Frank Mason III,2020,0.0,0.0,-0.4,-0.54,-0.23,-0.48,0.25
Deni Avdija,2021,-0.1,0.0,0.22,0.1,0.53,0.28,0.24
Nikola Vucevic,2021,2.53,-0.17,-1.17,1.49,1.09,0.85,0.24
Patrick Patterson,2020,0.94,0.77,-0.78,-0.63,0.25,0.01,0.24
Pat Connaughton,2019,1.09,0.68,0.26,0.35,1.23,0.99,0.24
Jae Crowder,2020,0.91,0.03,0.22,1.16,1.1,0.86,0.24
Mason Jones,2022,0.0,0.0,-0.01,-0.25,0.01,-0.24,0.24
Isaiah Thomas,2021,0.0,0.0,-0.09,-0.32,-0.06,-0.3,0.24
Henry Ellenson,2021,0.0,0.0,-0.27,-0.48,-0.23,-0.47,0.24
Andrew Wiggins,2020,1.89,0.98,0.72,1.84,2.51,2.27,0.24
TyTy Washington Jr.,2023,0.44,-0.04,-0.58,-0.33,-0.02,-0.26,0.24
Kendrick Perkins,2018,0.0,0.0,0.22,-0.01,0.23,-0.01,0.24
Goga Bitadze,2024,0.14,0.67,0.2,-0.44,0.5,0.26,0.24
Jared Dudley,2020,0.29,-0.75,-1.5,-0.58,-0.96,-1.2,0.24
Brice Johnson,2017,0.0,0.0,0.09,-0.14,0.09,-0.15,0.24
Jaylen Morris,2019,0.0,0.0,0.07,-0.17,0.08,-0.16,0.24
Jock Landale,2022,0.15,-0.28,-0.21,0.11,0.19,-0.05,0.24
Devin Robinson,2018,0.0,0.0,0.07,-0.17,0.07,-0.16,0.24
Mark Williams,2023,-0.21,-0.37,-0.95,-0.73,-0.89,-1.13,0.24
Norman Powell,2020,0.75,0.33,-0.46,-0.44,0.25,0.01,0.24
Scottie Barnes,2022,0.53,-0.4,-0.79,-0.59,-0.43,-0.66,0.24
Jeremy Sochan,2023,0.44,0.22,0.28,0.72,0.9,0.67,0.23
Cody Zeller,2018,-0.07,0.93,0.23,-0.62,0.25,0.01,0.23
Axel Toupane,2021,0.0,0.0,-0.22,-0.41,-0.13,-0.36,0.23
Harrison Barnes,2017,0.43,1.07,-0.61,-0.76,0.01,-0.23,0.23
Hamidou Diallo,2021,0.63,-0.3,-0.24,0.69,0.59,0.36,0.23
Markelle Fultz,2019,0.66,-0.54,-1.4,-0.6,-0.73,-0.96,0.23
Moritz Wagner,2023,0.08,0.56,-0.5,-0.7,-0.26,-0.49,0.23
Larry Nance Jr.,2017,0.33,0.27,-0.67,-0.26,-0.3,-0.53,0.23
Alen Smailagic,2020,-0.39,-0.29,0.27,0.05,0.01,-0.22,0.23
Caleb Martin,2021,0.96,-1.19,-1.14,0.52,-0.14,-0.37,0.23
Ja Morant,2021,1.11,1.49,1.64,1.28,2.8,2.58,0.23
Jon Leuer,2018,0.0,0.0,-0.4,-0.58,-0.38,-0.6,0.23
Nik Stauskas,2022,0.0,0.0,-0.07,-0.29,-0.04,-0.27,0.23
Jerian Grant,2018,1.27,-0.52,-1.07,0.85,0.34,0.12,0.22
Mo Bamba,2021,0.11,-0.96,-0.43,0.56,0.05,-0.18,0.22
Alex Abrines,2019,-0.07,-0.16,-1.32,-1.41,-1.21,-1.44,0.22
Brian Bowen II,2020,0.0,0.0,0.1,-0.12,0.14,-0.08,0.22
Jalen Harris,2021,0.0,0.0,0.15,-0.07,0.17,-0.06,0.22
Alex Len,2020,-0.8,-0.91,-1.39,-1.15,-1.77,-1.99,0.22
Derrick Favors,2017,-0.0,-0.3,-0.77,-0.58,-0.75,-0.97,0.22
Marcus Paige,2018,0.0,0.0,0.24,0.04,0.26,0.04,0.22
Keita Bates-Diop,2023,0.47,0.03,-0.57,0.2,0.2,-0.02,0.22
Josh Richardson,2021,0.41,0.02,0.3,0.6,0.63,0.41,0.22
David Nwaba,2022,0.55,0.02,0.17,0.81,0.94,0.72,0.22
Gary Payton II,2019,0.0,0.0,0.1,-0.11,0.11,-0.11,0.22
Kris Dunn,2021,0.0,0.0,0.03,-0.17,0.04,-0.18,0.22
Alex Abrines,2017,0.66,0.17,0.31,0.82,1.17,0.95,0.22
Reggie Bullock Jr.,2018,0.0,0.0,0.23,-0.19,0.13,-0.09,0.22
Kenneth Faried,2019,0.77,0.73,0.73,0.75,1.45,1.23,0.22
Eric Mika,2020,0.0,0.0,0.14,-0.07,0.15,-0.07,0.22
Wesley Matthews,2024,-0.1,-1.02,-0.61,0.12,-0.52,-0.74,0.21
Allen Crabbe,2019,0.39,0.59,-0.55,-0.65,-0.15,-0.36,0.21
Kyle Anderson,2022,0.25,-1.9,-1.02,-0.11,-1.06,-1.27,0.21
John Jenkins,2017,0.0,0.0,0.21,-0.01,0.21,-0.0,0.21
Trevelin Queen,2022,0.0,0.0,0.18,0.02,0.26,0.05,0.21
Luke Kornet,2021,0.0,0.0,-0.42,-0.6,-0.4,-0.61,0.21
Cat Barber,2022,0.0,0.0,0.15,-0.05,0.16,-0.05,0.21
Bruce Brown,2022,0.41,-0.62,0.4,0.75,0.65,0.44,0.21
Matt Mooney,2020,0.0,0.0,-0.18,-0.36,-0.15,-0.36,0.21
Marques Bolden,2021,0.0,0.0,-0.29,-0.46,-0.26,-0.47,0.21
Obi Toppin,2021,0.36,-1.14,-0.37,0.47,0.01,-0.2,0.21
Trevor Hudgins,2023,0.0,0.0,-0.02,-0.22,-0.01,-0.21,0.21
Greg Whittington,2021,0.0,0.0,0.0,-0.2,0.02,-0.19,0.21
Solomon Hill,2021,0.19,-0.08,0.59,0.83,0.91,0.71,0.21
Anthony Morrow,2017,0.95,0.66,-0.18,0.09,0.76,0.56,0.21
JJ Redick,2021,1.03,0.55,0.31,0.72,1.32,1.11,0.21
Jared Harper,2022,0.0,0.0,0.59,0.39,0.62,0.41,0.2
Austin Rivers,2017,0.47,-0.09,0.32,0.95,0.88,0.68,0.2
Timothe Luwawu-Cabarrot,2020,0.82,1.17,-0.53,-0.59,0.56,0.35,0.2
Luka Samanic,2020,0.0,0.0,-0.09,-0.24,-0.03,-0.23,0.2
Robert Woodard II,2021,0.0,0.0,-0.08,-0.26,-0.04,-0.24,0.2
Alex Len,2018,0.44,-0.69,-0.44,0.7,-0.01,-0.21,0.2
Marcus Morris Sr.,2021,0.96,1.55,1.85,1.26,2.49,2.3,0.2
T.J. Warren,2021,0.0,0.0,0.11,-0.06,0.16,-0.04,0.2
Olivier Sarr,2024,0.0,0.0,-0.02,-0.19,0.06,-0.14,0.2
DaQuan Jeffries,2020,0.0,0.0,0.32,0.09,0.34,0.15,0.19
Jordan Hill,2017,0.0,0.0,-0.01,-0.22,0.0,-0.19,0.19
John Lucas III,2017,0.0,0.0,0.03,-0.16,0.04,-0.15,0.19
Marko Simonovic,2022,0.0,0.0,0.01,-0.17,0.04,-0.15,0.19
Austin Rivers,2019,-0.23,0.56,0.17,-0.17,0.31,0.12,0.19
Brandon Goodwin,2021,0.0,0.0,-0.42,-0.55,-0.15,-0.34,0.19
Petr Cornelie,2022,0.0,0.0,-0.01,-0.17,0.04,-0.15,0.19
Chimezie Metu,2022,-0.52,-0.8,-0.7,-0.17,-0.56,-0.75,0.19
Jarred Vanderbilt,2019,0.0,0.0,-0.3,-0.44,-0.27,-0.46,0.19
Grant Williams,2021,0.18,-0.25,-0.12,0.13,0.14,-0.05,0.19
Tony Bradley,2023,0.0,0.0,0.02,-0.16,0.06,-0.13,0.19
Sam Dekker,2017,0.27,-0.07,0.25,0.54,0.7,0.51,0.19
Cody Zeller,2020,1.06,-0.4,-0.23,1.07,0.6,0.41,0.19
Klay Thompson,2023,1.02,1.37,0.56,0.14,1.28,1.1,0.19
Corey Brewer,2020,0.0,0.0,0.24,0.07,0.27,0.08,0.18
Wilson Chandler,2018,0.56,-0.09,0.21,0.18,0.35,0.16,0.18
Kris Dunn,2017,0.5,-1.08,-0.26,0.96,0.32,0.13,0.18
Juancho Hernangomez,2023,0.49,0.35,0.38,0.43,1.0,0.81,0.18
Juancho Hernangomez,2019,0.43,0.08,-0.29,-0.09,0.18,-0.0,0.18
Donovan Williams,2023,0.0,0.0,0.08,-0.1,0.08,-0.1,0.18
Jalen Williams,2023,1.18,-0.29,-0.93,-0.29,-0.05,-0.23,0.18
Lou Williams,2020,1.5,1.56,0.93,0.84,2.08,1.9,0.18
Gary Trent Jr.,2021,1.3,1.47,1.3,1.47,2.46,2.28,0.18
Matt Ryan,2024,0.0,0.0,-0.84,-0.84,-0.61,-0.79,0.18
Julian Washburn,2019,0.0,0.0,-0.04,-0.09,0.08,-0.1,0.18
Dylan Windler,2021,0.0,0.0,0.28,0.29,0.5,0.32,0.18
Kent Bazemore,2017,0.03,-1.28,-0.62,0.14,-0.45,-0.62,0.17
Jaylen Morris,2022,0.0,0.0,0.06,-0.09,0.09,-0.08,0.17
Jared Rhoden,2024,0.0,0.0,0.22,0.25,0.46,0.28,0.17
Malik Beasley,2020,0.79,0.63,0.67,1.0,1.59,1.42,0.17
Dario Saric,2017,0.39,-0.43,-1.05,0.11,-0.2,-0.37,0.17
Shabazz Napier,2020,0.27,0.38,-0.91,-0.53,-0.29,-0.46,0.17
Rodions Kurucs,2020,0.53,-0.7,-1.37,-0.38,-0.77,-0.93,0.17
Josh Green,2021,0.2,-0.1,-0.5,-0.28,-0.18,-0.35,0.17
Jordan Schakel,2023,0.0,0.0,0.07,-0.09,0.09,-0.08,0.17
Mason Plumlee,2024,-0.09,-0.09,0.5,0.5,0.57,0.4,0.17
Ryan Anderson,2020,0.0,0.0,0.11,-0.05,0.11,-0.05,0.17
Serge Ibaka,2019,-0.49,-0.82,0.54,0.58,0.23,0.06,0.17
Emanuel Terry,2019,0.0,0.0,0.16,0.01,0.17,0.01,0.16
Deandre Ayton,2024,0.68,-0.09,-1.29,-0.17,-0.45,-0.62,0.16
Keita Bates-Diop,2019,-0.01,-0.67,-0.25,0.44,0.02,-0.14,0.16
Doug McDermott,2019,0.53,1.3,0.18,-0.24,0.9,0.74,0.16
Thomas Welsh,2019,0.0,0.0,0.04,-0.09,0.07,-0.09,0.16
Bobby Portis,2024,1.16,0.93,1.31,1.54,2.36,2.2,0.16
Nate Hinton,2022,0.0,0.0,0.08,-0.08,0.08,-0.08,0.16
Bol Bol,2022,0.0,0.0,-0.11,-0.23,-0.04,-0.2,0.16
Kyle Korver,2020,0.83,-0.09,-0.23,-0.07,0.49,0.33,0.16
RJ Hunter,2018,0.0,0.0,-0.09,-0.19,-0.04,-0.19,0.16
Markquis Nowell,2024,0.0,0.0,0.03,-0.12,0.04,-0.12,0.16
Hunter Tyson,2024,0.0,0.0,-0.19,-0.32,-0.1,-0.26,0.16
Gorgui Dieng,2020,-0.31,-0.94,-2.99,-1.99,-2.63,-2.79,0.16
Brad Wanamaker,2021,-0.14,0.21,-1.38,-1.53,-1.08,-1.24,0.16
Glenn Robinson III,2017,0.32,-0.2,-1.15,-0.64,-0.54,-0.7,0.16
JaKarr Sampson,2021,-0.87,0.31,0.88,-0.29,0.14,-0.01,0.15
Dzanan Musa,2019,0.0,0.0,-0.08,-0.2,-0.06,-0.21,0.15
Mitchell Creek,2019,0.0,0.0,-0.01,-0.14,0.03,-0.12,0.15
Wade Baldwin IV,2018,0.0,0.0,0.04,-0.08,0.1,-0.06,0.15
Luka Samanic,2021,-0.03,-0.47,-0.49,-0.11,-0.38,-0.53,0.15
Luke Babbitt,2017,0.0,0.0,-0.47,-0.57,-0.42,-0.57,0.15
Filip Petrusev,2024,0.0,0.0,0.03,-0.12,0.04,-0.11,0.15
Reggie Bullock Jr.,2020,0.0,0.0,-0.68,-0.48,-0.44,-0.59,0.15
Richaun Holmes,2018,-0.14,-0.66,-0.18,0.41,0.01,-0.14,0.15
Ish Smith,2020,0.47,-0.17,0.0,0.89,0.62,0.46,0.15
Sidy Cissoko,2024,0.0,0.0,-0.8,-0.9,-0.68,-0.84,0.15
JD Davison,2024,0.0,0.0,0.05,-0.1,0.07,-0.09,0.15
Frank Ntilikina,2019,-0.3,-0.43,-0.43,0.0,-0.31,-0.46,0.15
