Name,Season,Offensive Prior RAPM,Defensive Prior RAPM,Offensive Raw RAPM,Defensive Raw RAPM,Offensive Final RAPM,Defensive Final RAPM,RAPM
Marcus Smart,2019,0.93,-2.55,0.49,-0.85,1.38,-2.2,3.58
Mikal Bridges,2022,0.54,0.19,2.64,-0.78,3.07,-0.51,3.58
Donovan Mitchell,2019,3.04,0.48,0.78,-1.12,3.07,-0.5,3.57
Steven Adams,2019,1.95,-0.36,1.32,-1.24,2.34,-1.22,3.56
Kyle Anderson,2017,0.13,-2.41,-0.03,-1.54,0.38,-3.18,3.55
Danny Green,2021,1.34,-1.51,1.12,-0.31,2.33,-1.22,3.55
Patty Mills,2020,1.43,-0.86,1.88,0.03,2.95,-0.59,3.54
Devin Booker,2024,4.07,1.69,2.12,0.17,4.94,1.4,3.54
Marreese Speights,2018,1.04,-1.38,0.55,-0.74,1.61,-1.92,3.53
Stephen Curry,2024,3.49,1.24,1.85,0.43,4.63,1.1,3.52
Delon Wright,2018,1.57,-1.83,0.77,-0.42,2.03,-1.48,3.52
Dillon Brooks,2021,1.43,-0.49,1.4,-0.33,2.81,-0.69,3.5
Kent Bazemore,2021,0.7,-1.2,0.35,-1.73,0.99,-2.5,3.5
Chris Boucher,2022,1.26,-0.44,0.43,-2.0,1.43,-2.06,3.5
Patty Mills,2017,1.87,-0.36,1.56,-1.22,2.95,-0.54,3.49
Khris Middleton,2019,2.41,0.26,1.57,-1.05,3.1,-0.38,3.48
Kevin Love,2019,1.18,-1.34,0.99,0.05,2.18,-1.3,3.48
Joe Ingles,2019,0.75,0.03,0.85,-2.15,1.59,-1.89,3.48
Aaron Gordon,2018,1.53,-0.88,0.28,-0.79,1.69,-1.78,3.48
Jalen Brunson,2022,2.28,-0.02,1.55,0.09,3.39,-0.07,3.47
Bam Adebayo,2021,1.07,-1.7,0.6,-0.76,1.3,-2.16,3.46
Mike Conley,2022,2.13,-0.53,0.71,-1.24,2.45,-1.02,3.46
Marc Gasol,2020,0.29,-1.61,-0.18,-2.38,0.03,-3.43,3.46
Chris Paul,2023,1.67,-1.98,0.74,-0.14,2.08,-1.37,3.46
Marcus Smart,2022,0.79,-1.87,1.26,-0.84,1.69,-1.76,3.45
Herbert Jones,2022,0.95,-0.95,0.73,-0.87,1.55,-1.89,3.44
Nikola Vucevic,2020,1.22,-0.28,1.29,-0.59,2.33,-1.1,3.44
Marc Gasol,2017,2.03,-2.03,0.49,0.1,2.04,-1.39,3.43
Devin Booker,2020,3.18,1.32,3.08,1.58,5.71,2.28,3.43
Luka Doncic,2020,3.77,0.82,1.57,0.71,4.45,1.03,3.43
De'Aaron Fox,2023,3.61,0.43,2.24,1.4,4.78,1.36,3.42
Anthony Edwards,2023,2.53,0.11,0.38,-0.9,2.67,-0.75,3.42
Ricky Rubio,2020,1.32,-0.87,1.01,-0.5,2.24,-1.17,3.41
Caleb Martin,2022,1.02,-0.76,0.87,-1.17,1.71,-1.7,3.41
Raul Neto,2017,0.99,-0.54,0.56,-1.36,1.57,-1.84,3.41
Jayson Tatum,2019,0.69,-1.05,1.03,-1.38,1.74,-1.66,3.4
Nikola Jovic,2024,1.66,0.89,1.48,-1.2,2.88,-0.52,3.4
Draymond Green,2018,-0.09,-2.04,1.16,-0.84,0.93,-2.46,3.4
Trae Young,2023,4.07,0.86,1.12,0.42,4.24,0.84,3.39
P.J. Washington,2022,1.37,-0.64,1.97,-0.07,2.82,-0.56,3.38
Julius Randle,2021,2.12,-0.71,-0.31,-1.45,1.52,-1.85,3.37
Josh Hart,2024,0.8,-0.51,1.02,-1.83,1.34,-2.02,3.36
Royce O'Neale,2018,-0.15,-1.35,0.27,-2.21,0.38,-2.98,3.36
Bogdan Bogdanovic,2022,1.94,0.45,1.94,-0.33,3.09,-0.26,3.36
Malcolm Brogdon,2019,1.82,-0.7,1.52,-0.72,2.62,-0.73,3.36
Raul Neto,2019,0.31,-0.26,2.21,-0.58,2.66,-0.69,3.35
Gordon Hayward,2020,1.28,-0.44,1.86,-0.37,2.88,-0.47,3.35
George Hill,2019,1.18,-0.66,-0.19,-2.04,0.91,-2.43,3.35
Andre Iguodala,2019,0.76,-1.34,0.24,-1.86,0.68,-2.66,3.35
Shabazz Napier,2018,1.37,-2.17,0.07,-0.56,1.48,-1.87,3.34
Jarrett Allen,2023,0.48,-1.45,1.35,-1.03,1.45,-1.89,3.34
Dorian Finney-Smith,2020,0.68,0.0,1.6,-0.85,1.99,-1.34,3.33
Mike Muscala,2022,1.4,-1.32,0.57,-0.5,1.74,-1.59,3.33
Austin Reaves,2023,0.96,-0.11,1.68,-1.07,2.42,-0.91,3.33
Matisse Thybulle,2023,0.43,-2.8,-1.27,-1.81,-0.65,-3.97,3.33
Cameron Johnson,2023,1.37,-0.65,0.73,-1.24,1.93,-1.4,3.33
Victor Wembanyama,2024,0.27,-2.24,-0.48,-1.72,0.05,-3.28,3.33
Pascal Siakam,2023,2.92,0.32,1.46,-0.07,3.55,0.23,3.32
Larry Nance Jr.,2023,0.25,-0.61,1.22,-1.63,1.32,-1.99,3.31
Brandon Ingram,2022,2.09,0.93,1.02,-1.04,2.69,-0.62,3.31
Draymond Green,2022,0.41,-2.71,-0.83,-1.93,-0.51,-3.82,3.31
Danilo Gallinari,2019,2.06,0.44,2.37,0.79,4.12,0.82,3.3
Shaquille Harrison,2018,0.76,-0.69,0.95,-0.9,1.85,-1.45,3.3
Ivica Zubac,2020,0.6,-1.05,1.1,-1.56,1.19,-2.1,3.29
Rudy Gobert,2018,-0.69,-1.38,0.08,-2.65,-0.31,-3.6,3.29
Mitchell Robinson,2023,0.92,-0.95,1.77,-0.44,2.16,-1.12,3.28
Terence Davis,2020,1.2,-0.33,1.52,-0.72,2.64,-0.64,3.28
Dean Wade,2024,0.71,-0.22,0.1,-2.62,0.78,-2.49,3.27
Ish Smith,2017,1.24,-0.12,0.54,-1.14,1.92,-1.35,3.27
Trae Young,2022,4.36,1.77,2.66,1.48,5.77,2.51,3.26
Nene,2018,0.31,-0.22,0.9,-1.74,1.14,-2.11,3.26
Hassan Whiteside,2019,0.74,-2.8,0.01,-0.74,0.61,-2.65,3.25
Jonas Valanciunas,2020,0.23,-0.83,0.61,-1.36,1.15,-2.1,3.25
CJ McCollum,2017,2.33,-0.16,1.61,0.26,3.56,0.31,3.25
Ricky Rubio,2018,0.93,-1.47,0.11,-1.26,1.04,-2.21,3.25
Tyrese Haliburton,2024,2.2,1.83,3.03,0.47,4.8,1.57,3.23
Montrezl Harrell,2022,0.79,0.13,1.27,-1.27,1.86,-1.37,3.23
Ish Wainright,2023,0.42,-1.23,0.78,-0.98,1.46,-1.77,3.23
Alec Burks,2022,1.2,-0.24,0.98,-0.92,2.2,-1.02,3.23
Christian Wood,2021,1.46,-1.04,0.21,-0.61,1.62,-1.6,3.22
Robert Covington,2022,0.6,-1.46,0.62,-0.58,1.18,-2.03,3.22
Wendell Carter Jr.,2022,0.36,-1.39,-0.24,-1.84,0.32,-2.9,3.22
Donovan Mitchell,2023,3.96,0.56,0.93,0.06,3.93,0.72,3.21
Russell Westbrook,2019,2.13,-1.15,1.64,0.4,3.03,-0.17,3.21
Ed Davis,2019,0.61,-0.89,-0.29,-2.21,0.04,-3.17,3.2
Bradley Beal,2021,3.64,0.86,2.4,1.98,5.62,2.41,3.2
Thabo Sefolosha,2018,1.27,-1.71,-0.01,-0.87,1.08,-2.11,3.2
Tim Hardaway Jr.,2018,1.29,-0.91,0.83,-0.45,1.96,-1.22,3.18
Joe Harris,2021,0.92,0.69,2.28,-0.64,2.82,-0.36,3.18
Donte DiVincenzo,2023,1.84,-0.92,-0.11,-1.06,1.45,-1.73,3.18
Anthony Davis,2022,1.61,-1.67,-1.39,-1.52,0.2,-2.98,3.17
Tim Hardaway Jr.,2017,1.21,-0.21,1.95,-0.19,3.03,-0.14,3.17
DeMar DeRozan,2022,3.28,1.39,2.03,0.6,4.55,1.38,3.17
Alec Burks,2021,1.87,-1.07,0.5,-0.84,1.98,-1.18,3.17
Ja Morant,2022,3.82,-0.07,1.38,0.73,4.15,0.99,3.16
T.J. McConnell,2024,1.89,0.4,1.79,-0.15,3.44,0.28,3.16
Reggie Jackson,2021,1.8,0.11,2.26,0.81,3.82,0.66,3.16
Patrick Beverley,2018,1.22,-1.67,0.55,-0.03,1.73,-1.43,3.15
Otto Porter Jr.,2020,1.87,-1.03,0.59,0.1,2.33,-0.81,3.14
Tre Jones,2024,1.41,0.59,1.0,-1.28,2.4,-0.75,3.14
Paul Millsap,2020,1.38,0.17,1.24,-0.76,2.36,-0.78,3.14
Immanuel Quickley,2021,2.6,-1.05,0.5,-0.07,2.73,-0.41,3.14
Cody Zeller,2017,0.0,-0.64,0.76,-1.9,0.74,-2.39,3.13
Donovan Mitchell,2021,4.1,1.32,1.37,0.41,4.6,1.47,3.13
Al-Farouq Aminu,2019,0.59,-0.87,1.89,-0.16,2.15,-0.98,3.13
Mike Muscala,2023,0.45,-0.37,1.56,-1.02,1.97,-1.15,3.12
Mikal Bridges,2020,0.23,-1.49,0.92,-0.77,1.26,-1.86,3.12
Michael Porter Jr.,2021,2.56,0.06,2.35,0.83,3.94,0.82,3.12
Blake Griffin,2019,2.77,-0.58,0.33,0.17,2.55,-0.57,3.12
John Konchar,2023,0.53,-1.53,0.7,-1.1,1.23,-1.88,3.12
Montrezl Harrell,2020,1.13,-0.93,0.55,-0.86,1.39,-1.72,3.12
Jayson Tatum,2018,0.3,-0.11,0.97,-1.63,1.3,-1.82,3.12
Thaddeus Young,2018,0.96,-0.9,1.19,-0.67,1.87,-1.24,3.12
Brook Lopez,2020,1.04,-2.07,0.65,-1.19,1.07,-2.04,3.12
Lauri Markkanen,2024,1.73,1.12,2.48,0.1,3.79,0.68,3.11
Dante Exum,2024,1.0,1.07,2.1,-0.92,2.92,-0.18,3.11
Lou Williams,2017,1.73,0.86,2.29,0.37,3.66,0.56,3.1
DeMar DeRozan,2017,3.52,0.88,1.06,0.27,3.68,0.57,3.1
Bobby Portis,2021,1.16,-0.45,1.28,-0.56,2.28,-0.82,3.1
Salah Mejri,2018,0.56,-0.98,0.65,-1.02,1.19,-1.91,3.1
Anthony Edwards,2022,2.02,0.16,1.46,-0.47,2.81,-0.28,3.09
Kris Dunn,2024,0.51,-1.35,1.75,0.34,2.37,-0.72,3.09
Lonzo Ball,2022,1.5,-1.8,-0.74,-1.38,0.39,-2.7,3.09
Julius Randle,2023,3.58,0.63,1.65,0.25,3.86,0.78,3.09
Isaac Bonga,2020,0.32,-0.36,-0.53,-2.41,0.17,-2.92,3.09
Josh Richardson,2018,1.37,-1.69,-0.15,-1.21,1.06,-2.03,3.09
Kyle Korver,2018,0.75,0.82,1.78,-1.05,2.38,-0.7,3.08
Gordon Hayward,2021,2.1,-0.71,0.62,-0.02,2.32,-0.76,3.08
David Nwaba,2020,0.57,-1.37,-0.35,-1.57,0.33,-2.75,3.08
Jamal Murray,2019,2.23,-0.32,1.54,0.25,3.14,0.07,3.07
Raul Neto,2018,0.84,-0.65,0.04,-1.76,0.92,-2.14,3.07
Paul Millsap,2018,0.95,-1.78,0.43,-0.44,1.13,-1.93,3.07
Jonathan Isaac,2020,0.29,-1.81,-0.24,-1.3,0.25,-2.81,3.06
Gary Payton II,2024,0.35,-1.03,0.98,-1.01,1.36,-1.7,3.06
Buddy Hield,2023,2.09,-0.42,0.96,-0.02,2.63,-0.42,3.06
Kentavious Caldwell-Pope,2023,0.76,-0.07,2.01,-0.64,2.18,-0.87,3.05
Shawn Long,2017,2.29,-0.12,0.87,0.19,3.06,0.01,3.05
Eric Bledsoe,2018,1.66,-1.38,1.2,0.25,2.47,-0.58,3.05
Walker Kessler,2023,1.12,-0.72,0.96,-0.76,1.68,-1.36,3.04
Patty Mills,2019,1.38,-0.2,2.16,0.34,3.1,0.06,3.04
Dennis Schroder,2023,0.91,0.01,1.15,-1.0,2.03,-1.01,3.04
Jordan Clarkson,2022,1.64,1.33,1.47,-1.3,2.86,-0.18,3.04
Andre Iguodala,2022,0.23,-1.9,-0.66,-1.92,-0.34,-3.38,3.04
Luka Doncic,2022,3.82,0.99,1.01,0.4,3.86,0.83,3.04
Reggie Jackson,2022,1.39,-1.1,-0.17,-0.98,1.37,-1.66,3.03
Patrick Beverley,2021,0.67,-1.17,0.5,-0.98,1.1,-1.93,3.03
Mike James,2018,2.04,0.5,0.28,-1.08,2.17,-0.86,3.03
Al-Farouq Aminu,2018,1.19,-0.67,1.41,-0.65,2.0,-1.02,3.03
Reggie Bullock Jr.,2022,0.0,0.0,1.01,-1.77,1.07,-1.95,3.02
Klay Thompson,2017,1.44,0.8,2.42,-1.02,3.16,0.13,3.02
Kristaps Porzingis,2024,1.72,-0.81,0.74,-1.01,1.65,-1.37,3.02
Jock Landale,2023,0.06,-1.1,0.75,-1.44,0.88,-2.13,3.01
Seth Curry,2017,1.54,-0.31,0.3,-0.73,1.71,-1.3,3.01
Goran Dragic,2019,1.88,-0.69,0.9,-0.09,2.58,-0.42,3.0
Michael Porter Jr.,2023,1.76,0.69,1.94,-0.18,3.11,0.13,2.98
Jalen Brunson,2021,2.09,0.45,0.47,-0.97,2.22,-0.76,2.98
Miles McBride,2023,1.07,-1.47,0.05,-0.85,1.12,-1.85,2.97
Obi Toppin,2024,1.42,0.06,2.62,0.99,3.79,0.82,2.97
Neemias Queta,2024,1.26,-0.58,1.53,0.16,2.7,-0.26,2.96
Maxi Kleber,2019,-0.15,-1.05,0.26,-1.75,0.42,-2.54,2.96
Jerian Grant,2017,0.62,-1.81,0.42,-0.43,1.05,-1.92,2.96
Robert Covington,2024,0.24,-1.44,0.04,-1.73,0.26,-2.69,2.95
Kyle Anderson,2023,0.24,-1.37,0.94,-0.65,1.51,-1.44,2.95
Jrue Holiday,2017,1.8,-1.07,-0.66,-1.72,0.61,-2.34,2.95
Kenrich Williams,2021,0.89,-0.12,0.66,-0.75,1.85,-1.09,2.95
Derrick White,2018,1.33,-0.82,-0.0,-0.81,1.35,-1.6,2.95
Matisse Thybulle,2021,-0.2,-2.14,0.24,-1.11,0.24,-2.71,2.95
Victor Oladipo,2017,1.45,0.1,-0.49,-2.16,0.75,-2.19,2.94
Jarrett Allen,2022,0.44,-1.68,-0.24,-1.27,0.31,-2.63,2.94
Andre Iguodala,2017,0.15,-1.0,1.45,-1.23,1.27,-1.67,2.94
Hassan Whiteside,2017,0.43,-2.13,1.0,-0.16,1.24,-1.69,2.93
Kyrie Irving,2020,4.29,0.6,0.76,1.02,4.34,1.41,2.93
Obi Toppin,2022,0.62,-0.3,1.0,-0.91,1.76,-1.17,2.93
Naz Reid,2020,1.5,-0.54,0.38,-0.48,1.86,-1.06,2.92
Tim Hardaway Jr.,2023,0.96,0.41,1.87,-0.35,2.5,-0.41,2.91
Chris Chiozza,2020,0.82,-0.91,0.02,-1.3,0.89,-2.02,2.91
Jordan Clarkson,2021,2.6,0.12,1.28,0.06,3.24,0.32,2.91
Malcolm Brogdon,2020,1.69,-1.27,-0.39,-0.97,1.27,-1.64,2.91
James Harden,2021,2.44,0.5,1.86,1.1,4.01,1.1,2.91
Pascal Siakam,2018,0.69,-0.75,1.52,-0.83,1.85,-1.06,2.91
Kelly Olynyk,2018,0.87,-0.29,2.35,0.21,2.93,0.02,2.9
Jakob Poeltl,2022,1.73,-0.12,2.26,0.69,3.46,0.55,2.9
Justise Winslow,2022,0.02,-1.57,0.26,-0.9,0.65,-2.24,2.89
Danilo Gallinari,2017,1.22,0.83,1.97,-0.12,2.94,0.05,2.89
Jaren Jackson Jr.,2022,0.6,-0.74,1.28,-1.07,1.44,-1.45,2.89
Vince Carter,2017,0.87,-0.94,1.0,-0.69,1.62,-1.27,2.89
Vince Williams Jr.,2024,1.08,-0.63,0.39,-1.1,1.64,-1.25,2.89
Terence Davis,2022,1.07,0.34,1.27,-0.72,2.41,-0.48,2.89
Delon Wright,2022,1.22,-1.18,0.26,-0.53,1.36,-1.52,2.88
Kevon Looney,2023,1.4,-0.27,1.9,0.24,2.8,-0.06,2.86
Domantas Sabonis,2020,0.77,-0.8,1.21,-0.36,1.99,-0.87,2.86
Luol Deng,2019,0.48,-0.26,1.23,-0.79,1.81,-1.04,2.85
Dorian Finney-Smith,2022,0.86,0.38,2.14,-0.02,2.65,-0.21,2.85
James Harden,2024,2.28,0.74,2.8,1.1,4.62,1.77,2.85
Kevin Huerter,2022,0.77,-0.18,1.75,-0.38,2.09,-0.76,2.85
Eric Gordon,2019,0.53,0.56,2.5,-0.54,2.76,-0.09,2.84
Jae Crowder,2021,1.1,-0.93,-0.0,-1.23,0.69,-2.16,2.84
Austin Rivers,2018,1.42,-1.36,1.57,1.2,2.9,0.06,2.84
Delon Wright,2021,1.76,-1.13,-0.05,-0.03,1.67,-1.17,2.84
Kevin Huerter,2019,1.24,0.1,1.34,0.13,2.59,-0.24,2.83
Andre Iguodala,2018,0.64,-0.88,-0.53,-2.25,-0.02,-2.84,2.82
Danny Green,2017,0.88,-0.86,0.27,-1.47,0.91,-1.91,2.82
Kadeem Allen,2019,1.73,-0.91,0.71,0.37,2.43,-0.39,2.82
Ben Simmons,2018,0.83,-1.19,1.19,-0.46,1.84,-0.98,2.82
Andrew Wiggins,2023,1.3,-0.08,0.76,-0.89,1.77,-1.05,2.82
Paul Reed,2024,1.41,0.09,1.17,-0.27,2.56,-0.26,2.82
Bones Hyland,2022,1.88,0.29,1.78,0.67,3.56,0.74,2.82
Dāvis Bertāns,2020,1.59,-0.22,2.08,0.8,3.17,0.35,2.81
Karl-Anthony Towns,2017,2.28,-0.25,2.08,1.64,3.92,1.12,2.81
Delon Wright,2024,1.04,-1.64,-0.14,-0.55,1.08,-1.73,2.8
Kemba Walker,2021,2.22,0.0,0.55,-0.42,2.39,-0.41,2.8
P.J. Tucker,2022,0.97,0.05,1.46,-0.64,2.21,-0.58,2.8
Isaiah Joe,2023,1.62,-0.31,2.1,0.54,3.33,0.53,2.8
Josh Okogie,2023,0.47,-1.28,-0.15,-1.52,0.47,-2.32,2.8
Mikal Bridges,2021,0.74,-0.13,1.64,-0.45,1.93,-0.86,2.79
Malcolm Brogdon,2021,2.3,0.9,0.53,-0.85,2.75,-0.05,2.79
Danuel House Jr.,2019,0.49,0.64,2.5,-0.28,2.97,0.18,2.79
Nemanja Bjelica,2019,0.8,-0.67,1.71,0.22,2.38,-0.4,2.78
Mikal Bridges,2023,1.87,-0.9,0.62,-0.09,2.16,-0.63,2.78
Eric Bledsoe,2017,1.8,0.42,0.97,0.41,3.0,0.22,2.78
DeMarre Carroll,2018,1.27,-0.61,0.05,-0.65,1.25,-1.53,2.78
Yogi Ferrell,2018,0.28,-0.08,-0.5,-2.7,-0.01,-2.78,2.78
Ersan Ilyasova,2017,1.03,-0.77,0.34,-0.88,1.36,-1.4,2.76
Jaylen Brown,2023,3.45,-1.08,-0.12,-0.24,2.15,-0.61,2.76
Maurice Harkless,2017,-0.02,-0.79,2.34,0.06,2.17,-0.59,2.76
Shai Gilgeous-Alexander,2022,2.58,0.1,0.99,0.76,3.39,0.62,2.76
Isaiah Mobley,2023,0.81,-1.3,-0.11,-0.75,0.82,-1.93,2.76
Cory Joseph,2019,0.82,-0.71,-0.0,-1.36,0.87,-1.88,2.76
Marcus Smart,2017,0.77,-1.74,-0.23,-1.14,0.34,-2.4,2.75
Wesley Matthews,2020,0.51,-1.01,-0.26,-2.64,-0.04,-2.78,2.75
Jaylen Brown,2024,2.51,-0.71,1.02,-0.02,2.57,-0.17,2.75
Naji Marshall,2024,1.34,0.3,0.83,-1.34,1.93,-0.82,2.74
Josh Richardson,2019,1.58,-0.1,0.43,-1.18,1.86,-0.89,2.74
Kyle Anderson,2018,0.26,-2.15,0.13,-1.08,0.28,-2.46,2.74
Tyler Herro,2023,1.81,1.22,1.69,-0.32,3.22,0.48,2.74
Nicolas Batum,2021,0.19,-0.66,1.22,-0.94,1.18,-1.56,2.74
Luke Kennard,2022,1.26,0.29,0.48,-1.38,1.71,-1.02,2.73
Clint Capela,2019,1.76,-0.57,1.0,-0.34,1.95,-0.78,2.73
Wesley Matthews,2022,0.32,-0.79,0.93,-1.2,1.11,-1.62,2.73
Austin Reaves,2022,0.79,-0.35,0.39,-1.31,1.03,-1.7,2.73
Lonzo Ball,2021,1.94,-0.61,1.26,0.58,2.57,-0.16,2.73
Devin Harris,2017,0.84,-0.97,0.05,-1.08,0.87,-1.85,2.73
Al Horford,2017,1.35,-1.04,0.84,-0.11,1.55,-1.18,2.73
Harrison Barnes,2021,0.62,-1.0,1.02,-0.07,1.59,-1.13,2.73
Jose Alvarado,2023,0.64,-0.67,-0.22,-1.55,0.67,-2.05,2.72
Aaron Gordon,2019,1.6,-0.29,0.08,-1.07,1.29,-1.43,2.72
Rudy Gay,2022,0.47,-0.81,0.96,-0.79,1.37,-1.35,2.71
Ben Simmons,2021,0.3,-1.52,0.54,-0.96,0.84,-1.87,2.71
Goran Dragic,2020,1.63,1.6,1.39,-1.04,2.75,0.03,2.71
Jaylen Brown,2018,0.27,0.61,1.04,-1.58,1.28,-1.43,2.71
Nikola Vucevic,2018,0.82,-1.43,0.28,-0.41,1.04,-1.67,2.7
Jalen Williams,2024,1.6,-0.22,0.43,-1.39,1.56,-1.14,2.7
Aaron Gordon,2022,0.67,0.26,2.77,0.37,3.03,0.34,2.69
Brook Lopez,2021,0.84,-1.77,1.29,-0.05,1.65,-1.05,2.69
Alex Len,2024,-0.12,-0.85,0.97,-1.36,0.84,-1.85,2.69
Fred VanVleet,2019,1.4,0.01,1.16,-0.54,2.3,-0.39,2.69
Brandon Clarke,2022,0.79,-0.87,0.87,-0.82,1.39,-1.3,2.69
Mike Conley,2023,1.35,-1.33,2.04,1.19,3.16,0.48,2.69
Brandon Ingram,2023,3.13,0.8,0.64,-0.07,3.06,0.37,2.69
Al Horford,2022,0.44,-1.51,0.7,-1.22,0.76,-1.93,2.68
Thaddeus Young,2019,0.92,-1.28,1.19,-0.08,1.91,-0.77,2.68
Kyle Kuzma,2023,1.2,-1.1,0.11,-0.96,1.17,-1.51,2.68
CJ McCollum,2020,1.89,-0.71,1.83,1.35,3.44,0.76,2.68
Myles Turner,2022,0.04,-1.38,0.15,-1.04,0.42,-2.26,2.68
Jusuf Nurkic,2022,0.69,-0.92,-0.37,-1.33,0.27,-2.4,2.68
Brad Wanamaker,2019,0.94,-0.59,0.04,-0.96,1.16,-1.5,2.66
Bobby Portis,2022,1.43,-0.56,1.45,-0.12,2.23,-0.43,2.66
De'Andre Hunter,2021,0.15,-1.17,-0.31,-1.5,-0.09,-2.74,2.65
Mike Muscala,2021,1.0,-0.56,-0.73,-1.78,0.38,-2.27,2.65
Jakob Poeltl,2020,0.83,-0.44,2.23,0.52,2.87,0.21,2.65
Brandon Ingram,2021,2.46,0.6,1.58,0.49,3.34,0.69,2.65
Jordan Bell,2018,0.14,-0.26,1.42,-0.7,1.64,-1.01,2.65
Kent Bazemore,2018,1.25,-1.83,0.3,0.06,1.35,-1.29,2.65
Patrick Beverley,2022,0.94,-1.65,0.02,-0.76,0.71,-1.93,2.64
Patty Mills,2021,1.18,-0.05,-0.2,-1.77,0.95,-1.68,2.63
Kyle Lowry,2022,1.09,-0.5,0.4,-0.87,1.43,-1.2,2.63
Rondae Hollis-Jefferson,2019,1.03,-0.96,-0.43,-1.2,0.4,-2.23,2.63
Franz Wagner,2022,1.63,-0.61,0.42,-0.2,2.04,-0.58,2.62
Tyrese Maxey,2024,3.12,1.4,2.18,0.55,4.42,1.8,2.62
Kelly Olynyk,2019,0.67,-0.91,0.92,-0.43,1.68,-0.94,2.62
Cody Martin,2020,0.68,-1.24,0.09,-0.72,0.84,-1.78,2.62
Nic Claxton,2023,-0.59,-1.18,1.41,-0.99,1.02,-1.59,2.61
David Nwaba,2021,0.8,-1.04,-0.09,-0.78,0.9,-1.71,2.61
Alperen Sengun,2024,1.82,-0.48,0.16,-0.59,1.58,-1.04,2.61
Thaddeus Young,2017,0.76,-1.98,-0.19,-0.73,0.45,-2.16,2.61
Jabari Parker,2020,1.51,-0.45,1.59,0.99,2.98,0.38,2.61
Tyus Jones,2017,1.42,-1.18,1.01,0.52,2.19,-0.41,2.6
Boban Marjanovic,2020,0.99,-0.79,1.78,0.66,2.61,0.01,2.6
Jordan Poole,2022,1.61,0.76,1.21,-0.82,2.59,-0.01,2.6
Royce O'Neale,2024,1.16,-0.28,0.04,-1.57,0.97,-1.63,2.6
Bam Adebayo,2023,0.61,-0.35,0.77,-1.0,1.19,-1.4,2.6
P.J. Tucker,2018,0.0,0.0,1.95,-0.78,1.76,-0.84,2.6
Spencer Dinwiddie,2024,0.76,0.56,2.58,0.5,3.44,0.85,2.59
Rudy Gay,2018,1.0,-1.82,0.22,-0.14,1.1,-1.5,2.59
Aron Baynes,2017,-0.55,-0.58,-0.15,-1.9,-0.18,-2.77,2.59
Malcolm Brogdon,2017,1.56,0.25,1.49,-0.24,2.64,0.06,2.59
Evan Mobley,2023,0.36,-1.68,0.76,-0.91,0.7,-1.88,2.59
Otto Porter Jr.,2022,0.8,-1.39,0.06,-1.14,0.69,-1.89,2.58
Scottie Barnes,2023,0.96,-0.27,1.23,-0.52,1.98,-0.6,2.58
Damion Lee,2018,1.15,-0.86,-0.09,-0.63,1.18,-1.4,2.58
Nene,2019,-0.03,-1.35,0.21,-1.08,0.29,-2.29,2.58
Deni Avdija,2022,0.54,-1.01,0.13,-0.81,0.83,-1.74,2.58
Victor Oladipo,2020,0.9,-1.61,-0.35,-0.58,0.77,-1.81,2.58
Sam Hauser,2024,0.92,0.2,0.78,-1.48,1.48,-1.09,2.57
Mike Scott,2020,0.79,0.67,1.33,-1.15,2.11,-0.46,2.57
Luguentz Dort,2023,1.15,-0.77,1.2,-0.14,1.96,-0.6,2.56
George Hill,2021,1.24,-0.65,0.58,-0.08,1.75,-0.81,2.56
Trey Burke,2019,1.81,0.15,0.73,-0.12,2.46,-0.09,2.56
Domantas Sabonis,2022,1.0,-0.07,0.13,-1.22,0.99,-1.57,2.56
Michael Carter-Williams,2020,0.75,-1.37,1.11,0.35,1.92,-0.63,2.55
Isaiah Joe,2024,1.3,-0.55,0.4,-1.05,1.47,-1.08,2.55
Myles Turner,2017,0.08,-1.52,0.79,-0.63,0.8,-1.75,2.55
Goran Dragic,2017,2.64,-0.18,1.33,0.78,3.35,0.81,2.55
Dennis Smith Jr.,2024,1.27,-0.71,0.31,-0.61,1.52,-1.03,2.55
Kevin Love,2022,1.8,-1.24,-0.2,-0.48,1.24,-1.31,2.54
Trevor Ariza,2017,0.75,-1.21,1.32,0.25,1.37,-1.16,2.53
Matisse Thybulle,2022,-0.5,-2.12,-0.37,-1.64,-0.54,-3.07,2.53
Tomas Satoransky,2018,1.3,-0.28,0.25,-0.53,1.56,-0.97,2.53
Mamadi Diakite,2021,0.27,-1.69,-0.01,-0.55,0.37,-2.16,2.53
Furkan Korkmaz,2021,1.29,-0.32,0.24,-1.0,1.56,-0.96,2.53
Robert Williams III,2020,1.45,-0.65,1.11,0.21,2.28,-0.24,2.52
Gorgui Dieng,2017,-0.58,-1.22,0.25,-1.31,-0.08,-2.6,2.52
Skylar Mays,2021,1.77,-0.39,0.07,-0.39,1.85,-0.67,2.51
Robert Covington,2017,0.26,-1.0,-1.1,-2.4,-0.59,-3.1,2.51
Kawhi Leonard,2018,1.76,-0.53,-0.61,-0.97,1.02,-1.48,2.51
Jae Crowder,2022,-0.19,-0.37,0.96,-1.26,0.97,-1.54,2.51
Chris Boucher,2021,1.0,-0.34,1.87,0.46,2.78,0.28,2.51
Cameron Payne,2022,1.03,-0.1,-0.39,-1.77,0.68,-1.83,2.5
Dyson Daniels,2024,0.87,-1.38,1.07,0.22,1.89,-0.61,2.5
